"test_ligand","auroc","aupr","aupr_corrected","pearson","sender","module","receiver"
"Fgf7",0.46504450186621,0.00499325615445905,0.000824659581971789,0.0135567172125378,"Myocytes","midnightblue","Leukocytes"
"Fgfrl1",0.447981625035878,0.00385319848609904,-0.00031539808638822,-0.0215117276911263,"Myocytes","midnightblue","Leukocytes"
"Fndc5",0.412822279643982,0.00331531774876711,-0.00085327882372015,-0.0293365000377993,"Myocytes","midnightblue","Leukocytes"
"Furin",0.3867843812805,0.00340651629030853,-0.000762080282178736,-0.00383793001271066,"Myocytes","midnightblue","Leukocytes"
"Gas6",0.419173126614997,0.0036495319087337,-0.000519064663753564,-0.0194970228678143,"Myocytes","midnightblue","Leukocytes"
"Gnas",0.402845248349116,0.00321556563252245,-0.000953030939964813,-0.020423102190551,"Myocytes","midnightblue","Leukocytes"
"Gpi1",0.386913580246912,0.00314537859517149,-0.00102321797731577,-0.0244546456249859,"Myocytes","midnightblue","Leukocytes"
"Grn",0.383161068044784,0.00322299050127639,-0.000945606071210873,-0.0220178173662559,"Myocytes","midnightblue","Leukocytes"
"Gstp1",0.378340511053692,0.00312886485097234,-0.00103973172151493,-0.0342288015704607,"Myocytes","midnightblue","Leukocytes"
"Gstp2",0.378340511053692,0.00312886485097234,-0.00103973172151493,-0.0342288015704607,"Myocytes","midnightblue","Leukocytes"
"H2-D1",0.415348837209299,0.00335334939910084,-0.000815247173386427,-0.0260836694477638,"Myocytes","midnightblue","Leukocytes"
"H2-K1",0.416514498995117,0.00335515317439626,-0.000813443398091007,-0.0259697996119866,"Myocytes","midnightblue","Leukocytes"
"Hbegf",0.427301177146124,0.0034043317666859,-0.000764264805801366,-0.0127410632965194,"Myocytes","midnightblue","Leukocytes"
"Hebp1",0.420898650588567,0.00332906603487034,-0.000839530537616926,-0.0157687843855739,"Myocytes","midnightblue","Leukocytes"
"Hsp90b1",0.425294286534593,0.00348249005126286,-0.0006861065212244,-0.0177263407447454,"Myocytes","midnightblue","Leukocytes"
"Hspg2",0.41315819695664,0.0032681884303698,-0.000900408142117466,-0.0310655645657506,"Myocytes","midnightblue","Leukocytes"
"Icam2",0.439732988802753,0.00380414608735738,-0.000364450485129884,-0.0197255997970357,"Myocytes","midnightblue","Leukocytes"
"Igf1",0.40697100200976,0.00333881028212485,-0.000829786290362408,-0.0104880185642348,"Myocytes","midnightblue","Leukocytes"
"Igfbp4",0.40771174275049,0.00334891780611729,-0.000819678766369976,-0.0310146901651758,"Myocytes","midnightblue","Leukocytes"
"Il15",0.393465403387883,0.00323936331224331,-0.000929233260243953,-0.0165753219750167,"Myocytes","midnightblue","Leukocytes"
"Il18bp",0.37095320126327,0.00303044055415289,-0.00113815601833437,-0.0356960503385255,"Myocytes","midnightblue","Leukocytes"
"Il33",0.428963537180599,0.00344038702902764,-0.000728209543459627,-0.0128689867324987,"Myocytes","midnightblue","Leukocytes"
"Itga9",0.408917599770308,0.00326146794690617,-0.000907128625581096,-0.0309061109475706,"Myocytes","midnightblue","Leukocytes"
"Itgb1",0.42558139534883,0.00339472291542719,-0.000773873657060075,-0.0243941227149868,"Myocytes","midnightblue","Leukocytes"
"Jam2",0.437057134654031,0.00382771282824743,-0.000340883744239831,-0.0179363920454265,"Myocytes","midnightblue","Leukocytes"
"Jam3",0.422026988228542,0.00350195798818195,-0.000666638584305314,-0.0270459841695455,"Myocytes","midnightblue","Leukocytes"
"Lama2",0.439873672121726,0.00375227864357687,-0.00041631792891039,-0.00617628049949636,"Myocytes","midnightblue","Leukocytes"
"Lama4",0.426468561584845,0.00380354102193706,-0.000365055550550199,-0.0213205915597589,"Myocytes","midnightblue","Leukocytes"
"Lama5",0.436867642836625,0.00347275433389554,-0.000695842238591721,-0.028023366230913,"Myocytes","midnightblue","Leukocytes"
"Lamb1",0.428877404536314,0.00349316007084975,-0.000675436501637513,-0.0245829580510514,"Myocytes","midnightblue","Leukocytes"
"Lamb2",0.437651449899496,0.0037028196586762,-0.000465776913811059,-0.0239528688209884,"Myocytes","midnightblue","Leukocytes"
"Lamb3",0.426373815676138,0.00343625872057292,-0.000732337851914345,-0.0265892351903365,"Myocytes","midnightblue","Leukocytes"
"Lamc1",0.440020097616996,0.00353957191382445,-0.000629024658662812,-0.0249856609620419,"Myocytes","midnightblue","Leukocytes"
"Lgals1",0.414981337927075,0.0033504240703626,-0.00081817250212466,-0.0195131488710163,"Myocytes","midnightblue","Leukocytes"
"Lgals3",0.378880275624461,0.00307862488671943,-0.00108997168576784,-0.0226895167977423,"Myocytes","midnightblue","Leukocytes"
"Lgals3bp",0.364869365489523,0.0030253007337864,-0.00114329583870087,-0.0339521916013136,"Myocytes","midnightblue","Leukocytes"
"Lin7c",0.379084122882567,0.0030659103445705,-0.00110268622791676,-0.0356230158966716,"Myocytes","midnightblue","Leukocytes"
"Lpl",0.356795865633067,0.00292156740102803,-0.00124702917145924,-0.0300675843497328,"Myocytes","midnightblue","Leukocytes"
"Lrfn4",0.407450473729543,0.00334149289696606,-0.000827103675521202,-0.0294272987359788,"Myocytes","midnightblue","Leukocytes"
"Lrpap1",0.377777777777774,0.00315152645721858,-0.00101707011526868,-0.0342066115644432,"Myocytes","midnightblue","Leukocytes"
"Lrrc4b",0.389308067757681,0.00312120031285999,-0.00104739625962727,-0.0333199603855929,"Myocytes","midnightblue","Leukocytes"
"Lrrn2",0.434490381854727,0.00359495611896282,-0.000573640453524439,-0.0233910832809191,"Myocytes","midnightblue","Leukocytes"
"Ltbp1",0.487889750215321,0.00408184180068026,-8.67547718070008e-05,-0.0190696349517547,"Myocytes","midnightblue","Leukocytes"
"Ltbp3",0.318102210737878,0.0027426287447325,-0.00142596782775476,-0.04278215073541,"Myocytes","midnightblue","Leukocytes"
"Lum",0.419170255526847,0.00335357846308268,-0.000815018109404579,-0.0296803096627644,"Myocytes","midnightblue","Leukocytes"
"Lyz2",0.443514211886305,0.00378257060817443,-0.000386025964312834,-0.0212545155890274,"Myocytes","midnightblue","Leukocytes"
"Mdk",0.393571633649145,0.00316940224176857,-0.000999194330718697,-0.028442103758105,"Myocytes","midnightblue","Leukocytes"
"Mfap3l",0.353333333333331,0.00296940478012022,-0.00119919179236704,-0.0368235514197337,"Myocytes","midnightblue","Leukocytes"
"Mfap5",0.353606086706856,0.00297064267429835,-0.00119795389818891,-0.0276208981079756,"Myocytes","midnightblue","Leukocytes"
"Mfge8",0.419127189204712,0.00338838284992175,-0.000780213722565514,-0.0261225050345733,"Myocytes","midnightblue","Leukocytes"
"Mif",0.431983921906422,0.00365654122539134,-0.000512055347095923,-0.0113144408875599,"Myocytes","midnightblue","Leukocytes"
"Mmp2",0.40198679299454,0.00320676011575148,-0.000961836456735787,-0.0310098952553156,"Myocytes","midnightblue","Leukocytes"
"Mpdz",0.413620442147574,0.00335870850284172,-0.00080988806964554,-0.028365682585283,"Myocytes","midnightblue","Leukocytes"
"Msn",0.413198392190641,0.00348008774009156,-0.000688508832395699,-0.0283303335929785,"Myocytes","midnightblue","Leukocytes"
"Nampt",0.409672695951763,0.00333354430515538,-0.000835052267331884,-0.024125664089696,"Myocytes","midnightblue","Leukocytes"
"Ncam1",0.397088716623601,0.00318321899655141,-0.000985377575935856,-0.0331168369531807,"Myocytes","midnightblue","Leukocytes"
"Neo1",0.397806488659212,0.00336873302453481,-0.000799863547952451,-0.0278025618805874,"Myocytes","midnightblue","Leukocytes"
"Nid1",0.439247774906672,0.00355011075956518,-0.000618485812922081,-0.0271893695646768,"Myocytes","midnightblue","Leukocytes"
"Nrp1",0.401877691645127,0.00322237590318062,-0.000946220669306639,-0.0267787793459934,"Myocytes","midnightblue","Leukocytes"
"Nrxn2",0.381553258685048,0.00307724925941143,-0.00109134731307583,-0.0293461999351793,"Myocytes","midnightblue","Leukocytes"
"Pam",0.363060579959804,0.00298791827927245,-0.00118067829321481,-0.0353704348443064,"Myocytes","midnightblue","Leukocytes"
"Pdgfa",0.397203560149293,0.00379961235553681,-0.000368984216950448,-0.0110677223543127,"Myocytes","midnightblue","Leukocytes"
"Pecam1",0.398004593741041,0.0032020811273492,-0.000966515445138058,-0.028984737481667,"Myocytes","midnightblue","Leukocytes"
"Pf4",0.419621016365203,0.009592028928996,0.00542343235650874,0.0138119177666265,"Myocytes","midnightblue","Leukocytes"
"Pi16",0.37274763135228,0.00304791727496705,-0.00112067929752021,-0.0345935695283226,"Myocytes","midnightblue","Leukocytes"
"Plxna1",0.425954636807345,0.00341247404645826,-0.000756122526029007,-0.0283546559087797,"Myocytes","midnightblue","Leukocytes"
"Pros1",0.405788113695086,0.003372771719785,-0.000795824852702266,-0.0272540348816729,"Myocytes","midnightblue","Leukocytes"
"Psap",0.410657479184614,0.00351573905910547,-0.000652857513381796,-0.0227025033270705,"Myocytes","midnightblue","Leukocytes"
"Psen1",0.404565030146426,0.00334301701836564,-0.000825579554121618,-0.0234992369289106,"Myocytes","midnightblue","Leukocytes"
"Ptdss1",0.409061154177437,0.00348552154102567,-0.000683075031461589,-0.0270758402169768,"Myocytes","midnightblue","Leukocytes"
"Rarres2",0.419632500717772,0.00336442970709358,-0.000804166865393679,-0.0234505743584007,"Myocytes","midnightblue","Leukocytes"
"Rps19",0.408745334481775,0.00336340065297934,-0.000805195919507921,-0.0297766775246301,"Myocytes","midnightblue","Leukocytes"
"Rtn4",0.383307493540047,0.00316936221018522,-0.000999234362302044,-0.0283957086869323,"Myocytes","midnightblue","Leukocytes"
"Sdc2",0.379066896353716,0.00309512566497652,-0.00107347090751074,-0.0356212089507007,"Myocytes","midnightblue","Leukocytes"
"Sema3c",0.364984209015212,0.00300637239398246,-0.00116222417850481,-0.0367739985249154,"Myocytes","midnightblue","Leukocytes"
"Sema4d",0.436474303761128,0.00345502614587537,-0.000713570426611897,-0.0247738772658882,"Myocytes","midnightblue","Leukocytes"
"Sema6d",0.38960953201263,0.00328825626019676,-0.000880340312290498,-0.0317098191014424,"Myocytes","midnightblue","Leukocytes"
"Serpine2",0.368481194372663,0.00306330282193307,-0.00110529375055419,-0.027732358041125,"Myocytes","midnightblue","Leukocytes"
"Serpinf1",0.369069767441863,0.00306950579739261,-0.00109909077509466,-0.0336922872515958,"Myocytes","midnightblue","Leukocytes"
"Serping1",0.406422624174566,0.0032761033276168,-0.000892493244870467,-0.0308013443251194,"Myocytes","midnightblue","Leukocytes"
"Shisa4",0.386925064599483,0.00318576374239264,-0.000982832830094618,-0.03457990912631,"Myocytes","midnightblue","Leukocytes"
"Sirpa",0.389503301751375,0.00313862239066457,-0.00102997418182269,-0.0338679041444528,"Myocytes","midnightblue","Leukocytes"
"Slc6a8",0.416551823140968,0.00331374534524803,-0.000854851227239228,-0.025501254511921,"Myocytes","midnightblue","Leukocytes"
"Sparc",0.408245765144984,0.00374776374043087,-0.000420832832056392,0.000322610484780115,"Myocytes","midnightblue","Leukocytes"
"Tfpi",0.400189491817397,0.00330819235318788,-0.000860404219299383,-0.0221117665103285,"Myocytes","midnightblue","Leukocytes"
"Tgfb1",0.457134654033872,0.00400917341913859,-0.000159423153348669,-0.000114045525207032,"Myocytes","midnightblue","Leukocytes"
"Tgfb2",0.45214470284239,0.00437566510412665,0.000207068531639387,0.00613804065065219,"Myocytes","midnightblue","Leukocytes"
"Tgfb3",0.419451622164798,0.00345562445096829,-0.000712972121518976,-0.00680698024011393,"Myocytes","midnightblue","Leukocytes"
"Tgm2",0.38874533448177,0.00317170209685275,-0.000996894475634512,-0.0220520887946294,"Myocytes","midnightblue","Leukocytes"
"Timp2",0.384306632213626,0.00307069829783455,-0.00109789827465271,-0.0323930707576131,"Myocytes","midnightblue","Leukocytes"
"Timp3",0.39656617858168,0.00356147838318908,-0.000607118189298178,-0.0264034277429171,"Myocytes","midnightblue","Leukocytes"
"Tnfsf12",0.379305196669545,0.00305615000748122,-0.00111244656500604,-0.0150262674560103,"Myocytes","midnightblue","Leukocytes"
"Traf2",0.409606660924494,0.00334073218614663,-0.000827864386340632,-0.0235344404091916,"Myocytes","midnightblue","Leukocytes"
"Tspan3",0.404691358024702,0.00390165945160587,-0.000266937120881394,-0.021429126957963,"Myocytes","midnightblue","Leukocytes"
"Vegfa",0.4296009187482,0.00336956555587461,-0.000799031016612649,-0.0158624091703722,"Myocytes","midnightblue","Leukocytes"
"Vegfb",0.430680447889742,0.00355511168390338,-0.000613484888583886,-0.0234843058743031,"Myocytes","midnightblue","Leukocytes"
"Wnt5a",0.369279356876259,0.00322164989335955,-0.000946946679127715,-0.00841481122146782,"Myocytes","midnightblue","Leukocytes"
"Zdhhc5",0.453316106804479,0.0037234848519042,-0.000445111720583067,-0.0221153909076445,"Myocytes","midnightblue","Leukocytes"
"Znrf3",0.362627045650296,0.00297599830770066,-0.0011925982647866,-0.0379881812557688,"Myocytes","midnightblue","Leukocytes"
"Ace2",0.403362044214758,0.00322717832974887,-0.000941418242738389,-0.0309069962305966,"SmoothMuscleCells","midnightblue","Leukocytes"
"Adam10",0.36842951478611,0.00333432255468813,-0.000834274017799134,-0.0261982452254032,"SmoothMuscleCells","midnightblue","Leukocytes"
"Adam15",0.408463967843805,0.00326917639311988,-0.000899420179367382,-0.0324516727574302,"SmoothMuscleCells","midnightblue","Leukocytes"
"Adam17",0.402721791558999,0.00320541831802511,-0.00096317825446215,-0.0157059771606984,"SmoothMuscleCells","midnightblue","Leukocytes"
"Adam9",0.383855871375244,0.00309112493913426,-0.001077471633353,-0.0309220812276833,"SmoothMuscleCells","midnightblue","Leukocytes"
"Agrn",0.407085845535452,0.00321563307650002,-0.000952963495987246,-0.0249995310257143,"SmoothMuscleCells","midnightblue","Leukocytes"
"Angpt2",0.39771461383864,0.00343945598233889,-0.000729140590148368,-0.0193096002825593,"SmoothMuscleCells","midnightblue","Leukocytes"
"Angptl2",0.475595750789548,0.00400218833080535,-0.00016640824168191,-0.00966938916794013,"SmoothMuscleCells","midnightblue","Leukocytes"
"Anxa1",0.400089003732423,0.00320022461759303,-0.000968371954894235,-0.0256654477251319,"SmoothMuscleCells","midnightblue","Leukocytes"
"Anxa2",0.40821131208728,0.00323078962847943,-0.000937806944007835,-0.0258058983530979,"SmoothMuscleCells","midnightblue","Leukocytes"
"Apoe",0.378788400803899,0.00311995228014123,-0.00104864429234603,-0.0244089342823819,"SmoothMuscleCells","midnightblue","Leukocytes"
"App",0.405403387884002,0.00324028898647823,-0.000928307586009031,-0.0158420745698466,"SmoothMuscleCells","midnightblue","Leukocytes"
"Arf1",0.415989089865052,0.00332578766299982,-0.000842808909487438,-0.0295255369069279,"SmoothMuscleCells","midnightblue","Leukocytes"
"B2m",0.434975595750788,0.00357334322723853,-0.00059525334524873,-0.0230947469403379,"SmoothMuscleCells","midnightblue","Leukocytes"
"Bace1",0.382606948033303,0.00327470612133892,-0.000893890451148347,-0.0311590450447787,"SmoothMuscleCells","midnightblue","Leukocytes"
"Bgn",0.415670399081247,0.00334592708367509,-0.000822669488812168,-0.0233467882865176,"SmoothMuscleCells","midnightblue","Leukocytes"
"Bmp2",0.44160206718346,0.00401485637893097,-0.000153740193556293,0.00072506551480942,"SmoothMuscleCells","midnightblue","Leukocytes"
"Boc",0.372012632787822,0.00301273520286887,-0.00115586136961839,-0.0379549667957909,"SmoothMuscleCells","midnightblue","Leukocytes"
"Bst2",0.416480045937402,0.00333586983978901,-0.000832726732698249,-0.0281387075953297,"SmoothMuscleCells","midnightblue","Leukocytes"
"Btnl9",0.404398507034168,0.00324471720605362,-0.000923879366433643,-0.0302666087344686,"SmoothMuscleCells","midnightblue","Leukocytes"
"C1qa",0.422469135802458,0.00334262336530379,-0.000825973207183473,-0.0190087480483621,"SmoothMuscleCells","midnightblue","Leukocytes"
"C1qb",0.40846396784381,0.00326892537850813,-0.000899671193979133,-0.0295676136307828,"SmoothMuscleCells","midnightblue","Leukocytes"
"C3",0.41890611541773,0.0033464446708983,-0.000822151901588962,-0.0251644050579478,"SmoothMuscleCells","midnightblue","Leukocytes"
"Calm1",0.422049956933671,0.0033756640777439,-0.000792932494743361,-0.0213598506372164,"SmoothMuscleCells","midnightblue","Leukocytes"
"Calm2",0.412776342233708,0.00332607685321127,-0.000842519719275996,-0.0208320551917547,"SmoothMuscleCells","midnightblue","Leukocytes"
"Calm3",0.426213034740163,0.00343755672739163,-0.000731039845095636,-0.0239542181640127,"SmoothMuscleCells","midnightblue","Leukocytes"
"Calr",0.40827447602641,0.00324631474983107,-0.000922281822656198,-0.0148803227360459,"SmoothMuscleCells","midnightblue","Leukocytes"
"Cd200",0.372994544932533,0.00307303799048751,-0.00109555858199975,-0.0331444757709523,"SmoothMuscleCells","midnightblue","Leukocytes"
"Cd320",0.418742463393612,0.00338740814556764,-0.000781188426919622,-0.0253694665624127,"SmoothMuscleCells","midnightblue","Leukocytes"
"Cd38",0.415041630778069,0.0033947320587233,-0.000773864513763967,-0.0229389422703716,"SmoothMuscleCells","midnightblue","Leukocytes"
"Cd47",0.425512489233415,0.00350349198805249,-0.000665104584434769,-0.020673117918942,"SmoothMuscleCells","midnightblue","Leukocytes"
"Cd59a",0.418128050531145,0.00331237806566578,-0.000856218506821479,-0.0225434050950076,"SmoothMuscleCells","midnightblue","Leukocytes"
"Cd82",0.365811082400235,0.00298440319833405,-0.00118419337415321,-0.0364721280804107,"SmoothMuscleCells","midnightblue","Leukocytes"
"Cd9",0.413815676141254,0.0032622732131318,-0.000906323359355466,-0.015840178854585,"SmoothMuscleCells","midnightblue","Leukocytes"
"Cdh5",0.393155325868506,0.00321578924686026,-0.000952807325627,-0.0336762052931956,"SmoothMuscleCells","midnightblue","Leukocytes"
"Ceacam1",0.398412288257251,0.003201758966571,-0.00096683760591626,-0.030599604991444,"SmoothMuscleCells","midnightblue","Leukocytes"
"Cfh",0.37819408555844,0.00309740711946044,-0.00107118945302682,-0.0332430082186829,"SmoothMuscleCells","midnightblue","Leukocytes"
"Clu",0.392248062015512,0.00325457624860981,-0.000914020323877449,-0.0320095672845432,"SmoothMuscleCells","midnightblue","Leukocytes"
"Col15a1",0.411610680447892,0.00330844649055764,-0.000860150081929618,-0.0258835008825292,"SmoothMuscleCells","midnightblue","Leukocytes"
"Col18a1",0.399000861326452,0.00327036232834842,-0.000898234244138839,-0.031218962368829,"SmoothMuscleCells","midnightblue","Leukocytes"
"Col1a1",0.417568188343379,0.00331343545985798,-0.000855161112629286,-0.0281346579290114,"SmoothMuscleCells","midnightblue","Leukocytes"
"Col1a2",0.424834912431808,0.00340857104981009,-0.000760025522677176,-0.0291472304898717,"SmoothMuscleCells","midnightblue","Leukocytes"
"Col27a1",0.427117427505023,0.00345486088672381,-0.000713735685763454,-0.028330418482976,"SmoothMuscleCells","midnightblue","Leukocytes"
"Col3a1",0.420014355440703,0.00340414367541106,-0.000764452897076206,-0.0270906049659434,"SmoothMuscleCells","midnightblue","Leukocytes"
"Col4a1",0.42466838931955,0.00338527158662325,-0.000783324985864013,-0.0258856917671865,"SmoothMuscleCells","midnightblue","Leukocytes"
"Col4a2",0.418440999138665,0.00334774907805068,-0.000820847494436581,-0.027345709335174,"SmoothMuscleCells","midnightblue","Leukocytes"
"Col4a5",0.409356876256096,0.00326039486772112,-0.000908201704766147,-0.0308542506660366,"SmoothMuscleCells","midnightblue","Leukocytes"
"Col5a1",0.422796439850695,0.00334877403196744,-0.00081982254051982,-0.0232905294842957,"SmoothMuscleCells","midnightblue","Leukocytes"
"Col5a2",0.435081826012053,0.00352449072555929,-0.000644105846927976,-0.0215480584458148,"SmoothMuscleCells","midnightblue","Leukocytes"
"Col5a3",0.431490094745902,0.0035453157989801,-0.000623280773507164,-0.0267049343440737,"SmoothMuscleCells","midnightblue","Leukocytes"
"Col6a1",0.431986792994538,0.00342635746487466,-0.000742239107612606,-0.0232244000520259,"SmoothMuscleCells","midnightblue","Leukocytes"
"Col6a2",0.416744186046511,0.00335797964022483,-0.000810616932262437,-0.0296687696903173,"SmoothMuscleCells","midnightblue","Leukocytes"
"Col6a3",0.439816250358883,0.00368599918858007,-0.000482597383907192,-0.0227702024953352,"SmoothMuscleCells","midnightblue","Leukocytes"
"Col8a1",0.38545793855871,0.00314235564340235,-0.00102624092908491,-0.0293916938008079,"SmoothMuscleCells","midnightblue","Leukocytes"
"Copa",0.415719207579669,0.00336825750399289,-0.000800339068494368,-0.0219164938950342,"SmoothMuscleCells","midnightblue","Leukocytes"
"Cp",0.387068619006608,0.00325154108452411,-0.00091705548796315,-0.0280481949222201,"SmoothMuscleCells","midnightblue","Leukocytes"
"Csf1",0.409109962675844,0.00323506211360775,-0.000933534458879509,-0.0122762031702546,"SmoothMuscleCells","midnightblue","Leukocytes"
"Ctsd",0.45225380419179,0.00360973119359928,-0.000558865378887986,-0.0226641356036948,"SmoothMuscleCells","midnightblue","Leukocytes"
"Cx3cl1",0.395865633074931,0.00328957083411708,-0.000879025738370185,-0.0132850261935151,"SmoothMuscleCells","midnightblue","Leukocytes"
"Cxcl12",0.441458512776348,0.00361196648027958,-0.000556630092207678,-0.00805203506323596,"SmoothMuscleCells","midnightblue","Leukocytes"
"Dcn",0.409107091587706,0.00328918949971802,-0.000879407072769244,-0.0260031907976867,"SmoothMuscleCells","midnightblue","Leukocytes"
"Dll4",0.368664944013784,0.00361527288353612,-0.000553323688951141,-0.0186969834716555,"SmoothMuscleCells","midnightblue","Leukocytes"
"Efemp2",0.394596612116007,0.00356171040733599,-0.000606886165151276,-0.0285528639626097,"SmoothMuscleCells","midnightblue","Leukocytes"
"Efnb1",0.418705139247765,0.00329058889576682,-0.000878007676720438,-0.0295905418835831,"SmoothMuscleCells","midnightblue","Leukocytes"
"Efnb2",0.418530002871083,0.00334417867664156,-0.000824417895845698,-0.0291699516173992,"SmoothMuscleCells","midnightblue","Leukocytes"
"Eng",0.401234567901234,0.0032428273113892,-0.000925769261098061,-0.0287538065126467,"SmoothMuscleCells","midnightblue","Leukocytes"
"Epha4",0.484547803617569,0.0053174839132942,0.00114888734080694,0.0100617592656723,"SmoothMuscleCells","midnightblue","Leukocytes"
"Esam",0.465736434108512,0.00413784074093186,-3.07558315554056e-05,-0.0140484574987719,"SmoothMuscleCells","midnightblue","Leukocytes"
"Ezr",0.43110249784668,0.00359284703965766,-0.000575749532829604,-0.0235467267652723,"SmoothMuscleCells","midnightblue","Leukocytes"
"F11r",0.393634797588281,0.00315144195183571,-0.00101715462065155,-0.0284728643445862,"SmoothMuscleCells","midnightblue","Leukocytes"
"Fam3c",0.376106804478895,0.00307438352589006,-0.0010942130465972,-0.0287996813362287,"SmoothMuscleCells","midnightblue","Leukocytes"
"Fbn1",0.394521963824287,0.00319110352240621,-0.00097749305008105,-0.0282032856113846,"SmoothMuscleCells","midnightblue","Leukocytes"
"Fgf1",0.410175136376696,0.00326772990782227,-0.000900866664664991,-0.0149593389075072,"SmoothMuscleCells","midnightblue","Leukocytes"
"Fn1",0.41565030146425,0.00336030886746875,-0.000808287705018511,-0.0245656114937992,"SmoothMuscleCells","midnightblue","Leukocytes"
"Furin",0.3867843812805,0.00340651629030853,-0.000762080282178736,-0.00383793001271066,"SmoothMuscleCells","midnightblue","Leukocytes"
"Gas6",0.419173126614997,0.0036495319087337,-0.000519064663753564,-0.0194970228678143,"SmoothMuscleCells","midnightblue","Leukocytes"
"Gnas",0.402845248349116,0.00321556563252245,-0.000953030939964813,-0.020423102190551,"SmoothMuscleCells","midnightblue","Leukocytes"
"Gpc3",0.39400516795865,0.00324690243810689,-0.000921694134380374,-0.0304195174321947,"SmoothMuscleCells","midnightblue","Leukocytes"
"Gpc6",0.385621590582826,0.00313654423528119,-0.00103205233720607,-0.0358965294054204,"SmoothMuscleCells","midnightblue","Leukocytes"
"Gpi1",0.386913580246912,0.00314537859517149,-0.00102321797731577,-0.0244546456249859,"SmoothMuscleCells","midnightblue","Leukocytes"
"Grn",0.383161068044784,0.00322299050127639,-0.000945606071210873,-0.0220178173662559,"SmoothMuscleCells","midnightblue","Leukocytes"
"Gstp1",0.378340511053692,0.00312886485097234,-0.00103973172151493,-0.0342288015704607,"SmoothMuscleCells","midnightblue","Leukocytes"
"H2-D1",0.415348837209299,0.00335334939910084,-0.000815247173386427,-0.0260836694477638,"SmoothMuscleCells","midnightblue","Leukocytes"
"H2-K1",0.416514498995117,0.00335515317439626,-0.000813443398091007,-0.0259697996119866,"SmoothMuscleCells","midnightblue","Leukocytes"
"H2-Q4",0.415360321561869,0.0033534752001555,-0.000815121372331764,-0.0260861954350637,"SmoothMuscleCells","midnightblue","Leukocytes"
"Hbegf",0.427301177146124,0.0034043317666859,-0.000764264805801366,-0.0127410632965194,"SmoothMuscleCells","midnightblue","Leukocytes"
"Hebp1",0.420898650588567,0.00332906603487034,-0.000839530537616926,-0.0157687843855739,"SmoothMuscleCells","midnightblue","Leukocytes"
"Hsp90b1",0.425294286534593,0.00348249005126286,-0.0006861065212244,-0.0177263407447454,"SmoothMuscleCells","midnightblue","Leukocytes"
"Hspg2",0.41315819695664,0.0032681884303698,-0.000900408142117466,-0.0310655645657506,"SmoothMuscleCells","midnightblue","Leukocytes"
"Icam1",0.39955785242607,0.00317111759566215,-0.000997478976825115,-0.0238832051974735,"SmoothMuscleCells","midnightblue","Leukocytes"
"Icam2",0.439732988802753,0.00380414608735738,-0.000364450485129884,-0.0197255997970357,"SmoothMuscleCells","midnightblue","Leukocytes"
"Igf2",0.440241171403951,0.00376352393683389,-0.000405072635653372,-0.00436042344601897,"SmoothMuscleCells","midnightblue","Leukocytes"
"Igfbp4",0.40771174275049,0.00334891780611729,-0.000819678766369976,-0.0310146901651758,"SmoothMuscleCells","midnightblue","Leukocytes"
"Il34",0.42988228538615,0.0035113446492804,-0.000657251923206864,-0.0236956399376304,"SmoothMuscleCells","midnightblue","Leukocytes"
"Inhba",0.398515647430369,0.0032499796135955,-0.000918616958891765,-0.0137965988027302,"SmoothMuscleCells","midnightblue","Leukocytes"
"Itga9",0.408917599770308,0.00326146794690617,-0.000907128625581096,-0.0309061109475706,"SmoothMuscleCells","midnightblue","Leukocytes"
"Itgb1",0.42558139534883,0.00339472291542719,-0.000773873657060075,-0.0243941227149868,"SmoothMuscleCells","midnightblue","Leukocytes"
"Jag1",0.343468274476038,0.00296390512531337,-0.00120469144717389,-0.0192043846381098,"SmoothMuscleCells","midnightblue","Leukocytes"
"Jam2",0.437057134654031,0.00382771282824743,-0.000340883744239831,-0.0179363920454265,"SmoothMuscleCells","midnightblue","Leukocytes"
"Jam3",0.422026988228542,0.00350195798818195,-0.000666638584305314,-0.0270459841695455,"SmoothMuscleCells","midnightblue","Leukocytes"
"Lama2",0.439873672121726,0.00375227864357687,-0.00041631792891039,-0.00617628049949636,"SmoothMuscleCells","midnightblue","Leukocytes"
"Lama4",0.426468561584845,0.00380354102193706,-0.000365055550550199,-0.0213205915597589,"SmoothMuscleCells","midnightblue","Leukocytes"
"Lama5",0.436867642836625,0.00347275433389554,-0.000695842238591721,-0.028023366230913,"SmoothMuscleCells","midnightblue","Leukocytes"
"Lamb1",0.428877404536314,0.00349316007084975,-0.000675436501637513,-0.0245829580510514,"SmoothMuscleCells","midnightblue","Leukocytes"
"Lamb2",0.437651449899496,0.0037028196586762,-0.000465776913811059,-0.0239528688209884,"SmoothMuscleCells","midnightblue","Leukocytes"
"Lamc1",0.440020097616996,0.00353957191382445,-0.000629024658662812,-0.0249856609620419,"SmoothMuscleCells","midnightblue","Leukocytes"
"Lgals1",0.414981337927075,0.0033504240703626,-0.00081817250212466,-0.0195131488710163,"SmoothMuscleCells","midnightblue","Leukocytes"
"Lgals3",0.378880275624461,0.00307862488671943,-0.00108997168576784,-0.0226895167977423,"SmoothMuscleCells","midnightblue","Leukocytes"
"Lgals3bp",0.364869365489523,0.0030253007337864,-0.00114329583870087,-0.0339521916013136,"SmoothMuscleCells","midnightblue","Leukocytes"
