"test_ligand","auroc","aupr","aupr_corrected","pearson","sender","module","receiver"
"Calm1",0.422049956933671,0.0033756640777439,-0.000792932494743361,-0.0213598506372164,"Fibroblasts","midnightblue","Leukocytes"
"Calm2",0.412776342233708,0.00332607685321127,-0.000842519719275996,-0.0208320551917547,"Fibroblasts","midnightblue","Leukocytes"
"Calm3",0.426213034740163,0.00343755672739163,-0.000731039845095636,-0.0239542181640127,"Fibroblasts","midnightblue","Leukocytes"
"Calr",0.40827447602641,0.00324631474983107,-0.000922281822656198,-0.0148803227360459,"Fibroblasts","midnightblue","Leukocytes"
"Ccl11",0.378489807637095,0.00315324756398568,-0.00101534900850158,-0.0252091767675921,"Fibroblasts","midnightblue","Leukocytes"
"Ccl19",0.424441573356307,0.00336813977304145,-0.000800456799445814,-0.010362928163027,"Fibroblasts","midnightblue","Leukocytes"
"Ccl2",0.390605799598047,0.00318506866113807,-0.000983527911349188,-0.0208970636781866,"Fibroblasts","midnightblue","Leukocytes"
"Ccl7",0.420353143841515,0.00332406664578712,-0.000844529926700139,-0.0272228091745801,"Fibroblasts","midnightblue","Leukocytes"
"Cd200",0.372994544932533,0.00307303799048751,-0.00109555858199975,-0.0331444757709523,"Fibroblasts","midnightblue","Leukocytes"
"Cd320",0.418742463393612,0.00338740814556764,-0.000781188426919622,-0.0253694665624127,"Fibroblasts","midnightblue","Leukocytes"
"Cd47",0.425512489233415,0.00350349198805249,-0.000665104584434769,-0.020673117918942,"Fibroblasts","midnightblue","Leukocytes"
"Cd55",0.399440137812233,0.00328676027038386,-0.000881836302103403,-0.0241088477508831,"Fibroblasts","midnightblue","Leukocytes"
"Cd59a",0.418128050531145,0.00331237806566578,-0.000856218506821479,-0.0225434050950076,"Fibroblasts","midnightblue","Leukocytes"
"Cd82",0.365811082400235,0.00298440319833405,-0.00118419337415321,-0.0364721280804107,"Fibroblasts","midnightblue","Leukocytes"
"Cd9",0.413815676141254,0.0032622732131318,-0.000906323359355466,-0.015840178854585,"Fibroblasts","midnightblue","Leukocytes"
"Cfh",0.37819408555844,0.00309740711946044,-0.00107118945302682,-0.0332430082186829,"Fibroblasts","midnightblue","Leukocytes"
"Clec11a",0.398185472294006,0.003196616032244,-0.000971980540243262,-0.0295782542640365,"Fibroblasts","midnightblue","Leukocytes"
"Clu",0.392248062015512,0.00325457624860981,-0.000914020323877449,-0.0320095672845432,"Fibroblasts","midnightblue","Leukocytes"
"Col14a1",0.425104794717187,0.00343619154843935,-0.000732405024047914,-0.0283715043150454,"Fibroblasts","midnightblue","Leukocytes"
"Col15a1",0.411610680447892,0.00330844649055764,-0.000860150081929618,-0.0258835008825292,"Fibroblasts","midnightblue","Leukocytes"
"Col16a1",0.434131495836908,0.00346793913379065,-0.000700657438696608,-0.0232487589352631,"Fibroblasts","midnightblue","Leukocytes"
"Col18a1",0.399000861326452,0.00327036232834842,-0.000898234244138839,-0.031218962368829,"Fibroblasts","midnightblue","Leukocytes"
"Col1a1",0.417568188343379,0.00331343545985798,-0.000855161112629286,-0.0281346579290114,"Fibroblasts","midnightblue","Leukocytes"
"Col1a2",0.424834912431808,0.00340857104981009,-0.000760025522677176,-0.0291472304898717,"Fibroblasts","midnightblue","Leukocytes"
"Col27a1",0.427117427505023,0.00345486088672381,-0.000713735685763454,-0.028330418482976,"Fibroblasts","midnightblue","Leukocytes"
"Col3a1",0.420014355440703,0.00340414367541106,-0.000764452897076206,-0.0270906049659434,"Fibroblasts","midnightblue","Leukocytes"
"Col4a1",0.42466838931955,0.00338527158662325,-0.000783324985864013,-0.0258856917671865,"Fibroblasts","midnightblue","Leukocytes"
"Col4a2",0.418440999138665,0.00334774907805068,-0.000820847494436581,-0.027345709335174,"Fibroblasts","midnightblue","Leukocytes"
"Col4a3",0.447255239735852,0.00353821323588717,-0.000630383336600091,-0.0266349143515536,"Fibroblasts","midnightblue","Leukocytes"
"Col4a4",0.437039908125175,0.00349580272072185,-0.000672793851765411,-0.0246967413250919,"Fibroblasts","midnightblue","Leukocytes"
"Col4a5",0.409356876256096,0.00326039486772112,-0.000908201704766147,-0.0308542506660366,"Fibroblasts","midnightblue","Leukocytes"
"Col4a6",0.403106517370079,0.00341154624627838,-0.000757050326208883,-0.0289187531623567,"Fibroblasts","midnightblue","Leukocytes"
"Col5a1",0.422796439850695,0.00334877403196744,-0.00081982254051982,-0.0232905294842957,"Fibroblasts","midnightblue","Leukocytes"
"Col5a2",0.435081826012053,0.00352449072555929,-0.000644105846927976,-0.0215480584458148,"Fibroblasts","midnightblue","Leukocytes"
"Col5a3",0.431490094745902,0.0035453157989801,-0.000623280773507164,-0.0267049343440737,"Fibroblasts","midnightblue","Leukocytes"
"Col6a1",0.431986792994538,0.00342635746487466,-0.000742239107612606,-0.0232244000520259,"Fibroblasts","midnightblue","Leukocytes"
"Col6a2",0.416744186046511,0.00335797964022483,-0.000810616932262437,-0.0296687696903173,"Fibroblasts","midnightblue","Leukocytes"
"Col6a3",0.439816250358883,0.00368599918858007,-0.000482597383907192,-0.0227702024953352,"Fibroblasts","midnightblue","Leukocytes"
"Col6a6",0.435371805914439,0.00358297119729563,-0.000585625375191629,-0.0253158738792253,"Fibroblasts","midnightblue","Leukocytes"
"Col8a1",0.38545793855871,0.00314235564340235,-0.00102624092908491,-0.0293916938008079,"Fibroblasts","midnightblue","Leukocytes"
"Copa",0.415719207579669,0.00336825750399289,-0.000800339068494368,-0.0219164938950342,"Fibroblasts","midnightblue","Leukocytes"
"Cp",0.387068619006608,0.00325154108452411,-0.00091705548796315,-0.0280481949222201,"Fibroblasts","midnightblue","Leukocytes"
"Crlf1",0.400824002296879,0.00345727829905393,-0.000711318273433329,-0.0267330305966411,"Fibroblasts","midnightblue","Leukocytes"
"Csf1",0.409109962675844,0.00323506211360775,-0.000933534458879509,-0.0122762031702546,"Fibroblasts","midnightblue","Leukocytes"
"Ctsd",0.45225380419179,0.00360973119359928,-0.000558865378887986,-0.0226641356036948,"Fibroblasts","midnightblue","Leukocytes"
"Cx3cl1",0.395865633074931,0.00328957083411708,-0.000879025738370185,-0.0132850261935151,"Fibroblasts","midnightblue","Leukocytes"
"Cxcl12",0.441458512776348,0.00361196648027958,-0.000556630092207678,-0.00805203506323596,"Fibroblasts","midnightblue","Leukocytes"
"Cxcl14",0.380643123743893,0.00304331810882251,-0.00112527846366475,-0.0342134592971917,"Fibroblasts","midnightblue","Leukocytes"
"Cytl1",0.388716623600346,0.00325771885412781,-0.000910877718359453,-0.0282494435209485,"Fibroblasts","midnightblue","Leukocytes"
"Dcn",0.409107091587706,0.00328918949971802,-0.000879407072769244,-0.0260031907976867,"Fibroblasts","midnightblue","Leukocytes"
"Eda",0.378420901521677,0.00310551835799876,-0.0010630782144885,-0.036153704111328,"Fibroblasts","midnightblue","Leukocytes"
"Efemp2",0.394596612116007,0.00356171040733599,-0.000606886165151276,-0.0285528639626097,"Fibroblasts","midnightblue","Leukocytes"
"Efnb1",0.418705139247765,0.00329058889576682,-0.000878007676720438,-0.0295905418835831,"Fibroblasts","midnightblue","Leukocytes"
"Eng",0.401234567901234,0.0032428273113892,-0.000925769261098061,-0.0287538065126467,"Fibroblasts","midnightblue","Leukocytes"
"Enpp1",0.384432960091876,0.0031572017520143,-0.00101139482047296,-0.0347079009136715,"Fibroblasts","midnightblue","Leukocytes"
"Ezr",0.43110249784668,0.00359284703965766,-0.000575749532829604,-0.0235467267652723,"Fibroblasts","midnightblue","Leukocytes"
"Fam3c",0.376106804478895,0.00307438352589006,-0.0010942130465972,-0.0287996813362287,"Fibroblasts","midnightblue","Leukocytes"
"Fbln1",0.390798162503583,0.00318355732002192,-0.00098503925246534,-0.0313949565340782,"Fibroblasts","midnightblue","Leukocytes"
"Fbn1",0.394521963824287,0.00319110352240621,-0.00097749305008105,-0.0282032856113846,"Fibroblasts","midnightblue","Leukocytes"
"Fgf18",0.4306632213609,0.0034040148104191,-0.000764581762068163,-0.0201784843829144,"Fibroblasts","midnightblue","Leukocytes"
"Fgf7",0.46504450186621,0.00499325615445905,0.000824659581971789,0.0135567172125378,"Fibroblasts","midnightblue","Leukocytes"
"Fgfrl1",0.447981625035878,0.00385319848609904,-0.00031539808638822,-0.0215117276911263,"Fibroblasts","midnightblue","Leukocytes"
"Fn1",0.41565030146425,0.00336030886746875,-0.000808287705018511,-0.0245656114937992,"Fibroblasts","midnightblue","Leukocytes"
"Furin",0.3867843812805,0.00340651629030853,-0.000762080282178736,-0.00383793001271066,"Fibroblasts","midnightblue","Leukocytes"
"Gas6",0.419173126614997,0.0036495319087337,-0.000519064663753564,-0.0194970228678143,"Fibroblasts","midnightblue","Leukocytes"
"Gnas",0.402845248349116,0.00321556563252245,-0.000953030939964813,-0.020423102190551,"Fibroblasts","midnightblue","Leukocytes"
"Gpc3",0.39400516795865,0.00324690243810689,-0.000921694134380374,-0.0304195174321947,"Fibroblasts","midnightblue","Leukocytes"
"Gpc6",0.385621590582826,0.00313654423528119,-0.00103205233720607,-0.0358965294054204,"Fibroblasts","midnightblue","Leukocytes"
"Gpi1",0.386913580246912,0.00314537859517149,-0.00102321797731577,-0.0244546456249859,"Fibroblasts","midnightblue","Leukocytes"
"Grn",0.383161068044784,0.00322299050127639,-0.000945606071210873,-0.0220178173662559,"Fibroblasts","midnightblue","Leukocytes"
"Gstp1",0.378340511053692,0.00312886485097234,-0.00103973172151493,-0.0342288015704607,"Fibroblasts","midnightblue","Leukocytes"
"Gstp2",0.378340511053692,0.00312886485097234,-0.00103973172151493,-0.0342288015704607,"Fibroblasts","midnightblue","Leukocytes"
"H2-D1",0.415348837209299,0.00335334939910084,-0.000815247173386427,-0.0260836694477638,"Fibroblasts","midnightblue","Leukocytes"
"H2-K1",0.416514498995117,0.00335515317439626,-0.000813443398091007,-0.0259697996119866,"Fibroblasts","midnightblue","Leukocytes"
"H2-Q4",0.415360321561869,0.0033534752001555,-0.000815121372331764,-0.0260861954350637,"Fibroblasts","midnightblue","Leukocytes"
"Has1",0.414352569623899,0.00350317907189065,-0.000665417500596609,-0.0239297583623176,"Fibroblasts","midnightblue","Leukocytes"
"Hebp1",0.420898650588567,0.00332906603487034,-0.000839530537616926,-0.0157687843855739,"Fibroblasts","midnightblue","Leukocytes"
"Hsp90b1",0.425294286534593,0.00348249005126286,-0.0006861065212244,-0.0177263407447454,"Fibroblasts","midnightblue","Leukocytes"
"Hspg2",0.41315819695664,0.0032681884303698,-0.000900408142117466,-0.0310655645657506,"Fibroblasts","midnightblue","Leukocytes"
"Icam1",0.39955785242607,0.00317111759566215,-0.000997478976825115,-0.0238832051974735,"Fibroblasts","midnightblue","Leukocytes"
"Igf1",0.40697100200976,0.00333881028212485,-0.000829786290362408,-0.0104880185642348,"Fibroblasts","midnightblue","Leukocytes"
"Igfbp4",0.40771174275049,0.00334891780611729,-0.000819678766369976,-0.0310146901651758,"Fibroblasts","midnightblue","Leukocytes"
"Igsf10",0.360367499282226,0.00309321385793461,-0.00107538271455265,-0.027522773317638,"Fibroblasts","midnightblue","Leukocytes"
"Il15",0.393465403387883,0.00323936331224331,-0.000929233260243953,-0.0165753219750167,"Fibroblasts","midnightblue","Leukocytes"
"Il16",0.41228825724949,0.00327635674791322,-0.000892239824574038,-0.0239592542589642,"Fibroblasts","midnightblue","Leukocytes"
"Il33",0.428963537180599,0.00344038702902764,-0.000728209543459627,-0.0128689867324987,"Fibroblasts","midnightblue","Leukocytes"
"Ildr2",0.409354005167948,0.00328890110787875,-0.000879695464608513,-0.0292698174385089,"Fibroblasts","midnightblue","Leukocytes"
"Inhba",0.398515647430369,0.0032499796135955,-0.000918616958891765,-0.0137965988027302,"Fibroblasts","midnightblue","Leukocytes"
"Itga9",0.408917599770308,0.00326146794690617,-0.000907128625581096,-0.0309061109475706,"Fibroblasts","midnightblue","Leukocytes"
"Itgb1",0.42558139534883,0.00339472291542719,-0.000773873657060075,-0.0243941227149868,"Fibroblasts","midnightblue","Leukocytes"
"Jag1",0.343468274476038,0.00296390512531337,-0.00120469144717389,-0.0192043846381098,"Fibroblasts","midnightblue","Leukocytes"
"Jam2",0.437057134654031,0.00382771282824743,-0.000340883744239831,-0.0179363920454265,"Fibroblasts","midnightblue","Leukocytes"
"Jam3",0.422026988228542,0.00350195798818195,-0.000666638584305314,-0.0270459841695455,"Fibroblasts","midnightblue","Leukocytes"
"Lama2",0.439873672121726,0.00375227864357687,-0.00041631792891039,-0.00617628049949636,"Fibroblasts","midnightblue","Leukocytes"
"Lama4",0.426468561584845,0.00380354102193706,-0.000365055550550199,-0.0213205915597589,"Fibroblasts","midnightblue","Leukocytes"
"Lamb1",0.428877404536314,0.00349316007084975,-0.000675436501637513,-0.0245829580510514,"Fibroblasts","midnightblue","Leukocytes"
"Lamb2",0.437651449899496,0.0037028196586762,-0.000465776913811059,-0.0239528688209884,"Fibroblasts","midnightblue","Leukocytes"
"Lamc1",0.440020097616996,0.00353957191382445,-0.000629024658662812,-0.0249856609620419,"Fibroblasts","midnightblue","Leukocytes"
"Lcn2",0.356718346253236,0.00297309485531722,-0.00119550171717004,-0.0246027227071893,"Fibroblasts","midnightblue","Leukocytes"
"Lgals1",0.414981337927075,0.0033504240703626,-0.00081817250212466,-0.0195131488710163,"Fibroblasts","midnightblue","Leukocytes"
"Lgals3",0.378880275624461,0.00307862488671943,-0.00108997168576784,-0.0226895167977423,"Fibroblasts","midnightblue","Leukocytes"
"Lgals3bp",0.364869365489523,0.0030253007337864,-0.00114329583870087,-0.0339521916013136,"Fibroblasts","midnightblue","Leukocytes"
"Lin7c",0.379084122882567,0.0030659103445705,-0.00110268622791676,-0.0356230158966716,"Fibroblasts","midnightblue","Leukocytes"
"Lpl",0.356795865633067,0.00292156740102803,-0.00124702917145924,-0.0300675843497328,"Fibroblasts","midnightblue","Leukocytes"
"Lrpap1",0.377777777777774,0.00315152645721858,-0.00101707011526868,-0.0342066115644432,"Fibroblasts","midnightblue","Leukocytes"
"Lrrn2",0.434490381854727,0.00359495611896282,-0.000573640453524439,-0.0233910832809191,"Fibroblasts","midnightblue","Leukocytes"
"Ltbp1",0.487889750215321,0.00408184180068026,-8.67547718070008e-05,-0.0190696349517547,"Fibroblasts","midnightblue","Leukocytes"
"Ltbp3",0.318102210737878,0.0027426287447325,-0.00142596782775476,-0.04278215073541,"Fibroblasts","midnightblue","Leukocytes"
"Lum",0.419170255526847,0.00335357846308268,-0.000815018109404579,-0.0296803096627644,"Fibroblasts","midnightblue","Leukocytes"
"Lyz2",0.443514211886305,0.00378257060817443,-0.000386025964312834,-0.0212545155890274,"Fibroblasts","midnightblue","Leukocytes"
"Mdk",0.393571633649145,0.00316940224176857,-0.000999194330718697,-0.028442103758105,"Fibroblasts","midnightblue","Leukocytes"
"Mfap2",0.392621303474014,0.00324092165333588,-0.000927674919151383,-0.0263856622644229,"Fibroblasts","midnightblue","Leukocytes"
"Mfap5",0.353606086706856,0.00297064267429835,-0.00119795389818891,-0.0276208981079756,"Fibroblasts","midnightblue","Leukocytes"
"Mfge8",0.419127189204712,0.00338838284992175,-0.000780213722565514,-0.0261225050345733,"Fibroblasts","midnightblue","Leukocytes"
"Mif",0.431983921906422,0.00365654122539134,-0.000512055347095923,-0.0113144408875599,"Fibroblasts","midnightblue","Leukocytes"
"Mill2",0.384231983921901,0.00312357114898152,-0.00104502542350575,-0.0287097725166862,"Fibroblasts","midnightblue","Leukocytes"
"Mmp14",0.411151306345097,0.00330225679976585,-0.00086633977272141,-0.0268660989348071,"Fibroblasts","midnightblue","Leukocytes"
"Mmp16",0.404737295434971,0.00322948519494649,-0.000939111377540775,-0.0317170298731348,"Fibroblasts","midnightblue","Leukocytes"
"Mmp2",0.40198679299454,0.00320676011575148,-0.000961836456735787,-0.0310098952553156,"Fibroblasts","midnightblue","Leukocytes"
"Mpdz",0.413620442147574,0.00335870850284172,-0.00080988806964554,-0.028365682585283,"Fibroblasts","midnightblue","Leukocytes"
"Msn",0.413198392190641,0.00348008774009156,-0.000688508832395699,-0.0283303335929785,"Fibroblasts","midnightblue","Leukocytes"
"Nampt",0.409672695951763,0.00333354430515538,-0.000835052267331884,-0.024125664089696,"Fibroblasts","midnightblue","Leukocytes"
"Ncam1",0.397088716623601,0.00318321899655141,-0.000985377575935856,-0.0331168369531807,"Fibroblasts","midnightblue","Leukocytes"
"Neo1",0.397806488659212,0.00336873302453481,-0.000799863547952451,-0.0278025618805874,"Fibroblasts","midnightblue","Leukocytes"
"Nid1",0.439247774906672,0.00355011075956518,-0.000618485812922081,-0.0271893695646768,"Fibroblasts","midnightblue","Leukocytes"
"Nrp1",0.401877691645127,0.00322237590318062,-0.000946220669306639,-0.0267787793459934,"Fibroblasts","midnightblue","Leukocytes"
"Nrxn2",0.381553258685048,0.00307724925941143,-0.00109134731307583,-0.0293461999351793,"Fibroblasts","midnightblue","Leukocytes"
"Nucb2",0.35966695377548,0.00312877234707548,-0.00103982422541178,-0.0354671303934192,"Fibroblasts","midnightblue","Leukocytes"
"Pam",0.363060579959804,0.00298791827927245,-0.00118067829321481,-0.0353704348443064,"Fibroblasts","midnightblue","Leukocytes"
"Pdgfa",0.397203560149293,0.00379961235553681,-0.000368984216950448,-0.0110677223543127,"Fibroblasts","midnightblue","Leukocytes"
"Pecam1",0.398004593741041,0.0032020811273492,-0.000966515445138058,-0.028984737481667,"Fibroblasts","midnightblue","Leukocytes"
"Penk",0.438544358311794,0.00344354607219034,-0.000725050500296921,-0.0219106914590055,"Fibroblasts","midnightblue","Leukocytes"
"Pf4",0.419621016365203,0.009592028928996,0.00542343235650874,0.0138119177666265,"Fibroblasts","midnightblue","Leukocytes"
"Pgf",0.421851851851842,0.00336948833171746,-0.000799108240769804,-0.0199368965661796,"Fibroblasts","midnightblue","Leukocytes"
"Pi16",0.37274763135228,0.00304791727496705,-0.00112067929752021,-0.0345935695283226,"Fibroblasts","midnightblue","Leukocytes"
