"sender","receiver","ligand","receptor","contrasts_active","n_contrasts","max_aupr_corrected","aupr_sender_ct"
"Leukocytes","Leukocytes","Adam15","Itga9","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Leukocytes","Leukocytes","Adam15","Itga5","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"EndothelialCells","Fibroblasts","Adam15","Itgb3","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Fibroblasts","Fibroblasts","Adam15","Itga9","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Leukocytes","EndothelialCells","Adam15","Itgb1","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Leukocytes","Leukocytes","Adam15","Itgb3","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Fibroblasts","Leukocytes","Adam15","Itga9","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Fibroblasts","Leukocytes","Adam15","Itga5","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"EndothelialCells","EndothelialCells","Adam15","Itga9","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Leukocytes","EndothelialCells","Adam15","Itga5","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Leukocytes","Fibroblasts","Adam15","Itgb3","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Fibroblasts","EndothelialCells","Adam15","Itgb1","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"EndothelialCells","Leukocytes","Adam15","Itgb1","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Fibroblasts","Leukocytes","Adam15","Itgb3","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"EndothelialCells","Fibroblasts","Adam15","Itgb1","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Fibroblasts","EndothelialCells","Adam15","Itga5","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Leukocytes","EndothelialCells","Adam15","Itga9","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Fibroblasts","Fibroblasts","Adam15","Itgb3","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Leukocytes","Leukocytes","Adam15","Itgb1","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Leukocytes","Fibroblasts","Adam15","Itgb1","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Fibroblasts","EndothelialCells","Adam15","Itga9","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Myocytes","Fibroblasts","Adam15","Itga5","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"EndothelialCells","Myocytes","Adam15","Itgb1","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Fibroblasts","Leukocytes","Adam15","Itgb1","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Fibroblasts","Fibroblasts","Adam15","Itgb1","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Myocytes","Fibroblasts","Adam15","Itga9","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Myocytes","Fibroblasts","Adam15","Itgb3","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Myocytes","Leukocytes","Adam15","Itga9","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Myocytes","Leukocytes","Adam15","Itga5","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Leukocytes","Myocytes","Adam15","Itgb1","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"EndothelialCells","Myocytes","Adam15","Itga5","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Myocytes","EndothelialCells","Adam15","Itgb1","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Fibroblasts","Myocytes","Adam15","Itgb1","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Myocytes","EndothelialCells","Adam15","Itga5","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Leukocytes","Myocytes","Adam15","Itga5","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Myocytes","EndothelialCells","Adam15","Itga9","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Fibroblasts","Myocytes","Adam15","Itga5","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Myocytes","Leukocytes","Adam15","Itgb1","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Myocytes","Fibroblasts","Adam15","Itgb1","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Myocytes","Myocytes","Adam15","Itga5","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Myocytes","Myocytes","Adam15","Itgb1","age30m-age3m",1,-0.00121524824994401,"Fibroblasts"
"Fibroblasts","Fibroblasts","Col4a3","Itgav","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","EndothelialCells","Col4a3","Cd93","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","Leukocytes","Col4a3","Cd47","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","Leukocytes","Col4a3","Itgav","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","EndothelialCells","Col4a3","Itga1","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","Leukocytes","Col4a3","Cd93","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","EndothelialCells","Col4a3","Itgb1","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","Leukocytes","Col4a3","Itgb3","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","Fibroblasts","Col4a3","Itga11","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","EndothelialCells","Col4a3","Cd47","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","EndothelialCells","Col4a3","Itgav","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","Fibroblasts","Col4a3","Cd47","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","Leukocytes","Col4a3","Itgb3","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","Fibroblasts","Col4a3","Itga1","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","Fibroblasts","Col4a3","Itgb3","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","Leukocytes","Col4a3","Itgb3","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","Fibroblasts","Col4a3","Itgav","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","EndothelialCells","Col4a3","Cd93","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","Fibroblasts","Col4a3","Itgav","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","EndothelialCells","Col4a3","Cd93","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","Fibroblasts","Col4a3","Itgb8","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","Fibroblasts","Col4a3","Cd93","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","Leukocytes","Col4a3","Cd47","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","Leukocytes","Col4a3","Itgav","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","Leukocytes","Col4a3","Itgb1","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","EndothelialCells","Col4a3","Itga1","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","Leukocytes","Col4a3","Cd47","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","Myocytes","Col4a3","Cd93","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","Leukocytes","Col4a3","Itgav","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","EndothelialCells","Col4a3","Itga1","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","Leukocytes","Col4a3","Cd93","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","Fibroblasts","Col4a3","Itgb8","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","EndothelialCells","Col4a3","Itgb1","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","Fibroblasts","Col4a3","Itgb1","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","Leukocytes","Col4a3","Cd93","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","Fibroblasts","Col4a3","Itgb8","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","Fibroblasts","Col4a3","Itga11","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","EndothelialCells","Col4a3","Itgb1","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","EndothelialCells","Col4a3","Cd47","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","Fibroblasts","Col4a3","Itga11","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","EndothelialCells","Col4a3","Itgav","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","EndothelialCells","Col4a3","Cd47","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","Fibroblasts","Col4a3","Cd47","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","EndothelialCells","Col4a3","Itgav","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","Myocytes","Col4a3","Cd47","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","Fibroblasts","Col4a3","Itga1","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","Fibroblasts","Col4a3","Cd47","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","Fibroblasts","Col4a3","Itga1","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","Fibroblasts","Col4a3","Cd93","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Fibroblasts","Myocytes","Col4a3","Itgb1","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","Fibroblasts","Col4a3","Cd93","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","Leukocytes","Col4a3","Itgb1","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","Myocytes","Col4a3","Cd93","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","Leukocytes","Col4a3","Itgb1","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","Myocytes","Col4a3","Cd93","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","Fibroblasts","Col4a3","Itgb1","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","Fibroblasts","Col4a3","Itgb1","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","Myocytes","Col4a3","Cd47","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","Myocytes","Col4a3","Cd47","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","Myocytes","Col4a3","Itgb1","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"Leukocytes","Myocytes","Col4a3","Itgb1","age30m-age3m",1,-0.0012167774853234,"Fibroblasts"
"EndothelialCells","Fibroblasts","Lrpap1","Lrp1","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Leukocytes","Fibroblasts","Lrpap1","Lrp1","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"EndothelialCells","Leukocytes","Lrpap1","Sirpa","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"EndothelialCells","Leukocytes","Lrpap1","Lrp1","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"EndothelialCells","Myocytes","Lrpap1","Cd320","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Leukocytes","Leukocytes","Lrpap1","Sirpa","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Leukocytes","Leukocytes","Lrpap1","Lrp1","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Leukocytes","Myocytes","Lrpap1","Cd320","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Fibroblasts","Fibroblasts","Lrpap1","Lrp1","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Fibroblasts","Leukocytes","Lrpap1","Sirpa","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Fibroblasts","Leukocytes","Lrpap1","Lrp1","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"EndothelialCells","Fibroblasts","Lrpap1","Cd320","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"EndothelialCells","Fibroblasts","Lrpap1","Sirpa","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"EndothelialCells","EndothelialCells","Lrpap1","Cd320","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Fibroblasts","Myocytes","Lrpap1","Cd320","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Leukocytes","Fibroblasts","Lrpap1","Cd320","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Leukocytes","Fibroblasts","Lrpap1","Sirpa","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Leukocytes","EndothelialCells","Lrpap1","Cd320","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Fibroblasts","Fibroblasts","Lrpap1","Cd320","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Fibroblasts","Fibroblasts","Lrpap1","Sirpa","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Fibroblasts","EndothelialCells","Lrpap1","Cd320","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"EndothelialCells","EndothelialCells","Lrpap1","Lrp1","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Leukocytes","EndothelialCells","Lrpap1","Lrp1","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"EndothelialCells","Myocytes","Lrpap1","Lrp1","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Leukocytes","Myocytes","Lrpap1","Lrp1","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Fibroblasts","EndothelialCells","Lrpap1","Lrp1","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Myocytes","Fibroblasts","Lrpap1","Lrp1","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Fibroblasts","Myocytes","Lrpap1","Lrp1","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Myocytes","Leukocytes","Lrpap1","Sirpa","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Myocytes","Leukocytes","Lrpap1","Lrp1","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Myocytes","Myocytes","Lrpap1","Cd320","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Myocytes","Fibroblasts","Lrpap1","Cd320","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Myocytes","Fibroblasts","Lrpap1","Sirpa","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Myocytes","EndothelialCells","Lrpap1","Cd320","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"Myocytes","Myocytes","Lrpap1","Lrp1","age30m-age3m",1,-0.0012178327777825,"Fibroblasts"
"EndothelialCells","Fibroblasts","Mmp15","Ddr1","age30m-age3m",1,-0.00122072041780554,"EndothelialCells"
"Myocytes","Fibroblasts","Mmp15","Ddr1","age30m-age3m",1,-0.00122072041780554,"EndothelialCells"
"Leukocytes","Fibroblasts","Mmp15","Ddr1","age30m-age3m",1,-0.00122072041780554,"EndothelialCells"
