"sender","receiver","ligand","receptor","contrasts_active","n_contrasts","max_aupr_corrected","aupr_sender_ct"
"Myocytes","EndothelialCells","S100a8","Cd36","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"EndothelialCells","EndothelialCells","S100a8","Cd36","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Myocytes","Fibroblasts","S100a8","Tlr4","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Myocytes","EndothelialCells","S100a8","Tlr4","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Leukocytes","Leukocytes","S100a8","Itgb2","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Leukocytes","Leukocytes","S100a8","Cd36","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Myocytes","Leukocytes","S100a8","Tlr4","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"EndothelialCells","Fibroblasts","S100a8","Tlr4","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Myocytes","Leukocytes","S100a8","Cd68","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"EndothelialCells","EndothelialCells","S100a8","Tlr4","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"EndothelialCells","Leukocytes","S100a8","Tlr4","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"EndothelialCells","Leukocytes","S100a8","Cd68","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Leukocytes","Fibroblasts","S100a8","Cd36","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Fibroblasts","EndothelialCells","S100a8","Cd36","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Myocytes","Leukocytes","S100a8","Itgb2","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Leukocytes","Myocytes","S100a8","Cd36","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Myocytes","Leukocytes","S100a8","Cd36","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Fibroblasts","Fibroblasts","S100a8","Tlr4","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Fibroblasts","EndothelialCells","S100a8","Tlr4","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"EndothelialCells","Leukocytes","S100a8","Itgb2","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Fibroblasts","Leukocytes","S100a8","Tlr4","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"EndothelialCells","Leukocytes","S100a8","Cd36","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Fibroblasts","Leukocytes","S100a8","Cd68","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Myocytes","Fibroblasts","S100a8","Cd36","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Myocytes","Myocytes","S100a8","Cd36","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"EndothelialCells","Fibroblasts","S100a8","Cd36","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Leukocytes","EndothelialCells","S100a8","Itgb2","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Fibroblasts","Leukocytes","S100a8","Itgb2","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"EndothelialCells","Myocytes","S100a8","Cd36","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Fibroblasts","Leukocytes","S100a8","Cd36","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Leukocytes","Fibroblasts","S100a8","Cd68","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Fibroblasts","Fibroblasts","S100a8","Cd36","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Myocytes","EndothelialCells","S100a8","Itgb2","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Fibroblasts","Myocytes","S100a8","Cd36","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"EndothelialCells","EndothelialCells","S100a8","Itgb2","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Myocytes","Fibroblasts","S100a8","Cd68","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"EndothelialCells","Fibroblasts","S100a8","Cd68","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Fibroblasts","EndothelialCells","S100a8","Itgb2","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Fibroblasts","Fibroblasts","S100a8","Cd68","age30m-age3m",1,-0.000769832295766254,"Fibroblasts"
"Leukocytes","EndothelialCells","Sema4a","Plxna4","age30m-age3m",1,-0.000778491125463424,"Leukocytes"
"Leukocytes","Leukocytes","Sema4a","Plxna4","age30m-age3m",1,-0.000778491125463424,"Leukocytes"
"Leukocytes","Fibroblasts","Sema4a","Plxna1","age30m-age3m",1,-0.000778491125463424,"Leukocytes"
"Leukocytes","EndothelialCells","Sema4a","Nrp1","age30m-age3m",1,-0.000778491125463424,"Leukocytes"
"Leukocytes","EndothelialCells","Sema4a","Plxnd1","age30m-age3m",1,-0.000778491125463424,"Leukocytes"
"Leukocytes","EndothelialCells","Sema4a","Plxna2","age30m-age3m",1,-0.000778491125463424,"Leukocytes"
"Leukocytes","Leukocytes","Sema4a","Plxnb2","age30m-age3m",1,-0.000778491125463424,"Leukocytes"
"Leukocytes","Leukocytes","Sema4a","Plxnd1","age30m-age3m",1,-0.000778491125463424,"Leukocytes"
"Leukocytes","EndothelialCells","Sema4a","Plxna1","age30m-age3m",1,-0.000778491125463424,"Leukocytes"
"Leukocytes","Leukocytes","Sema4a","Plxna1","age30m-age3m",1,-0.000778491125463424,"Leukocytes"
"Leukocytes","Leukocytes","Sema4a","Nrp1","age30m-age3m",1,-0.000778491125463424,"Leukocytes"
"Leukocytes","Fibroblasts","Sema4a","Plxnd1","age30m-age3m",1,-0.000778491125463424,"Leukocytes"
"Leukocytes","Fibroblasts","Sema4a","Plxna2","age30m-age3m",1,-0.000778491125463424,"Leukocytes"
"Leukocytes","Fibroblasts","Sema4a","Plxnb2","age30m-age3m",1,-0.000778491125463424,"Leukocytes"
"Leukocytes","Fibroblasts","Sema4a","Nrp1","age30m-age3m",1,-0.000778491125463424,"Leukocytes"
"Leukocytes","Fibroblasts","Sema4a","Plxna3","age30m-age3m",1,-0.000778491125463424,"Leukocytes"
"Leukocytes","Myocytes","Sema4a","Nrp1","age30m-age3m",1,-0.000778491125463424,"Leukocytes"
"Leukocytes","EndothelialCells","Apoc2","Lpl","age30m-age3m",1,-0.00079478881601854,"Leukocytes"
"Leukocytes","Fibroblasts","Apoc2","Lrp1","age30m-age3m",1,-0.00079478881601854,"Leukocytes"
"Leukocytes","Fibroblasts","Apoc2","Ldlr","age30m-age3m",1,-0.00079478881601854,"Leukocytes"
"Leukocytes","Leukocytes","Apoc2","Ldlr","age30m-age3m",1,-0.00079478881601854,"Leukocytes"
"Leukocytes","Leukocytes","Apoc2","Lrp1","age30m-age3m",1,-0.00079478881601854,"Leukocytes"
"Leukocytes","Fibroblasts","Apoc2","Lpl","age30m-age3m",1,-0.00079478881601854,"Leukocytes"
"Leukocytes","Myocytes","Apoc2","Lpl","age30m-age3m",1,-0.00079478881601854,"Leukocytes"
"Leukocytes","Leukocytes","Apoc2","Lpl","age30m-age3m",1,-0.00079478881601854,"Leukocytes"
"Leukocytes","EndothelialCells","Apoc2","Lrp1","age30m-age3m",1,-0.00079478881601854,"Leukocytes"
"Leukocytes","Myocytes","Apoc2","Lrp1","age30m-age3m",1,-0.00079478881601854,"Leukocytes"
"Fibroblasts","Fibroblasts","Mmp16","Mmp2","age30m-age3m",1,-0.000797452384130941,"Fibroblasts"
"Fibroblasts","Fibroblasts","Mmp16","Ddr1","age30m-age3m",1,-0.000797452384130941,"Fibroblasts"
"Fibroblasts","EndothelialCells","Mmp16","Mmp2","age30m-age3m",1,-0.000797452384130941,"Fibroblasts"
"Fibroblasts","Leukocytes","Mmp16","Mmp2","age30m-age3m",1,-0.000797452384130941,"Fibroblasts"
"Fibroblasts","Myocytes","Mmp16","Mmp2","age30m-age3m",1,-0.000797452384130941,"Fibroblasts"
"Fibroblasts","Myocytes","Mmp16","Ddr1","age30m-age3m",1,-0.000797452384130941,"Fibroblasts"
"Fibroblasts","Fibroblasts","Neo1","Rgmb","age30m-age3m",1,-0.000803448810595954,"Fibroblasts"
"Fibroblasts","EndothelialCells","Neo1","Rgmb","age30m-age3m",1,-0.000803448810595954,"Fibroblasts"
"EndothelialCells","Fibroblasts","Neo1","Rgmb","age30m-age3m",1,-0.000803448810595954,"Fibroblasts"
"EndothelialCells","EndothelialCells","Neo1","Rgmb","age30m-age3m",1,-0.000803448810595954,"Fibroblasts"
"Fibroblasts","Myocytes","Neo1","Rgmb","age30m-age3m",1,-0.000803448810595954,"Fibroblasts"
"Fibroblasts","Leukocytes","Neo1","Rgmb","age30m-age3m",1,-0.000803448810595954,"Fibroblasts"
"EndothelialCells","Leukocytes","Neo1","Rgmb","age30m-age3m",1,-0.000803448810595954,"Fibroblasts"
"Leukocytes","EndothelialCells","Siglec1","Cd47","age30m-age3m",1,-0.000812803285709044,"Leukocytes"
"Leukocytes","Leukocytes","Siglec1","Cd47","age30m-age3m",1,-0.000812803285709044,"Leukocytes"
"Leukocytes","Leukocytes","Siglec1","Spn","age30m-age3m",1,-0.000812803285709044,"Leukocytes"
"Leukocytes","Fibroblasts","Siglec1","Cd47","age30m-age3m",1,-0.000812803285709044,"Leukocytes"
"Leukocytes","Leukocytes","Siglec1","Ptprc","age30m-age3m",1,-0.000812803285709044,"Leukocytes"
"Leukocytes","Myocytes","Siglec1","Cd47","age30m-age3m",1,-0.000812803285709044,"Leukocytes"
"Leukocytes","Fibroblasts","Siglec1","Ptprc","age30m-age3m",1,-0.000812803285709044,"Leukocytes"
"Leukocytes","Fibroblasts","Cd44","Has2","age30m-age3m",1,-0.000816304957020604,"Fibroblasts"
"Fibroblasts","Fibroblasts","Cd44","Has2","age30m-age3m",1,-0.000816304957020604,"Fibroblasts"
"Leukocytes","EndothelialCells","Cd44","Acvr2b","age30m-age3m",1,-0.000816304957020604,"Fibroblasts"
"Leukocytes","Fibroblasts","Cd44","Acvr2b","age30m-age3m",1,-0.000816304957020604,"Fibroblasts"
"Fibroblasts","EndothelialCells","Cd44","Acvr2b","age30m-age3m",1,-0.000816304957020604,"Fibroblasts"
"Fibroblasts","Fibroblasts","Cd44","Acvr2b","age30m-age3m",1,-0.000816304957020604,"Fibroblasts"
"Myocytes","Fibroblasts","Cd44","Has2","age30m-age3m",1,-0.000816304957020604,"Fibroblasts"
"Myocytes","EndothelialCells","Cd44","Acvr2b","age30m-age3m",1,-0.000816304957020604,"Fibroblasts"
"EndothelialCells","Fibroblasts","Cd44","Has2","age30m-age3m",1,-0.000816304957020604,"Fibroblasts"
"EndothelialCells","Fibroblasts","Cd44","Acvr2b","age30m-age3m",1,-0.000816304957020604,"Fibroblasts"
"Leukocytes","EndothelialCells","Sema6b","Plxna4","age30m-age3m",1,-0.000818280662612175,"EndothelialCells"
"Leukocytes","Leukocytes","Sema6b","Plxna4","age30m-age3m",1,-0.000818280662612175,"EndothelialCells"
"EndothelialCells","EndothelialCells","Sema6b","Plxna4","age30m-age3m",1,-0.000818280662612175,"EndothelialCells"
"Leukocytes","EndothelialCells","Sema6b","Plxna2","age30m-age3m",1,-0.000818280662612175,"EndothelialCells"
"EndothelialCells","Leukocytes","Sema6b","Plxna4","age30m-age3m",1,-0.000818280662612175,"EndothelialCells"
"EndothelialCells","EndothelialCells","Sema6b","Plxna2","age30m-age3m",1,-0.000818280662612175,"EndothelialCells"
"Leukocytes","Fibroblasts","Sema6b","Plxna2","age30m-age3m",1,-0.000818280662612175,"EndothelialCells"
"EndothelialCells","Fibroblasts","Sema6b","Plxna2","age30m-age3m",1,-0.000818280662612175,"EndothelialCells"
"Fibroblasts","EndothelialCells","Vegfb","Kdr","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Fibroblasts","EndothelialCells","Vegfb","Nrp1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Fibroblasts","EndothelialCells","Vegfb","Flt1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Fibroblasts","Fibroblasts","Vegfb","Ret","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Leukocytes","EndothelialCells","Vegfb","Kdr","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Myocytes","EndothelialCells","Vegfb","Kdr","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Leukocytes","EndothelialCells","Vegfb","Nrp1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Fibroblasts","Leukocytes","Vegfb","Kdr","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Leukocytes","EndothelialCells","Vegfb","Flt1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Myocytes","EndothelialCells","Vegfb","Nrp1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Myocytes","EndothelialCells","Vegfb","Flt1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Fibroblasts","Leukocytes","Vegfb","Nrp1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Leukocytes","Fibroblasts","Vegfb","Ret","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Myocytes","Fibroblasts","Vegfb","Ret","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Fibroblasts","Fibroblasts","Vegfb","Kdr","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Leukocytes","Leukocytes","Vegfb","Kdr","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Myocytes","Leukocytes","Vegfb","Kdr","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Leukocytes","Leukocytes","Vegfb","Nrp1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Myocytes","Leukocytes","Vegfb","Nrp1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Fibroblasts","Fibroblasts","Vegfb","Flt1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Fibroblasts","Fibroblasts","Vegfb","Nrp1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Leukocytes","Fibroblasts","Vegfb","Kdr","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Myocytes","Fibroblasts","Vegfb","Kdr","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Leukocytes","Fibroblasts","Vegfb","Flt1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Myocytes","Fibroblasts","Vegfb","Flt1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Leukocytes","Fibroblasts","Vegfb","Nrp1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Myocytes","Fibroblasts","Vegfb","Nrp1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Fibroblasts","Myocytes","Vegfb","Flt1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Leukocytes","Myocytes","Vegfb","Flt1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Myocytes","Myocytes","Vegfb","Flt1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"EndothelialCells","EndothelialCells","Vegfb","Kdr","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"EndothelialCells","EndothelialCells","Vegfb","Nrp1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Fibroblasts","Myocytes","Vegfb","Nrp1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"EndothelialCells","EndothelialCells","Vegfb","Flt1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"EndothelialCells","Fibroblasts","Vegfb","Ret","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Leukocytes","Myocytes","Vegfb","Nrp1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"EndothelialCells","Leukocytes","Vegfb","Kdr","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Myocytes","Myocytes","Vegfb","Nrp1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"EndothelialCells","Leukocytes","Vegfb","Nrp1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"EndothelialCells","Fibroblasts","Vegfb","Kdr","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"EndothelialCells","Fibroblasts","Vegfb","Flt1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"EndothelialCells","Fibroblasts","Vegfb","Nrp1","age30m-age3m",1,-0.000818908098877987,"Fibroblasts"
"Fibroblasts","Leukocytes","Pi16","Tnfrsf21","age30m-age3m",1,-0.000823058478261386,"Fibroblasts"
"Leukocytes","Leukocytes","Pi16","Tnfrsf21","age30m-age3m",1,-0.000823058478261386,"Fibroblasts"
"EndothelialCells","Leukocytes","Pi16","Tnfrsf21","age30m-age3m",1,-0.000823058478261386,"Fibroblasts"
"Fibroblasts","EndothelialCells","Pi16","Tnfrsf21","age30m-age3m",1,-0.000823058478261386,"Fibroblasts"
"Leukocytes","EndothelialCells","Pi16","Tnfrsf21","age30m-age3m",1,-0.000823058478261386,"Fibroblasts"
"EndothelialCells","EndothelialCells","Pi16","Tnfrsf21","age30m-age3m",1,-0.000823058478261386,"Fibroblasts"
"Myocytes","Leukocytes","Pi16","Tnfrsf21","age30m-age3m",1,-0.000823058478261386,"Fibroblasts"
"Fibroblasts","Fibroblasts","Pi16","Tnfrsf21","age30m-age3m",1,-0.000823058478261386,"Fibroblasts"
"Leukocytes","Fibroblasts","Pi16","Tnfrsf21","age30m-age3m",1,-0.000823058478261386,"Fibroblasts"
"EndothelialCells","Fibroblasts","Pi16","Tnfrsf21","age30m-age3m",1,-0.000823058478261386,"Fibroblasts"
"Myocytes","EndothelialCells","Pi16","Tnfrsf21","age30m-age3m",1,-0.000823058478261386,"Fibroblasts"
"EndothelialCells","Fibroblasts","Vsig10","Il6st","age30m-age3m",1,-0.000823251443406779,"Fibroblasts"
"EndothelialCells","EndothelialCells","Vsig10","Il6st","age30m-age3m",1,-0.000823251443406779,"Fibroblasts"
"Fibroblasts","Fibroblasts","Vsig10","Il6st","age30m-age3m",1,-0.000823251443406779,"Fibroblasts"
"Fibroblasts","EndothelialCells","Vsig10","Il6st","age30m-age3m",1,-0.000823251443406779,"Fibroblasts"
"EndothelialCells","Leukocytes","Vsig10","Il6st","age30m-age3m",1,-0.000823251443406779,"Fibroblasts"
"Fibroblasts","Leukocytes","Vsig10","Il6st","age30m-age3m",1,-0.000823251443406779,"Fibroblasts"
"Leukocytes","Fibroblasts","Vsig10","Il6st","age30m-age3m",1,-0.000823251443406779,"Fibroblasts"
"Leukocytes","EndothelialCells","Vsig10","Il6st","age30m-age3m",1,-0.000823251443406779,"Fibroblasts"
"Leukocytes","Leukocytes","Vsig10","Il6st","age30m-age3m",1,-0.000823251443406779,"Fibroblasts"
"EndothelialCells","Myocytes","Vsig10","Il6st","age30m-age3m",1,-0.000823251443406779,"Fibroblasts"
"Fibroblasts","Myocytes","Vsig10","Il6st","age30m-age3m",1,-0.000823251443406779,"Fibroblasts"
"EndothelialCells","Leukocytes","Jag2","Notch1","age30m-age3m",1,-0.000825911917875555,"EndothelialCells"
"EndothelialCells","EndothelialCells","Jag2","Notch4","age30m-age3m",1,-0.000825911917875555,"EndothelialCells"
"EndothelialCells","EndothelialCells","Jag2","Notch1","age30m-age3m",1,-0.000825911917875555,"EndothelialCells"
"EndothelialCells","Leukocytes","Jag2","Notch2","age30m-age3m",1,-0.000825911917875555,"EndothelialCells"
"EndothelialCells","Fibroblasts","Jag2","Notch2","age30m-age3m",1,-0.000825911917875555,"EndothelialCells"
"EndothelialCells","Fibroblasts","Jag2","Notch1","age30m-age3m",1,-0.000825911917875555,"EndothelialCells"
"EndothelialCells","Fibroblasts","Jag2","Notch3","age30m-age3m",1,-0.000825911917875555,"EndothelialCells"
"EndothelialCells","Leukocytes","Jag2","Notch4","age30m-age3m",1,-0.000825911917875555,"EndothelialCells"
"EndothelialCells","Fibroblasts","Jag2","Notch4","age30m-age3m",1,-0.000825911917875555,"EndothelialCells"
"Leukocytes","Leukocytes","Jag2","Notch1","age30m-age3m",1,-0.000825911917875555,"EndothelialCells"
"Leukocytes","EndothelialCells","Jag2","Notch4","age30m-age3m",1,-0.000825911917875555,"EndothelialCells"
"Leukocytes","EndothelialCells","Jag2","Notch1","age30m-age3m",1,-0.000825911917875555,"EndothelialCells"
"Leukocytes","Fibroblasts","Jag2","Notch3","age30m-age3m",1,-0.000825911917875555,"EndothelialCells"
"Leukocytes","Leukocytes","Jag2","Notch4","age30m-age3m",1,-0.000825911917875555,"EndothelialCells"
"Leukocytes","Leukocytes","Jag2","Notch2","age30m-age3m",1,-0.000825911917875555,"EndothelialCells"
"Leukocytes","Fibroblasts","Jag2","Notch2","age30m-age3m",1,-0.000825911917875555,"EndothelialCells"
"Leukocytes","Fibroblasts","Jag2","Notch1","age30m-age3m",1,-0.000825911917875555,"EndothelialCells"
"Leukocytes","Leukocytes","Anxa1","Fpr2","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"Leukocytes","EndothelialCells","Anxa1","Dysf","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"Fibroblasts","Leukocytes","Anxa1","Fpr2","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"Fibroblasts","EndothelialCells","Anxa1","Dysf","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"Leukocytes","Fibroblasts","Anxa1","Egfr","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"Fibroblasts","Fibroblasts","Anxa1","Egfr","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"EndothelialCells","Leukocytes","Anxa1","Fpr2","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"EndothelialCells","EndothelialCells","Anxa1","Dysf","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"Leukocytes","Leukocytes","Anxa1","Fpr1","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"Fibroblasts","Leukocytes","Anxa1","Fpr1","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"EndothelialCells","Fibroblasts","Anxa1","Egfr","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"Leukocytes","Leukocytes","Anxa1","Dysf","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"Fibroblasts","Leukocytes","Anxa1","Dysf","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"EndothelialCells","Leukocytes","Anxa1","Fpr1","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"Leukocytes","Leukocytes","Anxa1","Egfr","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"EndothelialCells","Leukocytes","Anxa1","Dysf","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"Fibroblasts","Leukocytes","Anxa1","Egfr","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"Leukocytes","Myocytes","Anxa1","Dysf","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"Fibroblasts","Myocytes","Anxa1","Dysf","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"EndothelialCells","Leukocytes","Anxa1","Egfr","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"EndothelialCells","Myocytes","Anxa1","Dysf","age30m-age3m",1,-0.000827412561590222,"Fibroblasts"
"Fibroblasts","Fibroblasts","Serping1","Lrp1","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Fibroblasts","Fibroblasts","Serping1","C1ra","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Fibroblasts","Leukocytes","Serping1","Lrp1","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Fibroblasts","Leukocytes","Serping1","C1ra","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Leukocytes","Fibroblasts","Serping1","Lrp1","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Leukocytes","Fibroblasts","Serping1","C1ra","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Myocytes","Fibroblasts","Serping1","Lrp1","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Myocytes","Fibroblasts","Serping1","C1ra","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Fibroblasts","Fibroblasts","Serping1","C1rb","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Leukocytes","Leukocytes","Serping1","Lrp1","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"EndothelialCells","Fibroblasts","Serping1","Lrp1","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Myocytes","Leukocytes","Serping1","Lrp1","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"EndothelialCells","Fibroblasts","Serping1","C1ra","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Leukocytes","Leukocytes","Serping1","C1ra","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Myocytes","Leukocytes","Serping1","C1ra","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"EndothelialCells","Leukocytes","Serping1","Lrp1","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"EndothelialCells","Leukocytes","Serping1","C1ra","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Fibroblasts","EndothelialCells","Serping1","Lrp1","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Leukocytes","Fibroblasts","Serping1","C1rb","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Fibroblasts","Myocytes","Serping1","Lrp1","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Myocytes","Fibroblasts","Serping1","C1rb","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"EndothelialCells","Fibroblasts","Serping1","C1rb","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Leukocytes","EndothelialCells","Serping1","Lrp1","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Myocytes","EndothelialCells","Serping1","Lrp1","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"EndothelialCells","EndothelialCells","Serping1","Lrp1","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Leukocytes","Myocytes","Serping1","Lrp1","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Myocytes","Myocytes","Serping1","Lrp1","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"EndothelialCells","Myocytes","Serping1","Lrp1","age30m-age3m",1,-0.000827532181162547,"Fibroblasts"
"Fibroblasts","Fibroblasts","Ngf","Ntrk1","age30m-age3m",1,-0.000830709235927417,"Fibroblasts"
"Fibroblasts","Leukocytes","Ngf","Sort1","age30m-age3m",1,-0.000830709235927417,"Fibroblasts"
"Fibroblasts","Myocytes","Ngf","Sort1","age30m-age3m",1,-0.000830709235927417,"Fibroblasts"
"EndothelialCells","EndothelialCells","Jam3","Jam3","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"EndothelialCells","EndothelialCells","Jam3","Jam2","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Fibroblasts","EndothelialCells","Jam3","Jam3","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Fibroblasts","EndothelialCells","Jam3","Jam2","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"EndothelialCells","Fibroblasts","Jam3","Jam3","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"EndothelialCells","Leukocytes","Jam3","Itgam","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"EndothelialCells","EndothelialCells","Jam3","F11r","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
"Fibroblasts","Fibroblasts","Jam3","Jam3","age30m-age3m",1,-0.000836866621373555,"Fibroblasts"
