"celltype","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","module","database","n_overlap_genes","overlap_hit_genes","go_source","hub_hit_genes"
"Fibroblasts","GO:0019730","antimicrobial humoral response","7/226","80/13010",0.0875,5.03705752212389,4.81563391065318,0.00047123773759813,0.0262389430386234,0.0238694236141528,"Ccl19/Ccl24/Colec11/Fau/Pf4/Rarres2/Rpl39",7,"brown","GO_BP",2,"Ccl19/Pf4","GO_BP (subset con hub genes)","Ccl19"
"Fibroblasts","GO:0150063","visual system development","16/226","355/13010",0.0450704225352113,2.59454069550044,4.05006044519009,0.000479130765977519,0.0262389430386234,0.0238694236141528,"Aqp1/Bak1/Cfh/Inhbb/Kdr/Mfap2/Mfap5/Nes/Pbx2/Pdgfra/Pfdn5/Rpgrip1/Rpl24/Tgfb1/Twsg1/Zeb1",16,"brown","GO_BP",5,"Cfh/Inhbb/Kdr/Pdgfra/Tgfb1","GO_BP (subset con hub genes)","Cfh"
"EndocardialCells","GO:0007411","axon guidance","13/309","198/13010",0.0656565656565657,2.76437514301592,3.90209015621493,0.000902379346621617,0.0294085429063985,0.0267104286599999,"Ablim1/Agrn/Ece1/Lamb1/Lamb2/Lamc1/Nrp1/Ntn1/Rpl24/Ryk/Sema4c/Sema6d/Vegfa",13,"brown","GO_BP",4,"Ece1/Lamc1/Nrp1/Vegfa","GO_BP (subset con hub genes)","Ece1"
"Fibroblasts","GO:0048880","sensory system development","16/226","361/13010",0.0443213296398892,2.55141813546442,3.97463418930638,0.000574811272677128,0.0298505440224743,0.0271548773644022,"Aqp1/Bak1/Cfh/Inhbb/Kdr/Mfap2/Mfap5/Nes/Pbx2/Pdgfra/Pfdn5/Rpgrip1/Rpl24/Tgfb1/Twsg1/Zeb1",16,"brown","GO_BP",5,"Cfh/Inhbb/Kdr/Pdgfra/Tgfb1","GO_BP (subset con hub genes)","Cfh"
"EndocardialCells","GO:0035904","aorta development","7/309","66/13010",0.106060606060606,4.46552907717956,4.4024000150145,0.000934325129235736,0.0301481742195967,0.0273822018073047,"Ap2b1/Bmpr1a/Efemp2/Eng/Ephb4/Pkd2/Plxnd1",7,"brown","GO_BP",3,"Bmpr1a/Eng/Ephb4","GO_BP (subset con hub genes)","Eng"
"EndocardialCells","GO:0097485","neuron projection guidance","13/309","199/13010",0.0653266331658292,2.75048381063896,3.88128344363581,0.000945315248919941,0.0302037489826479,0.0274326778117944,"Ablim1/Agrn/Ece1/Lamb1/Lamb2/Lamc1/Nrp1/Ntn1/Rpl24/Ryk/Sema4c/Sema6d/Vegfa",13,"brown","GO_BP",4,"Ece1/Lamc1/Nrp1/Vegfa","GO_BP (subset con hub genes)","Ece1"
"Myocytes","GO:1903522","regulation of blood circulation","20/516","235/13010",0.0851063829787234,2.14580240804882,3.60212902025341,0.00110147446943396,0.0304634070414984,0.0290284858252669,"Adm/Atp1a2/Cav3/Csrp3/Gata4/Gnao1/Mybpc3/Myh6/Myl4/Nkx2-5/Nppa/Pln/Popdc2/Rangrf/Smad7/Tbx5/Tmem65/Tnni3/Tnnt2/Tpm1",20,"brown","GO_BP",1,"Nppa","GO_BP (subset con hub genes)","Nppa"
"EndocardialCells","GO:0060485","mesenchyme development","16/309","277/13010",0.0577617328519856,2.4319745773603,3.75744006008771,0.000969019299782644,0.0306605232814722,0.0278475449257925,"Actc1/Bmpr1a/Dchs1/Ddx5/Eng/Foxc1/Gata4/Hand2/Nrp1/Pkd2/Sema4c/Sema6d/Tbx5/Tiam1/Trip10/Vegfa",16,"brown","GO_BP",4,"Bmpr1a/Eng/Nrp1/Vegfa","GO_BP (subset con hub genes)","Eng"
"SmoothMuscleCells","GO:0045765","regulation of angiogenesis","24/546","260/13010",0.0923076923076923,2.19949281487743,4.08901581682069,0.000250871741895312,0.0322960474786995,0.0301046090274375,"Adm/Angpt2/C3/Cd34/Cldn5/Dcn/Ecscr/Emilin1/Foxo4/Fyn/Gata2/Gata6/Itga5/Mdk/Mtdh/Pf4/Ppp1r16b/Pxn/Ramp2/Rtn4/Smad1/Tcf4/Tek/Tnfrsf12a",24,"brown","GO_BP",8,"Angpt2/C3/Cldn5/Dcn/Itga5/Pf4/Rtn4/Tek","GO_BP (subset con hub genes)","C3/Dcn"
"EndocardialCells","GO:0001570","vasculogenesis","8/309","89/13010",0.0898876404494382,3.78458965128541,4.11140617109026,0.00123242959296729,0.0362846419402568,0.0329556735634122,"Amot/Egfl8/Eng/Gata4/Nrp1/Tie1/Tnni3/Zfpm2",8,"brown","GO_BP",3,"Eng/Nrp1/Tie1","GO_BP (subset con hub genes)","Eng"
"EndocardialCells","GO:0050905","neuromuscular process","12/309","180/13010",0.0666666666666667,2.80690399137001,3.80750287673444,0.00123583775862796,0.0362846419402568,0.0329556735634122,"Cfh/Dbn1/Dlg4/Dmd/Ei24/Kcnj8/Mb/Rem1/Slc1a3/Tcap/Tnnc1/Tnni3",12,"brown","GO_BP",1,"Cfh","GO_BP (subset con hub genes)","Cfh"
"EndocardialCells","GO:0043500","muscle adaptation","10/309","133/13010",0.075187969924812,3.16568119327445,3.91557219917498,0.00126812177849339,0.0365735298770794,0.0332180572065526,"Dmd/Ece1/Gata4/Gsn/Hand2/Myh6/Nppa/Tcap/Tnnc1/Trip10",10,"brown","GO_BP",2,"Ece1/Nppa","GO_BP (subset con hub genes)","Ece1"
"Fibroblasts","GO:0090288","negative regulation of cellular response to growth factor stimulus","7/226","87/13010",0.0804597701149425,4.63177703183806,4.51897488126087,0.000782473739120558,0.0376164737731779,0.0342195013740065,"Chrd/Dcn/Htra3/Mmrn2/Pparg/Sost/Twsg1",7,"brown","GO_BP",1,"Dcn","GO_BP (subset con hub genes)","Dcn"
"Fibroblasts","GO:0006959","humoral immune response","9/226","141/13010",0.0638297872340425,3.67444925626059,4.24535794607623,0.000790430836184469,0.0376164737731779,0.0342195013740065,"Ccl19/Ccl24/Cfh/Colec11/Fau/Pf4/Rarres2/Rpl39/Serping1",9,"brown","GO_BP",4,"Ccl19/Cfh/Pf4/Serping1","GO_BP (subset con hub genes)","Ccl19/Cfh"
"Fibroblasts","GO:0030336","negative regulation of cell migration","13/226","267/13010",0.048689138576779,2.80285704815883,3.95752691024381,0.000799287623334457,0.0376164737731779,0.0342195013740065,"Arap3/Chrd/Csprs/Cx3cr1/Dcn/Dpep1/Egfl7/Ifitm1/Mmrn2/Pparg/Srgap1/Tgfb1/Tie1",13,"brown","GO_BP",3,"Dcn/Tgfb1/Tie1","GO_BP (subset con hub genes)","Dcn"
"Fibroblasts","GO:0090287","regulation of cellular response to growth factor stimulus","13/226","271/13010",0.0479704797047971,2.76148646442217,3.89618062542713,0.00091660817001042,0.0400119392474114,0.0363986432728775,"Cav3/Chrd/Dcn/Fstl1/Htra3/Kdr/Mmrn2/Peg10/Pelo/Pparg/Sost/Twsg1/Zeb1",13,"brown","GO_BP",2,"Dcn/Kdr","GO_BP (subset con hub genes)","Dcn"
"EndocardialCells","GO:0051149","positive regulation of muscle cell differentiation","7/309","72/13010",0.0972222222222222,4.09340165408127,4.10535981341069,0.00156610170655447,0.042459378773567,0.0385639033966733,"Csrp3/Efemp2/Eng/Lamb1/Lamb2/Lamc1/Trip10",7,"brown","GO_BP",2,"Eng/Lamc1","GO_BP (subset con hub genes)","Eng"
"EndocardialCells","GO:0060411","cardiac septum morphogenesis","7/309","72/13010",0.0972222222222222,4.09340165408127,4.10535981341069,0.00156610170655447,0.042459378773567,0.0385639033966733,"Bmpr1a/Eng/Gata4/Nrp1/Sav1/Tbx5/Zfpm2",7,"brown","GO_BP",3,"Bmpr1a/Eng/Nrp1","GO_BP (subset con hub genes)","Eng"
"EndocardialCells","GO:0060562","epithelial tube morphogenesis","18/309","346/13010",0.0520231213872832,2.19035860598238,3.50035952286225,0.00157642983479644,0.042459378773567,0.0385639033966733,"Ctnnd1/Dchs1/Eng/Gata4/Hand2/Lrp5/Mgp/Mmrn2/Nphp3/Nrp1/Ntn1/Pkd2/Plxnd1/Sema4c/Ski/Tcap/Tie1/Vegfa",18,"brown","GO_BP",5,"Eng/Lrp5/Nrp1/Tie1/Vegfa","GO_BP (subset con hub genes)","Eng"
"Fibroblasts","GO:0042060","wound healing","15/226","344/13010",0.0436046511627907,2.51016155587569,3.77420673362962,0.00100393429144726,0.0425894378287202,0.0387433796981054,"Aqp1/Axl/Cav3/Cfh/Cytl1/Entpd2/F2r/Igf1/Kdr/Nbeal2/Pdgfra/Pf4/Pparg/Serping1/Tfpi",15,"brown","GO_BP",7,"Axl/Cfh/F2r/Kdr/Pdgfra/Pf4/Serping1","GO_BP (subset con hub genes)","Cfh"
"SmoothMuscleCells","GO:1904018","positive regulation of vasculature development","17/546","161/13010",0.105590062111801,2.51598298182149,4.05099920071209,0.000428449953925198,0.0436122197286184,0.0406529258608095,"Adm/Angpt2/C3/Cd34/Emilin1/Gata2/Gata6/Itga5/Mdk/Mtdh/Pxn/Ramp2/Rtn4/Smad1/Tek/Tgfb1/Tgfbr1",17,"brown","GO_BP",7,"Angpt2/C3/Itga5/Rtn4/Tek/Tgfb1/Tgfbr1","GO_BP (subset con hub genes)","C3"
"EndocardialCells","GO:0007409","axonogenesis","20/309","408/13010",0.0490196078431373,2.06389999365442,3.40559805197181,0.00179912079952831,0.0472849571424417,0.0429467545693855,"Ablim1/Agrn/Dbn1/Ece1/Eif4g2/Lamb1/Lamb2/Lamc1/Nrp1/Ntn1/Plxnd1/Raph1/Rpl24/Ryk/Sema4c/Sema6d/Stxbp1/Taok2/Tiam1/Vegfa",20,"brown","GO_BP",4,"Ece1/Lamc1/Nrp1/Vegfa","GO_BP (subset con hub genes)","Ece1"
"Fibroblasts","GO:2000146","negative regulation of cell motility","13/226","279/13010",0.046594982078853,2.68230405684017,3.77674906373059,0.00119493216040831,0.0486369684749976,0.0442447853989022,"Arap3/Chrd/Csprs/Cx3cr1/Dcn/Dpep1/Egfl7/Ifitm1/Mmrn2/Pparg/Srgap1/Tgfb1/Tie1",13,"brown","GO_BP",3,"Dcn/Tgfb1/Tie1","GO_BP (subset con hub genes)","Dcn"
"Myocytes","GO:0051146","striated muscle cell differentiation","63/516","348/13010",0.181034482758621,4.56445469125902,13.6970683479959,7.80684933081237e-25,5.91603042288962e-22,5.6373669904603e-22,"Actc1/Actn2/Acvr1/Adprhl1/Asb2/Camk2d/Cav3/Cfl2/Csrp3/Fhl2/Gata4/Gata6/Hand2/Ldb3/Lmod2/Mfn2/Mybpc3/Myh6/Myl9/Mylk3/Myom1/Myom2/Myoz2/Nkx2-5/Nppa/Nrap/Pdlim5/Pgm5/Popdc2/Ptgfrn/Rpl10a/Rpl11/Rpl12/Rpl13a/Rpl17/Rpl18a/Rpl19/Rpl23/Rpl24/Rpl27/Rpl27a/Rpl29/Rpl31/Rpl32/Rpl34/Rpl35/Rpl35a/Rpl37/Rpl37a/Rpl6/Rpl7/Rpl7a/Rpl8/Rpl9/Rplp1/Smyd1/Speg/Tanc1/Tbx5/Tcap/Tmod1/Tnnt2/Tpm1",63,"brown","GO_BP",2,"Acvr1/Nppa","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0006941","striated muscle contraction","34/226","217/13010",0.15668202764977,9.01961583948452,15.8394474482948,4.6140383371773e-23,1.06903719012139e-20,9.724973110666e-21,"Ank2/Cav3/Fxyd1/Gsn/Mb/Myl4/Nppa/Rpl10/Rpl10a/Rpl11/Rpl15/Rpl19/Rpl21/Rpl23/Rpl23a/Rpl24/Rpl27/Rpl27a/Rpl28/Rpl31/Rpl35a/Rpl36a/Rpl37/Rpl37a/Rpl38/Rpl39/Rpl41/Rpl7a/Rpl9/Rplp2/Tnnc1/Tnni3/Tnnt2/Uba52",34,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0006941","striated muscle contraction","48/516","217/13010",0.221198156682028,5.577108562855,13.817546578984,5.45046439074847e-23,3.44196826275766e-20,3.27984085267846e-20,"Actc1/Atp1a2/Camk2d/Cav3/Csrp3/Gata4/Grcc10/Mb/Mybpc3/Myh6/Myl1/Myl4/Nkx2-5/Nppa/Pgam2/Pln/Rangrf/Rpl10a/Rpl11/Rpl12/Rpl13a/Rpl17/Rpl18a/Rpl19/Rpl23/Rpl24/Rpl27/Rpl27a/Rpl29/Rpl31/Rpl32/Rpl34/Rpl35/Rpl35a/Rpl37/Rpl37a/Rpl6/Rpl7/Rpl7a/Rpl8/Rpl9/Rplp1/Smad7/Tcap/Tnnc1/Tnni3/Tnnt2/Tpm1",48,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0006936","muscle contraction","57/516","327/13010",0.174311926605505,4.39495768437522,12.635525322682,1.0973970869437e-21,4.62004173603299e-19,4.40242340142327e-19,"Actc1/Actn2/Atp1a2/Camk2d/Cav3/Csrp3/Gata4/Grcc10/Hsbp1/Lmod2/Mb/Mkks/Mybpc3/Myh6/Myl1/Myl4/Myom1/Myom2/Nkx2-5/Nppa/Pgam2/Pln/Rangrf/Rpl10a/Rpl11/Rpl12/Rpl13a/Rpl17/Rpl18a/Rpl19/Rpl23/Rpl24/Rpl27/Rpl27a/Rpl29/Rpl31/Rpl32/Rpl34/Rpl35/Rpl35a/Rpl37/Rpl37a/Rpl6/Rpl7/Rpl7a/Rpl8/Rpl9/Rplp1/Smad7/Tbx20/Tcap/Tmod1/Tnnc1/Tnni3/Tnnt2/Tpm1/Tpm2",57,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0003012","muscle system process","65/516","442/13010",0.147058823529412,3.7078203374373,11.7704739703889,1.69767673823172e-20,6.43249716116e-18,6.12950653908928e-18,"Actc1/Actn2/Asb2/Atp1a2/Camk2d/Cav3/Csrp3/Fbxo32/Gata4/Gata6/Grcc10/Hand2/Hsbp1/Lmod2/Mb/Mkks/Mybpc3/Myh6/Myl1/Myl4/Myom1/Myom2/Myoz2/Nkx2-5/Nppa/Pdlim5/Pgam2/Pln/Rangrf/Rpl10a/Rpl11/Rpl12/Rpl13a/Rpl17/Rpl18a/Rpl19/Rpl23/Rpl24/Rpl27/Rpl27a/Rpl29/Rpl31/Rpl32/Rpl34/Rpl35/Rpl35a/Rpl37/Rpl37a/Rpl6/Rpl7/Rpl7a/Rpl8/Rpl9/Rplp1/Sln/Smad7/Srl/Tbx20/Tcap/Tmod1/Tnnc1/Tnni3/Tnnt2/Tpm1/Tpm2",65,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0006941","striated muscle contraction","36/309","217/13010",0.165898617511521,6.98492237483781,13.8670610469865,1.56855814116145e-20,5.11193098204516e-17,4.64293209783788e-17,"Abcc9/Actc1/Agrn/Csrp3/Dmd/Gata4/Gsn/Kcnj5/Kcnj8/Mb/Myh6/Myl2/Myl4/Nppa/Rem1/Rpl11/Rpl17/Rpl23/Rpl23a/Rpl24/Rpl27/Rpl28/Rpl34/Rpl35a/Rpl36a/Rpl37/Rpl37a/Rpl41/Rpl6/Smad5/Srsf1/Tcap/Tnnc1/Tnni3/Tnnt2/Uba52",36,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0042692","muscle cell differentiation","64/516","451/13010",0.141906873614191,3.57792330566012,11.3233984684725,2.2888434320691e-19,7.22702313675819e-17,6.88660787017282e-17,"Actc1/Actn2/Acvr1/Adm/Adprhl1/Asb2/Camk2d/Cav3/Cfl2/Csrp3/Fhl2/Gata4/Gata6/Hand2/Ldb3/Lmod2/Mfn2/Mybpc3/Myh6/Myl9/Mylk3/Myom1/Myom2/Myoz2/Nkx2-5/Nppa/Nrap/Pdlim5/Pgm5/Popdc2/Ptgfrn/Rpl10a/Rpl11/Rpl12/Rpl13a/Rpl17/Rpl18a/Rpl19/Rpl23/Rpl24/Rpl27/Rpl27a/Rpl29/Rpl31/Rpl32/Rpl34/Rpl35/Rpl35a/Rpl37/Rpl37a/Rpl6/Rpl7/Rpl7a/Rpl8/Rpl9/Rplp1/Smyd1/Speg/Tanc1/Tbx5/Tcap/Tmod1/Tnnt2/Tpm1",64,"brown","GO_BP",2,"Acvr1/Nppa","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0006936","muscle contraction","36/226","327/13010",0.110091743119266,6.33758220345863,12.9972134749031,4.25722620046943e-19,8.54851021054261e-17,7.77653319285748e-17,"Ank2/Cav3/F2r/Fxyd1/Gsn/Mb/Myl4/Myl6b/Nppa/Rpl10/Rpl10a/Rpl11/Rpl15/Rpl19/Rpl21/Rpl23/Rpl23a/Rpl24/Rpl27/Rpl27a/Rpl28/Rpl31/Rpl35a/Rpl36a/Rpl37/Rpl37a/Rpl38/Rpl39/Rpl41/Rpl7a/Rpl9/Rplp2/Tnnc1/Tnni3/Tnnt2/Uba52",36,"brown","GO_BP",2,"F2r/Nppa","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0003012","muscle system process","39/226","442/13010",0.0882352941176471,5.07938573659552,11.6015393434598,2.9275623049481e-17,5.5111360390648e-15,5.01345044722362e-15,"Ank2/Cav3/F2r/Fxyd1/Gsn/Igf1/Mb/Myl4/Myl6b/Nppa/Pparg/Rpl10/Rpl10a/Rpl11/Rpl15/Rpl19/Rpl21/Rpl23/Rpl23a/Rpl24/Rpl27/Rpl27a/Rpl28/Rpl31/Rpl35a/Rpl36a/Rpl37/Rpl37a/Rpl38/Rpl39/Rpl41/Rpl7a/Rpl9/Rplp2/Sln/Tnnc1/Tnni3/Tnnt2/Uba52",39,"brown","GO_BP",2,"F2r/Nppa","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0006936","muscle contraction","40/309","327/13010",0.122324159021407,5.1502825529725,11.8555793961468,8.43660540424576e-18,8.30870477463345e-15,7.54641489196533e-15,"Abcc9/Actc1/Agrn/Csrp3/Dbn1/Dmd/F2r/Gata4/Gsn/Kcnj5/Kcnj8/Mb/Myh6/Myl2/Myl4/Nppa/Ptgs1/Rem1/Rpl11/Rpl17/Rpl23/Rpl23a/Rpl24/Rpl27/Rpl28/Rpl34/Rpl35a/Rpl36a/Rpl37/Rpl37a/Rpl41/Rpl6/Smad5/Srsf1/Tcap/Tmod2/Tnnc1/Tnni3/Tnnt2/Uba52",40,"brown","GO_BP",2,"F2r/Nppa","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0003012","muscle system process","46/309","442/13010",0.104072398190045,4.38181844806631,11.2826359725406,1.5296786943173e-17,8.30870477463345e-15,7.54641489196533e-15,"Abcc9/Actc1/Agrn/Csrp3/Dbn1/Dmd/Ece1/F2r/Gata4/Gsn/Hand2/Kcnj5/Kcnj8/Mb/Myh6/Myl2/Myl4/Nppa/Npr3/Ptgs1/Rem1/Rpl11/Rpl17/Rpl23/Rpl23a/Rpl24/Rpl27/Rpl28/Rpl34/Rpl35a/Rpl36a/Rpl37/Rpl37a/Rpl41/Rpl6/Sln/Smad5/Srsf1/Tcap/Tiam1/Tmod2/Tnnc1/Tnni3/Tnnt2/Trip10/Uba52",46,"brown","GO_BP",3,"Ece1/F2r/Nppa","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0042692","muscle cell differentiation","37/226","451/13010",0.082039911308204,4.72274002707847,10.6983362823574,2.20858981295921e-15,3.91310148037244e-13,3.55972711029897e-13,"Ank2/Cav3/Cfh/Foxo4/Igf1/Lamc1/Nppa/Pdgfra/Ptgfrn/Rpl10/Rpl10a/Rpl11/Rpl15/Rpl19/Rpl21/Rpl23/Rpl23a/Rpl24/Rpl27/Rpl27a/Rpl28/Rpl31/Rpl35a/Rpl36a/Rpl37/Rpl37a/Rpl38/Rpl39/Rpl41/Rpl7a/Rpl9/Rplp2/Tgfb1/Tnnt2/Uba52/Xirp1/Zeb1",37,"brown","GO_BP",5,"Cfh/Lamc1/Nppa/Pdgfra/Tgfb1","GO_BP (todos los genes del módulo)",NA
"EndothelialCells","GO:0006941","striated muscle contraction","25/197","217/13010",0.115207373271889,7.60836510795574,12.1721516165801,2.21918929848905e-15,9.54568425392933e-13,8.46629060190484e-13,"Actc1/Cacna2d1/Casq1/Cav1/Dmd/Gsn/Mb/Nppa/Rpl11/Rpl13a/Rpl17/Rpl23/Rpl23a/Rpl24/Rpl27/Rpl27a/Rpl35a/Rpl37/Rpl37a/Rpl39/Rpl41/Rplp2/Tnni3/Tnnt2/Uba52",25,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0051146","striated muscle cell differentiation","32/226","348/13010",0.0919540229885057,5.29345946495779,10.794154497065,8.69147918016746e-15,1.45437418281469e-12,1.32303627520327e-12,"Cav3/Igf1/Nppa/Pdgfra/Ptgfrn/Rpl10/Rpl10a/Rpl11/Rpl15/Rpl19/Rpl21/Rpl23/Rpl23a/Rpl24/Rpl27/Rpl27a/Rpl28/Rpl31/Rpl35a/Rpl36a/Rpl37/Rpl37a/Rpl38/Rpl39/Rpl41/Rpl7a/Rpl9/Rplp2/Tgfb1/Tnnt2/Uba52/Xirp1",32,"brown","GO_BP",3,"Nppa/Pdgfra/Tgfb1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0042692","muscle cell differentiation","43/309","451/13010",0.0953436807095344,4.0143083690325,10.1620343502547,4.64861650721344e-15,1.68331568855651e-12,1.52887831792798e-12,"Actc1/Adprhl1/Bmpr1a/Cfh/Csrp3/Dmd/Efemp2/Ehd1/Ehd2/Eng/Gata4/Hand2/Kcnj8/Lamb1/Lamb2/Lamc1/Myh6/Myl2/Nppa/Plekho1/Rpl11/Rpl17/Rpl23/Rpl23a/Rpl24/Rpl27/Rpl28/Rpl34/Rpl35a/Rpl36a/Rpl37/Rpl37a/Rpl41/Rpl6/Sema4c/Ski/Tbx5/Tcap/Tmod2/Tnnt2/Trip10/Uba52/Vegfa",43,"brown","GO_BP",6,"Bmpr1a/Cfh/Eng/Lamc1/Nppa/Vegfa","GO_BP (todos los genes del módulo)",NA
"EndothelialCells","GO:0006936","muscle contraction","29/197","327/13010",0.0886850152905199,5.85681243111504,11.0291963495413,1.18384367977398e-14,3.96061479977718e-12,3.51276188957497e-12,"Actc1/Adra2c/Apbb2/Cacna2d1/Casq1/Cav1/Dmd/Gsn/Mb/Nppa/Npy1r/Rpl11/Rpl13a/Rpl17/Rpl23/Rpl23a/Rpl24/Rpl27/Rpl27a/Rpl35a/Rpl37/Rpl37a/Rpl39/Rpl41/Rplp2/Smpd3/Tnni3/Tnnt2/Uba52",29,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"EndothelialCells","GO:0003012","muscle system process","33/197","442/13010",0.0746606334841629,4.93063371385259,10.4248611766948,2.17419111699198e-14,6.54648945326284e-12,5.80623459348278e-12,"Actc1/Adra2c/Akap1/Apbb2/Cacna2d1/Casq1/Cav1/Dmd/Gsn/Hand2/Mb/Meis1/Nppa/Npy1r/Rpl11/Rpl13a/Rpl17/Rpl23/Rpl23a/Rpl24/Rpl27/Rpl27a/Rpl35a/Rpl37/Rpl37a/Rpl39/Rpl41/Rplp2/Smpd3/Tnni3/Tnnt2/Trip10/Uba52",33,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0051146","striated muscle cell differentiation","36/309","348/13010",0.103448275862069,4.35554067626381,9.89653611103656,8.08086016080584e-14,2.63355232640662e-11,2.39193460759853e-11,"Actc1/Adprhl1/Bmpr1a/Csrp3/Dmd/Ehd1/Ehd2/Gata4/Hand2/Kcnj8/Myh6/Myl2/Nppa/Plekho1/Rpl11/Rpl17/Rpl23/Rpl23a/Rpl24/Rpl27/Rpl28/Rpl34/Rpl35a/Rpl36a/Rpl37/Rpl37a/Rpl41/Rpl6/Ski/Tbx5/Tcap/Tmod2/Tnnt2/Trip10/Uba52/Vegfa",36,"brown","GO_BP",3,"Bmpr1a/Nppa/Vegfa","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0015980","energy derivation by oxidation of organic compounds","47/516","365/13010",0.128767123287671,3.2466284379314,8.84737273290438,7.32130954774058e-13,1.2609291761995e-10,1.20153549037082e-10,"Aco2/Arl2/Bloc1s1/Cd36/Cisd1/Coq10a/Coq7/Cox6a1/Cox6a2/Cox7a2l/Cyc1/Dld/Dlst/Eno3/Epm2aip1/Etfb/Idh2/Idh3g/Mfn2/Ndufa12/Ndufa3/Ndufa8/Ndufa9/Ndufb3/Ndufb6/Ndufb7/Ndufs1/Ndufs2/Ndufs8/Ndufv2/Pdha1/Pdhb/Pdk2/Pgam2/Pink1/Ppp1cb/Ppp1r3c/Prkaca/Pygb/Pygm/Sdha/Sdhd/Suclg1/Tpi1/Ugp2/Uqcrh/Vdac1",47,"brown","GO_BP",1,"Cd36","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0055002","striated muscle cell development","32/516","183/13010",0.174863387978142,4.4088617782861,9.4377495065144,1.10474251058367e-12,1.81994320547893e-10,1.73421822027552e-10,"Actc1/Actn2/Adprhl1/Asb2/Camk2d/Cav3/Cfl2/Csrp3/Fhl2/Gata4/Ldb3/Lmod2/Mfn2/Mybpc3/Myh6/Myl9/Mylk3/Myom1/Myom2/Myoz2/Nkx2-5/Nppa/Nrap/Pdlim5/Pgm5/Popdc2/Speg/Tbx5/Tcap/Tmod1/Tnnt2/Tpm1",32,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0006091","generation of precursor metabolites and energy","49/516","407/13010",0.12039312039312,3.03549320991181,8.47863522954656,2.92944219150502e-12,4.27607957333647e-10,4.07466292635026e-10,"Aco2/Arl2/Bloc1s1/Cd36/Cisd1/Coq10a/Coq7/Cox6a1/Cox6a2/Cox7a2l/Cxxc5/Cyc1/Dld/Dlst/Eno3/Epm2aip1/Etfb/Idh2/Idh3g/Mfn2/Ndufa12/Ndufa3/Ndufa8/Ndufa9/Ndufb3/Ndufb6/Ndufb7/Ndufs1/Ndufs2/Ndufs8/Ndufv2/Oxct1/Pdha1/Pdhb/Pdk2/Pgam2/Pink1/Ppp1cb/Ppp1r3c/Prkaca/Pygb/Pygm/Sdha/Sdhd/Suclg1/Tpi1/Ugp2/Uqcrh/Vdac1",49,"brown","GO_BP",1,"Cd36","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0048738","cardiac muscle tissue development","37/516","250/13010",0.148,3.7315503875969,8.86237127472956,3.56147692514067e-12,4.99793928494741e-10,4.76252080048051e-10,"Actc1/Actn2/Acvr1/Adprhl1/Ankrd1/Asb2/Camk2d/Cav3/Csrp3/Fhl2/Gata4/Gata6/Hand2/Jph2/Mybpc3/Myh6/Myl7/Mylk3/Ndufv2/Nkx2-5/Nppa/Nrap/Pdlim5/Pim1/Pln/Popdc2/Sgcg/Smad7/Speg/Tbx20/Tbx5/Tcap/Tgfbr3/Tnnc1/Tnni3/Tnnt2/Tpm1",37,"brown","GO_BP",3,"Acvr1/Nppa/Tgfbr3","GO_BP (todos los genes del módulo)",NA
"EndothelialCells","GO:0051146","striated muscle cell differentiation","27/197","348/13010",0.0775862068965517,5.12384036408192,9.66874194898938,2.59555925778725e-12,6.01171455784416e-10,5.33193023239372e-10,"Actc1/Akap1/Casq1/Cav2/Dmd/Hand2/Meis1/Nppa/Rpl11/Rpl13a/Rpl17/Rpl23/Rpl23a/Rpl24/Rpl27/Rpl27a/Rpl35a/Rpl37/Rpl37a/Rpl39/Rpl41/Rplp2/Tgfb1/Thra/Tnnt2/Trip10/Uba52",27,"brown","GO_BP",2,"Nppa/Tgfb1","GO_BP (todos los genes del módulo)",NA
