"celltype","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","module","database","n_overlap_genes","overlap_hit_genes","go_source","hub_hit_genes"
"Leukocytes","GO:0048738","cardiac muscle tissue development","16/300","250/13010",0.064,2.77546666666667,4.35478781600296,0.000228049189435133,0.0195153093859115,0.0186760283558457,"Actc1/Akap6/Csrp3/Dll4/Hspg2/Myh10/Myh6/Pi16/Pln/Rxra/Sav1/Tbx20/Tcap/Tgfb1/Tnnc1/Tnni3",16,"brown","GO_BP",2,"Hspg2/Tgfb1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0061564","axon development","23/309","454/13010",0.0506607929515418,2.13299972912479,3.83278375823186,0.000531282057318581,0.0196755480091052,0.0178703964734432,"Ablim1/Agrn/Dbn1/Ece1/Eif4g2/Kremen1/Lamb1/Lamb2/Lamc1/Nrp1/Ntn1/Plxnd1/Raph1/Rpl24/Ryk/Sema4c/Sema6d/Stxbp1/Taok2/Tfap4/Tiam1/Tspan2/Vegfa",23,"brown","GO_BP",4,"Ece1/Lamc1/Nrp1/Vegfa","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:1901293","nucleoside phosphate biosynthetic process","16/300","251/13010",0.0637450199203187,2.76440903054449,4.33648274696996,0.000238596230977401,0.0197341053113381,0.0188854146805308,"Cmpk2/Fam3a/Ndufa1/Ndufa11/Ndufa13/Ndufa2/Ndufa5/Ndufb2/Ndufc1/Ndufv3/Nppb/Npr1/Oasl2/Pdp1/Rrm2b/Tgfb1",16,"brown","GO_BP",3,"Nppb/Npr1/Tgfb1","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0003208","cardiac ventricle morphogenesis","8/300","72/13010",0.111111111111111,4.81851851851852,4.99157251687621,0.000242136261488811,0.0197341053113381,0.0188854146805308,"Dll4/Heyl/Myh6/Rxra/Tbx20/Tgfb1/Tnnc1/Tnni3",8,"brown","GO_BP",1,"Tgfb1","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0009165","nucleotide biosynthetic process","17/516","176/13010",0.0965909090909091,2.43536381254405,3.89612934382417,0.000632381018391454,0.0199007112144193,0.0189633258227995,"Ak1/Atic/Idh2/Ndufa12/Ndufa3/Ndufa8/Ndufa9/Ndufb3/Ndufb6/Ndufb7/Ndufs1/Ndufs2/Ndufs8/Ndufv2/Nppa/Sdha/Sdhd",17,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0003174","mitral valve development","4/309","17/13010",0.235294117647059,9.90671996954121,5.73151955074102,0.000581560546536863,0.0206011502300395,0.0187110784537947,"Bmpr1a/Dchs1/Gata4/Zfpm2",4,"brown","GO_BP",1,"Bmpr1a","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0003215","cardiac right ventricle morphogenesis","4/309","17/13010",0.235294117647059,9.90671996954121,5.73151955074102,0.000581560546536863,0.0206011502300395,0.0187110784537947,"Bmpr1a/Gata4/Hand2/Zfpm2",4,"brown","GO_BP",1,"Bmpr1a","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0003228","atrial cardiac muscle tissue development","4/309","17/13010",0.235294117647059,9.90671996954121,5.73151955074102,0.000581560546536863,0.0206011502300395,0.0187110784537947,"Eng/Myh6/Tbx5/Tnnt2",4,"brown","GO_BP",1,"Eng","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0060973","cell migration involved in heart development","4/309","17/13010",0.235294117647059,9.90671996954121,5.73151955074102,0.000581560546536863,0.0206011502300395,0.0187110784537947,"Dchs1/Eng/Hand2/Nrp1",4,"brown","GO_BP",2,"Eng/Nrp1","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0060419","heart growth","13/516","116/13010",0.112068965517241,2.82561480887463,4.01365804238381,0.000678893325010426,0.0206052735534985,0.019634701084441,"Adprhl1/Camk2d/Cav3/Gata4/Gata6/Myh6/Nkx2-5/Nppa/Pdlim5/Pim1/Tbx20/Tbx5/Tgfbr3",13,"brown","GO_BP",2,"Nppa/Tgfbr3","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0031589","cell-substrate adhesion","29/546","329/13010",0.088145896656535,2.10032621886725,4.2308947069103,0.000132889350269602,0.0207734530760731,0.0193638767535705,"Acer2/Angpt2/Antxr1/Cd34/Col1a1/Col5a3/Dbn1/Dmd/Ecm2/Efna5/Emilin1/Fermt2/Fndc3b/Itga5/Itga9/Itgb5/Lamb1/Lrp1/Mdk/Postn/Ppm1f/Prkx/Ptprk/Pxn/Smad6/Tek/Tnfrsf12a/Tnxb/Vtn",29,"brown","GO_BP",9,"Angpt2/Itga5/Itga9/Itgb5/Lrp1/Postn/Ptprk/Tek/Tnxb","GO_BP (todos los genes del módulo)",NA
"EndothelialCells","GO:0014706","striated muscle tissue development","17/197","410/13010",0.0414634146341463,2.73826915934134,4.43458861371404,0.000166592642167321,0.0209004352319084,0.0185370847885304,"Actc1/Akap1/Casq1/Cav1/Cav2/Dmd/Hand2/Hspg2/Meis1/Myl7/Nog/Nppa/S1pr1/Tgfb1/Tnni3/Tnnt2/Trip10",17,"brown","GO_BP",3,"Hspg2/Nppa/Tgfb1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0032970","regulation of actin filament-based process","19/309","347/13010",0.0547550432276657,2.30538224075059,3.844292040979,0.000640936546449974,0.0222214064348986,0.0201826827392758,"Arhgef15/Cdc42ep2/Cgnl1/Csrp3/Dbn1/Fchsd1/Gata4/Gsn/Inppl1/Kank1/Nrp1/Pecam1/Phldb2/Ppm1f/Rdx/Taok2/Tmod2/Tnnc1/Tnnt2",19,"brown","GO_BP",2,"Nrp1/Pecam1","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0098868","bone growth","3/23","34/13010",0.0882352941176471,49.9104859335038,12.0171773983334,2.78675230988626e-05,0.022516958663881,0.0182458940710448,"Carm1/Kdr/Lepr",3,"darkorange","GO_BP",1,"Kdr","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0072522","purine-containing compound biosynthetic process","14/300","205/13010",0.0682926829268293,2.96162601626016,4.34923786906347,0.000289145391416328,0.0230173180190254,0.022027428594556,"Fam3a/Ndufa1/Ndufa11/Ndufa13/Ndufa2/Ndufa5/Ndufb2/Ndufc1/Ndufv3/Nppb/Npr1/Oasl2/Pdp1/Tgfb1",14,"brown","GO_BP",3,"Nppb/Npr1/Tgfb1","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0014888","striated muscle adaptation","8/516","51/13010",0.156862745098039,3.95500835993312,4.29688879207566,0.000820443672875718,0.0232964199147106,0.0221990860822763,"Asb2/Gata4/Gata6/Myh6/Myoz2/Nppa/Tcap/Tnnc1",8,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0060045","positive regulation of cardiac muscle cell proliferation","6/516","29/13010",0.206896551724138,5.21651964715317,4.61950146457885,0.000823890279380107,0.0232964199147106,0.0221990860822763,"Gata4/Gata6/Pim1/Tbx20/Tbx5/Tgfbr3",6,"brown","GO_BP",1,"Tgfbr3","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0006937","regulation of muscle contraction","11/309","145/13010",0.0758620689655172,3.19406316259346,4.14391148558582,0.000681892199938784,0.0233924913642158,0.0212463253875663,"Agrn/Dbn1/Dmd/F2r/Gata4/Nppa/Ptgs1/Rem1/Tnnc1/Tnni3/Tnnt2",11,"brown","GO_BP",2,"F2r/Nppa","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0085029","extracellular matrix assembly","6/309","46/13010",0.130434782608696,5.49176867876741,4.76002272025269,0.000719678504634833,0.0242643577919624,0.0220382016152834,"Efemp2/Lamb1/Lamb2/Ltbp4/Mfap4/Tie1",6,"brown","GO_BP",1,"Tie1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0060041","retina development in camera-type eye","11/309","146/13010",0.0753424657534247,3.17218601764419,4.11687484609703,0.000722197823203544,0.0242643577919624,0.0220382016152834,"Arhgef15/Cfh/Cgnl1/Cyp1b1/Lamb2/Lrp5/Mdm1/Nrp1/Pfdn5/Rpl24/Ski",11,"brown","GO_BP",3,"Cfh/Lrp5/Nrp1","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0007422","peripheral nervous system development","11/546","71/13010",0.154929577464789,3.69163700149616,4.75975792684141,0.000167179480059213,0.0243914861406392,0.0227364092880529,"Arhgef10/Col6a1/Dmd/Ednrb/Hand2/Heyl/Map2k1/Ndrg1/Pard3/Pi4ka/Sirt2",11,"brown","GO_BP",1,"Ednrb","GO_BP (todos los genes del módulo)",NA
"EndothelialCells","GO:0019730","antimicrobial humoral response","7/197","80/13010",0.0875,5.77855329949239,5.31583904034404,0.000204857315520634,0.0246730150813052,0.0218830740831936,"Ccl6/Ccl7/Fau/Pf4/Ppbp/Rpl39/S100a9",7,"brown","GO_BP",2,"Ccl6/Pf4","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0001501","skeletal system development","19/226","458/13010",0.0414847161572052,2.38812458940372,4.02112447095177,0.000405671027286884,0.0257889234019695,0.0234600432009949,"Bgn/Cfh/Chrd/Cytl1/Fbln5/Hoxb4/Hspg2/Igf1/Kdr/Ltbp3/Lum/Ogn/P2rx5/Pdgfra/Rpl38/Tcf15/Tgfb1/Ttc9/Zeb1",19,"brown","GO_BP",6,"Bgn/Cfh/Hspg2/Kdr/Pdgfra/Tgfb1","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0001525","angiogenesis","20/226","497/13010",0.0402414486921529,2.3165541924111,3.97904644003859,0.000422384844772578,0.0257889234019695,0.0234600432009949,"Aqp1/Ccl24/Cfh/Csprs/Cx3cr1/Dcn/Egfl7/Egln1/Fbln5/Foxo4/Hspg2/Kdr/Mmrn2/Pdgfra/Pf4/Pparg/Rapgef3/Tgfb1/Tie1/Tjp1",20,"brown","GO_BP",8,"Cfh/Dcn/Hspg2/Kdr/Pdgfra/Pf4/Tgfb1/Tie1","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0060047","heart contraction","12/226","218/13010",0.055045871559633,3.16879110172932,4.293579805231,0.000429996194315188,0.0257889234019695,0.0234600432009949,"Ank2/Cav3/Fxyd1/Gnao1/Gsn/Myl4/Myl7/Npff/Nppa/Tnnc1/Tnni3/Tnnt2",12,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0001654","eye development","16/226","352/13010",0.0454545454545455,2.61665325824618,4.08835371945571,0.000436665037682751,0.0257889234019695,0.0234600432009949,"Aqp1/Bak1/Cfh/Inhbb/Kdr/Mfap2/Mfap5/Nes/Pbx2/Pdgfra/Pfdn5/Rpgrip1/Rpl24/Tgfb1/Twsg1/Zeb1",16,"brown","GO_BP",5,"Cfh/Inhbb/Kdr/Pdgfra/Tgfb1","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:1903053","regulation of extracellular matrix organization","6/226","57/13010",0.105263157894737,6.05961807172799,5.08994132067321,0.000445385887662544,0.0257981210315304,0.0234684102345264,"Lamc1/Pparg/Tcf15/Tgfb1/Tie1/Tnxb",6,"brown","GO_BP",4,"Lamc1/Tgfb1/Tie1/Tnxb","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0072124","regulation of glomerular mesangial cell proliferation","4/184","11/13010",0.363636363636364,25.7114624505929,9.82030710461633,1.18254737367064e-05,0.025918859262717,0.0237468362360702,"C3ar1/Il6ra/Pdgfb/Wt1",4,"darkorange","GO_BP",2,"C3ar1/Pdgfb","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0072110","glomerular mesangial cell proliferation","4/184","12/13010",0.333333333333333,23.5688405797101,9.36799943941234,1.75423751355107e-05,0.025918859262717,0.0237468362360702,"C3ar1/Il6ra/Pdgfb/Wt1",4,"darkorange","GO_BP",2,"C3ar1/Pdgfb","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0060048","cardiac muscle contraction","9/226","131/13010",0.0687022900763359,3.9549415658988,4.51945710490961,0.000463756658390936,0.0262389430386234,0.0238694236141528,"Ank2/Cav3/Fxyd1/Gsn/Myl4/Nppa/Tnnc1/Tnni3/Tnnt2",9,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0019730","antimicrobial humoral response","7/226","80/13010",0.0875,5.03705752212389,4.81563391065318,0.00047123773759813,0.0262389430386234,0.0238694236141528,"Ccl19/Ccl24/Colec11/Fau/Pf4/Rarres2/Rpl39",7,"brown","GO_BP",2,"Ccl19/Pf4","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0150063","visual system development","16/226","355/13010",0.0450704225352113,2.59454069550044,4.05006044519009,0.000479130765977519,0.0262389430386234,0.0238694236141528,"Aqp1/Bak1/Cfh/Inhbb/Kdr/Mfap2/Mfap5/Nes/Pbx2/Pdgfra/Pfdn5/Rpgrip1/Rpl24/Tgfb1/Twsg1/Zeb1",16,"brown","GO_BP",5,"Cfh/Inhbb/Kdr/Pdgfra/Tgfb1","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0001935","endothelial cell proliferation","11/300","138/13010",0.0797101449275362,3.45676328502415,4.45748253033708,0.000349648852761003,0.026356407560854,0.0252229162874602,"Cav1/Cav2/Ccl24/Cxcl12/Dll4/Dysf/Egfl7/Flt4/Hspg2/Nppb/Thap1",11,"brown","GO_BP",3,"Cxcl12/Hspg2/Nppb","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:1904018","positive regulation of vasculature development","12/300","161/13010",0.0745341614906832,3.23229813664596,4.37865047530966,0.00035379881921719,0.026356407560854,0.0252229162874602,"Aqp1/Ccl24/Cd36/Cdh5/Cxcl12/Emilin1/Notch4/Pik3r6/Ramp2/Rhob/Tgfb1/Tlr3",12,"brown","GO_BP",4,"Cd36/Cdh5/Cxcl12/Tgfb1","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0045765","regulation of angiogenesis","16/300","260/13010",0.0615384615384615,2.66871794871795,4.1756522931233,0.000354190694653603,0.026356407560854,0.0252229162874602,"Aqp1/Ccl24/Cd36/Cdh5/Col4a2/Csprs/Dcn/Ecscr/Emilin1/Epn1/Foxo4/Notch4/Pik3r6/Ramp2/Rhob/Tlr3",16,"brown","GO_BP",3,"Cd36/Cdh5/Dcn","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0003013","circulatory system process","38/546","489/13010",0.0777096114519427,1.85165209705087,4.01778506399798,0.000186696248610642,0.0263603058118962,0.0245716353010135,"Abcc9/Adcy6/Adm/Aoc3/Atp1a2/Cldn5/Dmd/Ednrb/Emilin1/Enpep/Ext1/F2r/Fbn1/Fermt2/Fli1/Fxyd1/Fyn/Gata6/Itga9/Kat2b/Kcnj8/Lrp1/Map2k1/Myl7/Nppa/Plvap/Postn/Psen2/Ramp2/Rarres2/Slc23a2/Smad5/Smad6/Tbx18/Tbx20/Tcap/Tgfb1/Tmem161b",38,"brown","GO_BP",9,"Cldn5/Ednrb/F2r/Fbn1/Itga9/Lrp1/Nppa/Postn/Tgfb1","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0030509","BMP signaling pathway","9/226","132/13010",0.0681818181818182,3.92497988736927,4.49084881581205,0.000490315394930994,0.0263719637416456,0.0239904318234094,"Chrd/Ddx5/Fstl1/Htra3/Kdr/Pelo/Pparg/Sost/Twsg1",9,"brown","GO_BP",1,"Kdr","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0072012","glomerulus vasculature development","7/546","30/13010",0.233333333333333,5.55982905982906,5.23312852601538,0.000193353549058823,0.0264471401322021,0.0246525775049999,"Angpt2/Cd34/Cflar/Pdgfd/Pdgfrb/Tcf21/Tek",7,"brown","GO_BP",3,"Angpt2/Pdgfrb/Tek","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0043542","endothelial cell migration","11/133","209/13010",0.0526315789473684,5.14839730906213,6.1442937089477,9.62770902946349e-06,0.0267361479748201,0.0250320434766051,"Anxa3/Bmp4/Clec14a/Ctnnd1/Efna1/Flt4/Plekhg5/Pparg/Sox18/Srpx2/Tbxa2r",11,"tan","GO_BP",1,"Bmp4","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0032496","response to lipopolysaccharide","3/9","316/13010",0.00949367088607595,13.7236286919831,6.024348864799,0.00106944065507882,0.0278019766335973,0.0168647137474096,"Extl3/Penk/Rpl13a",3,"tan","GO_BP",1,"Penk","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0002237","response to molecule of bacterial origin","3/9","327/13010",0.00917431192660551,13.2619775739042,5.90851347100831,0.00118087779209483,0.0278019766335973,0.0168647137474096,"Extl3/Penk/Rpl13a",3,"tan","GO_BP",1,"Penk","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0031032","actomyosin structure organization","13/309","197/13010",0.065989847715736,2.77840750414798,3.92302631027463,0.000861091738547521,0.0283464442012765,0.025745773192936,"Actc1/Adprhl1/Arhgef15/Cgnl1/Csrp3/Myh6/Myl2/Nrp1/Phldb2/Ppm1f/Tcap/Tmod2/Tnnt2",13,"brown","GO_BP",1,"Nrp1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0007411","axon guidance","13/309","198/13010",0.0656565656565657,2.76437514301592,3.90209015621493,0.000902379346621617,0.0294085429063985,0.0267104286599999,"Ablim1/Agrn/Ece1/Lamb1/Lamb2/Lamc1/Nrp1/Ntn1/Rpl24/Ryk/Sema4c/Sema6d/Vegfa",13,"brown","GO_BP",4,"Ece1/Lamc1/Nrp1/Vegfa","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0002248","connective tissue replacement involved in inflammatory response wound healing","3/226","10/13010",0.3,17.2699115044248,6.84315394369148,0.000567206120578184,0.0298505440224743,0.0271548773644022,"Cytl1/F2r/Pparg",3,"brown","GO_BP",1,"F2r","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0048880","sensory system development","16/226","361/13010",0.0443213296398892,2.55141813546442,3.97463418930638,0.000574811272677128,0.0298505440224743,0.0271548773644022,"Aqp1/Bak1/Cfh/Inhbb/Kdr/Mfap2/Mfap5/Nes/Pbx2/Pdgfra/Pfdn5/Rpgrip1/Rpl24/Tgfb1/Twsg1/Zeb1",16,"brown","GO_BP",5,"Cfh/Inhbb/Kdr/Pdgfra/Tgfb1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0035904","aorta development","7/309","66/13010",0.106060606060606,4.46552907717956,4.4024000150145,0.000934325129235736,0.0301481742195967,0.0273822018073047,"Ap2b1/Bmpr1a/Efemp2/Eng/Ephb4/Pkd2/Plxnd1",7,"brown","GO_BP",3,"Bmpr1a/Eng/Ephb4","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0097485","neuron projection guidance","13/309","199/13010",0.0653266331658292,2.75048381063896,3.88128344363581,0.000945315248919941,0.0302037489826479,0.0274326778117944,"Ablim1/Agrn/Ece1/Lamb1/Lamb2/Lamc1/Nrp1/Ntn1/Rpl24/Ryk/Sema4c/Sema6d/Vegfa",13,"brown","GO_BP",4,"Ece1/Lamc1/Nrp1/Vegfa","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0072001","renal system development","28/546","323/13010",0.086687306501548,2.06557116773835,4.05876409752199,0.000228267586297334,0.0302765825825282,0.0282221743058521,"Angpt2/Ap2b1/Cd34/Cfh/Cflar/Ctsh/Ednrb/Enpep/Ext1/Fbn1/Gimap6/Gli3/Heyl/Ift20/Kcnj8/Pdgfd/Pdgfrb/Pkd2/Prkx/Smad1/Smad5/Smad6/Spry1/Tbx18/Tcf21/Tek/Tgfb1/Tgfbr1",28,"brown","GO_BP",8,"Angpt2/Cfh/Ednrb/Fbn1/Pdgfrb/Tek/Tgfb1/Tgfbr1","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0003015","heart process","12/226","226/13010",0.0530973451327434,3.05662150520793,4.14684694842117,0.000593497059620083,0.0302985278572151,0.0275624058196445,"Ank2/Cav3/Fxyd1/Gnao1/Gsn/Myl4/Myl7/Npff/Nppa/Tnnc1/Tnni3/Tnnt2",12,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:1903522","regulation of blood circulation","20/516","235/13010",0.0851063829787234,2.14580240804882,3.60212902025341,0.00110147446943396,0.0304634070414984,0.0290284858252669,"Adm/Atp1a2/Cav3/Csrp3/Gata4/Gnao1/Mybpc3/Myh6/Myl4/Nkx2-5/Nppa/Pln/Popdc2/Rangrf/Smad7/Tbx5/Tmem65/Tnni3/Tnnt2/Tpm1",20,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0060485","mesenchyme development","16/309","277/13010",0.0577617328519856,2.4319745773603,3.75744006008771,0.000969019299782644,0.0306605232814722,0.0278475449257925,"Actc1/Bmpr1a/Dchs1/Ddx5/Eng/Foxc1/Gata4/Hand2/Nrp1/Pkd2/Sema4c/Sema6d/Tbx5/Tiam1/Trip10/Vegfa",16,"brown","GO_BP",4,"Bmpr1a/Eng/Nrp1/Vegfa","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0003283","atrial septum development","5/516","21/13010",0.238095238095238,6.0031376891842,4.66294508556239,0.00115507409610066,0.0314861564757222,0.0300030605802746,"Acvr1/Gata4/Nkx2-5/Tbx20/Tbx5",5,"brown","GO_BP",1,"Acvr1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0003171","atrioventricular valve development","5/309","33/13010",0.151515151515152,6.37932725311366,4.82591892689448,0.00100570761467629,0.0315153953483658,0.0286239859561715,"Bmpr1a/Dchs1/Gata4/Tbx5/Zfpm2",5,"brown","GO_BP",1,"Bmpr1a","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0045765","regulation of angiogenesis","24/546","260/13010",0.0923076923076923,2.19949281487743,4.08901581682069,0.000250871741895312,0.0322960474786995,0.0301046090274375,"Adm/Angpt2/C3/Cd34/Cldn5/Dcn/Ecscr/Emilin1/Foxo4/Fyn/Gata2/Gata6/Itga5/Mdk/Mtdh/Pf4/Ppp1r16b/Pxn/Ramp2/Rtn4/Smad1/Tcf4/Tek/Tnfrsf12a",24,"brown","GO_BP",8,"Angpt2/C3/Cldn5/Dcn/Itga5/Pf4/Rtn4/Tek","GO_BP (todos los genes del módulo)",NA
"EndothelialCells","GO:1900744","regulation of p38MAPK cascade","5/197","39/13010",0.128205128205128,8.466744761161,5.79037294560266,0.000286697260311517,0.0325383751133086,0.0288590458363068,"Dab2ip/Dusp10/Gsn/Hand2/Il1b",5,"brown","GO_BP",1,"Il1b","GO_BP (todos los genes del módulo)",NA
"EndothelialCells","GO:0060537","muscle tissue development","17/197","430/13010",0.0395348837209302,2.61090780309291,4.21205709321997,0.000291775532400973,0.0325383751133086,0.0288590458363068,"Actc1/Akap1/Casq1/Cav1/Cav2/Dmd/Hand2/Hspg2/Meis1/Myl7/Nog/Nppa/S1pr1/Tgfb1/Tnni3/Tnnt2/Trip10",17,"brown","GO_BP",3,"Hspg2/Nppa/Tgfb1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0110053","regulation of actin filament organization","14/309","227/13010",0.0616740088105727,2.59669532241279,3.78530454044347,0.0010667984303008,0.0331113912795268,0.0300735557494321,"Arhgef15/Cdc42ep2/Cgnl1/Dbn1/Fchsd1/Gsn/Inppl1/Kank1/Nrp1/Pecam1/Phldb2/Ppm1f/Rdx/Tmod2",14,"brown","GO_BP",2,"Nrp1/Pecam1","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0009141","nucleoside triphosphate metabolic process","15/300","241/13010",0.0622406639004149,2.69917012448133,4.09050332721802,0.000478371327003769,0.0339121452877327,0.0324537097761041,"Cmpk2/Entpd4/Fam3a/Myh6/Ndufa1/Ndufa11/Ndufa13/Ndufa2/Ndufa5/Ndufb2/Ndufc1/Ndufv3/Rhoq/Rrm2b/Tgfb1",15,"brown","GO_BP",1,"Tgfb1","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:1901739","regulation of myoblast fusion","7/300","61/13010",0.114754098360656,4.97650273224044,4.78253212783679,0.000485449932544231,0.0339121452877327,0.0324537097761041,"Cxcl12/Rpl35a/Rpl36a/Rpl37/Rpl37a/Rpl38/Rpl39",7,"brown","GO_BP",1,"Cxcl12","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0008015","blood circulation","36/546","463/13010",0.0777537796976242,1.85270453089028,3.91028736981799,0.000271739633782535,0.0339829822018902,0.031677077309507,"Abcc9/Adcy6/Adm/Aoc3/Atp1a2/Cldn5/Dmd/Ednrb/Emilin1/Enpep/Ext1/F2r/Fbn1/Fermt2/Fli1/Fxyd1/Gata6/Itga9/Kat2b/Kcnj8/Map2k1/Myl7/Nppa/Plvap/Postn/Psen2/Ramp2/Rarres2/Slc23a2/Smad5/Smad6/Tbx18/Tbx20/Tcap/Tgfb1/Tmem161b",36,"brown","GO_BP",8,"Cldn5/Ednrb/F2r/Fbn1/Itga9/Nppa/Postn/Tgfb1","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0006936","muscle contraction","28/546","327/13010",0.0856269113149847,2.0403042421391,3.9876112042007,0.000279593108601907,0.0339938621208485,0.0316872189748828,"Abcc9/Atp1a2/Cald1/Dbn1/Ddit3/Dmd/Ednrb/F2r/Fxyd1/Kcnj8/Map2k1/Nppa/Psen2/Rem1/Rpl11/Rpl23/Rpl27a/Rpl30/Rpl36a/Rpl37/Rpl38/Rpl39/Rpl41/Rplp2/Smad5/Tbx20/Tcap/Tmod3",28,"brown","GO_BP",3,"Ednrb/F2r/Nppa","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0001935","endothelial cell proliferation","9/226","138/13010",0.0652173913043478,3.75432858791843,4.32489006833709,0.000677201480252299,0.0339955143086654,0.030925534264855,"Atoh8/Ccl24/Egfl7/Hspg2/Igf1/Kdr/Mmrn2/Pparg/Tie1",9,"brown","GO_BP",3,"Hspg2/Kdr/Tie1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0009190","cyclic nucleotide biosynthetic process","4/309","20/13010",0.2,8.42071197411003,5.18010110231487,0.00111918100127693,0.0340879521790796,0.0309605211568198,"Adcy9/Gucy1a2/Nppa/Npr3",4,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:1903911","positive regulation of receptor clustering","4/309","20/13010",0.2,8.42071197411003,5.18010110231487,0.00111918100127693,0.0340879521790796,0.0309605211568198,"Agrn/Dlg4/Lamb1/Lamc1",4,"brown","GO_BP",1,"Lamc1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0045667","regulation of osteoblast differentiation","10/309","131/13010",0.0763358778625954,3.21401220385879,3.9724352333869,0.0011298445777251,0.0340941062852416,0.0309661106487619,"Bmpr1a/Ddx5/Fndc3b/Hand2/Lrp5/Ski/Smad5/Smoc1/Tmem53/Vegfa",10,"brown","GO_BP",3,"Bmpr1a/Lrp5/Vegfa","GO_BP (todos los genes del módulo)",NA
