,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8
Col4a6^Itga3_Itgb1,1.4104699253395596e-23,2.9660527901283693e-35,0.00010152094437081687,0.002397015664594493,1.8203985535594448e-17,0.006692460004387596,2.1351561243105624e-34,3.5068038510269255e-15
Col4a6^Itga9_Itgb1,0.00322243915636492,6.512047240106459e-28,4.7452987773250515e-05,2.709386927111997e-09,7.109879644180983e-10,0.03091130847225732,6.072746638784482e-40,0.00643798140039637
Col4a6^Sdc1,3.0017123240979806e-39,1.2844078097648898e-31,1.3100458497914548e-10,0.002107278468711572,8.395503175124214e-16,0.013319152296933123,6.521304501865829e-43,0.011147092749141121
Col5a1^Itga11_Itgb1,1.393565231609334e-52,1.4383953699764968e-25,4.382760491830724e-20,1.7321525959051537e-13,3.840672269028126e-13,0.002396103589230651,8.324044064070533e-32,0.02259906946828583
Col5a1^Itga1_Itgb1,1.9077643021724926e-37,5.597441719133251e-23,0.023521536192606666,0.007261557390308678,9.785136648954385e-15,0.044328787537142325,3.1097997677665497e-28,0.00040033436797689247
Col5a1^Sdc3,0.015989408328819493,1.7912339930346245e-18,0.009838433870569818,2.875680906858815e-10,9.704917060959195e-07,0.07725954604445137,9.156742161731823e-24,0.0048595889740006845
Col5a2^Ddr1,2.0202516826543864e-29,0.004710767052646077,7.276161024319853e-06,0.026478105220142295,0.004830988672160318,0.02263572797232182,5.63787561724581e-21,0.026864215264228407
Col5a2^Itga11_Itgb1,5.1806787734549733e-51,1.36487710217205e-07,6.10903987485473e-19,1.3884679745705706e-12,0.0022663622008745263,0.001005207162044608,2.6015218946038766e-28,0.02673874112499534
Col5a2^Itga1_Itgb1,6.123880493904845e-32,0.017062068706236732,0.029874741082830315,0.017865152289182902,5.823647699242528e-08,0.04269474098725044,5.254652164278006e-24,0.0019960891685740926
Col5a3^Itga11_Itgb1,5.711348103515803e-52,1.7362787681138524e-28,3.0287969784761667e-20,9.612694701082074e-13,2.312376568566494e-14,0.00157714542024455,5.129222610235843e-34,0.015606182171726863
Col5a3^Itga1_Itgb1,8.387456127432002e-32,2.681671647087836e-31,0.02705358720387729,0.007380091116159449,3.2157175777595927e-16,0.02509728156638836,2.6313739988270702e-33,0.002550120548496153
Col5a3^Sdc3,0.016935076694929597,1.5492973900516258e-30,0.018794208235042353,1.628930429222987e-07,8.916624424633623e-09,0.04389412274187125,8.970092712918723e-36,0.01008258849213433
Col6a1^Cd44,0.03383919295966049,1.0664549160172915e-12,3.268530576788199e-05,1.386347983025828e-06,0.00020926858778562316,0.06180374517823338,4.278955092563628e-15,0.005117252887853966
Col6a1^Itga11_Itgb1,1.810851435390104e-52,2.413770848111171e-17,1.9552157810400016e-16,8.055191560041249e-13,6.250537997094687e-11,0.0025820753170258024,2.7653755737293654e-24,0.03529758378515032
Col6a1^Itga1_Itgb1,3.4709326796475734e-34,4.840513484182305e-22,0.04574437642813179,0.01654077668088389,7.164442242653942e-13,0.04967580782854425,1.4058684518083402e-23,0.0034354992871298375
Col6a1^Itga3_Itgb1,3.3344649620859493e-22,5.1775889585565305e-17,0.003136989909815829,0.009899555239274264,2.25295284254988e-13,0.014353681062638431,2.0192426359799253e-14,3.2340043290324175e-11
Col6a1^Itga6,3.763824703666492e-06,2.2362853761496822e-20,0.05716423425123364,6.654205556005294e-05,4.750676918213459e-15,0.04785404117315138,9.635214192149883e-23,2.6721220805002785e-18
Col6a1^Itga9_Itgb1,0.017039861990199127,6.244386654775221e-12,0.00906871658553487,1.7266964269696036e-07,2.0691709514322073e-05,0.06541445090920246,2.0910203211752644e-15,0.02924461945199389
Col6a1^Sdc1,1.068407790374427e-30,7.068503241809194e-11,0.00019109400624955808,0.01213455646180154,2.1326625816035078e-08,0.026504876424880627,5.8473910760282084e-18,0.03614764505980048
Col6a2^Cd44,0.03492861586334738,1.4919029927397813e-15,0.00024576202397231644,2.2629449704210836e-06,1.0992808028606423e-05,0.06067563485289593,2.952530908301318e-06,0.005319240334468975
Col6a2^Itga11_Itgb1,8.399795417864695e-53,1.150953466560593e-18,1.638791583714164e-17,8.947660973991832e-13,1.2193317571908534e-09,0.0013688733469552393,1.1712882700573972e-20,0.03602276288698374
Col6a2^Itga1_Itgb1,1.0603676992078997e-32,2.160440464006095e-23,0.049511956253845524,0.01788622039185841,2.5731672874721566e-12,0.0468119546600697,1.7584349044148908e-17,0.00455105729053119
Col6a2^Itga3_Itgb1,1.2904665417164988e-21,8.86588108776125e-18,0.0034365867810473003,0.00992549610190891,2.7763692123183375e-12,0.014237965696955165,2.3066530467674174e-13,5.714612662829267e-11
Col6a2^Itga9_Itgb1,0.0180938959301463,1.2044677886980567e-15,0.01107419340318334,2.0523721697403485e-06,8.02738977068113e-06,0.0633139233124551,2.9925432454428614e-08,0.030902937053352102
Col6a2^Sdc1,6.439257664560055e-36,9.248563392315446e-13,0.000124315040902521,0.012930736783022919,2.126443795069436e-09,0.02574358383709654,6.145044594000026e-12,0.03683053714674228
Col6a3^Cd44,0.0212811476789522,1.3560468161341146e-08,1.9489647269583295e-05,0.00010994120961427225,0.00021014028443099874,0.04317974850972783,2.2663219752802702e-26,0.003948339171973114
Col6a3^Itga11_Itgb1,6.726399488722097e-53,2.1028410756436294e-22,3.209654038834759e-19,1.9367666719468692e-13,2.3563204374650834e-10,0.0023885395790384433,2.54258359498173e-35,0.021312591426684745
Col6a3^Itga1_Itgb1,8.003460681369484e-34,7.922783918098862e-18,0.027354392273433562,0.010687503531991563,1.3519561063104966e-13,0.035450921238167614,2.376881240589745e-30,0.001377691171324603
Col6a3^Itga3_Itgb1,3.9132848842517095e-22,5.690172772413974e-14,0.0018457655534639397,0.007146655781190041,5.279321040586112e-12,0.010510019391023244,2.1806957515452767e-24,2.2307479869764698e-11
Col6a3^Itga9_Itgb1,0.01000835615386097,1.0741164860250223e-09,0.004825748368395824,6.269646023438036e-05,0.00012768610093365391,0.04432982524376238,1.6200600007325952e-26,0.017659540928595258
Col6a3^Sdc1,1.0666886855955552e-36,1.5707408010991176e-08,4.841144703303265e-06,0.008134074859379005,2.4730859381599044e-09,0.01881400035944619,4.814805068456704e-30,0.023095420261027524
Col8a1^Itga11_Itgb1,1.3029512074803497e-53,8.466780312154195e-14,6.49157680264431e-17,7.842643048393311e-13,2.5518708287565065e-05,0.0028105054222980867,1.541449731566378e-28,0.019879775164709058
Col8a1^Itga1_Itgb1,1.1529330688502293e-33,1.420184883402201e-12,0.030200334119792362,0.011582744211347775,2.935317719769301e-10,0.032877147791652746,7.941394440429543e-30,0.0013523921204652415
Col8a2^Itga11_Itgb1,2.9161330137260315e-22,1.1712807026959935e-24,1.2021649103008784e-19,1.2628780455087242e-20,1.0930494345281063e-19,5.171703620113552e-24,8.306924986949517e-25,1.0854108210849933e-19
Col8a2^Itga1_Itgb1,7.315724478434024e-22,6.114793883896747e-24,1.1534751384490252e-19,1.6169079414650776e-20,1.0389784338170879e-19,1.1298068597772992e-23,4.447816298266819e-24,1.2136804694958148e-19
Comp^Cd36,0.014673328344559708,0.06422601518064827,2.5943596045304986e-05,0.03245267689457013,0.0018995794180514398,0.019901784769422084,2.4519102080043185e-14,1.8200115082290493e-08
Comp^Cd47,0.012081787334503304,0.05896207391841025,1.610563629024151e-07,0.009095177170933425,0.0405511212950883,0.02338911650388615,1.000217813117452e-11,1.2437013248658077e-05
Comp^Itga3_Itgb1,4.678974405471251e-54,0.008225204221988993,1.933085031101075e-10,0.007132203235472271,1.8930051154660296e-08,0.0018891864237022917,1.6686570106799718e-14,1.194507464889951e-13
Comp^Itga5,0.0035843450379207517,0.037259518453358134,1.2994292580460134e-07,0.005269474175061447,0.019259901939666143,0.014943618504719963,5.3255770037438044e-12,9.277173494834728e-08
Comp^Itgav_Itgb3,7.171350285468889e-45,0.002452474238335229,1.960373165077254e-10,0.00560639519913912,0.0024354011542565613,0.0010721274645870212,1.547000577035599e-17,7.3897757942146085e-06
Comp^Sdc1,1.3757363213743642e-42,0.009200412803453975,4.920671546590466e-12,0.009295987811255787,0.017606357602873227,0.005157932295275175,5.865462520443369e-15,2.752525307876575e-05
Copa^Cd74,0.10185824885132971,0.016683180148652284,0.035135984445346755,0.04022916458309151,0.01696442803852008,0.00633985451613878,0.01940401693697478,0.023434687299451765
Copa^P2ry6,0.12685989859600466,7.11522095682552e-05,8.534273036054864e-10,0.010186905694896744,0.011195750110012784,0.0029982207978519813,0.005041141264318707,0.020267443716151662
Csf1^Csf2ra,0.058106171624336254,6.860328660842157e-07,1.162790555535155e-34,7.138418383593979e-12,0.010865048668703605,0.016450796088207105,1.8108899544812065e-33,8.512205206285434e-09
Csf1^Csf3r,0.02556840712439842,0.00046870102049793036,1.4921203713794366e-29,1.6523622173277241e-31,5.883565125516953e-05,0.005358951345741106,2.307643258223818e-36,2.132270767306665e-24
Csf1^Sirpa,0.05667437244986616,0.013531962540686605,9.689149883418923e-10,1.7286534179358437e-16,0.02486645236624519,0.03472198006528545,2.0267852672947354e-24,0.012108783374485916
Csf1_Il34^Csf1r,0.013433876986918432,3.4630698766905115e-34,8.215251821154305e-14,9.146532022500055e-05,2.0513680911797458e-07,0.0009280221550218916,5.688654538668787e-60,0.001954218578938056
Cspg4^Itga3_Itgb1,5.912999182123923e-45,1.4031516069117637e-23,0.004782630100913446,0.005564847048723715,3.987060732841468e-07,2.6407117189883504e-35,8.18954249069938e-35,0.0011016060954982788
Ctf1^Il6st_Lifr,4.678348063251938e-39,0.001123753386612116,0.0038296517429537826,0.0016778171168213539,0.002036134269755814,6.380894486455558e-26,1.561537965882868e-23,0.002523658900018526
Cx3cl1^Cx3cr1,0.030726987386583457,0.004478341844232176,2.092514526351992e-11,2.065157787636941e-24,0.004408329810532481,0.004948752907251419,3.1327295253638104e-29,6.140899965213147e-14
Cx3cl1^Itgav,0.01016218470522431,0.012759134529912902,1.5399113723197386e-07,0.014555709012697569,0.03207491736326301,0.01849939125634603,1.8709256378406307e-15,0.004168292339464012
Cx3cl1^Itgb3,1.6891013606211058e-33,0.0019670646316949205,0.0001784797675201505,0.0025276289526790963,0.0034100256964295595,0.0019808955845895433,8.807722753200676e-13,0.00012699730547593164
Cxcl10^Dpp4,6.21608525953582e-15,0.00035570318938238626,1.0458382069868248e-06,0.0008362632152103609,6.197562240447379e-09,5.599128348732375e-34,0.00022505597059304934,9.617094362516513e-26
Cxcl10^Sdc4,1.9573786440197082e-11,0.00024768294230905093,3.790485705169134e-14,1.0842909337555596e-09,0.002498816343689262,6.817307432057869e-28,0.0008610039924359454,6.996616737557568e-19
Cxcl10^Tlr4,0.00011895202387861687,0.00027635986202159175,1.6135454288446774e-08,0.0004964486054187334,6.63556321362491e-12,1.437322244470661e-07,0.0005611800052326381,0.00017797593637720066
Cxcl12^Cxcr4,0.04835067787171549,0.0054644377919721345,0.003480793161486927,0.0035931057981470303,0.002020937075653185,3.395674675679548e-05,7.670653566191097e-15,2.95296298860816e-14
Cxcl12^Dpp4,0.004460632151648136,0.023060999833104057,0.01783076607703595,8.114266049353939e-23,0.00816065451573633,0.00668581398001568,0.002244173598900016,1.007467563981611e-05
Cxcl12^Itga4,0.0570429120339719,0.003176549587514918,6.780017513256499e-10,0.00314859528581708,0.007217840759788361,0.0014239202772543219,1.635512092253243e-21,1.6050305014008813e-10
Cxcl12^Itga5,0.02262343059183113,0.049707265354978825,0.04488107248487032,0.023433055720778643,0.056350118576566764,0.012921099434619904,0.001195613902627586,0.01948786455453421
Cxcl12^Itgav,0.027313489648948724,0.016632288485768025,0.0067791228554591925,0.043062313377425714,0.07233303979150249,0.017473566886957587,0.0006210274473750726,0.01555974154577189
Cxcl12^Itgb1,0.05440850636683461,0.10528402083281294,0.09981508470798967,0.09266165053153055,0.10538526640836314,0.0259792381188667,0.00022880317006986056,0.03828640040728639
Cxcl12^Itgb3,4.069872605264719e-12,0.0019849539614030273,0.0005507062599587065,0.010974137394949715,0.007383148394608019,0.003329377659287709,1.851599248696645e-05,0.001094027626619792
Cxcl12^Sdc4,0.035473310481396444,0.023161802499890766,0.010543819453001193,0.009660172338382457,0.09278635159495723,0.022947295314761973,0.00031505442107239906,0.026984660658875826
Cxcl14^Cxcr4,0.005844235523717024,6.255601754624723e-42,5.004864318153593e-19,9.649265230914854e-23,3.0156397896637635e-27,0.0013398855699753285,0.004803798261058232,1.9066053881574994e-30
Cxcl1^Dpp4,0.0016570965557151738,0.003508478975449543,0.006627348618711287,3.7983947892379727e-25,0.00019070091678293234,0.008790989987569381,0.005894704294076741,9.883333913989296e-10
Dcn^Egfr,0.0007847318820769749,7.672631922655176e-13,3.672254393049189e-26,5.659685335861409e-18,0.015784877852601124,0.007522481889413869,2.6565697483078342e-08,0.07090317947498412
Dcn^Tlr2,0.07403469968127978,0.004197356407980297,3.250695294260685e-11,6.549435630259891e-27,0.004293028258098286,0.03366474848869622,0.0008072529676612033,3.424287536415599e-07
Dcn^Tlr4,0.03986747010331232,0.011415107849748009,0.00010892263251932272,0.0003235904315548922,0.013357897163551348,0.04297988491263609,0.00755414520058468,0.0211596887921579
Dhh^Boc,1.582647104211456e-48,0.002314772871661128,6.247427455907408e-14,0.0002952747679256074,0.002426169423841183,0.0002512266934638258,1.9338932862620473e-17,1.0626124419214948e-14
Dhh^Cdon,1.894780813440074e-49,0.0011024716553886082,4.2769115258457055e-15,2.525273534510728e-16,0.004365968954670581,1.161377383605031e-07,2.180449624926291e-20,5.013480780226046e-16
Dkk3^Kremen1,1.6106844904309336e-25,9.064409244665104e-23,0.013242557585819834,0.02199240701496296,3.9649594945128345e-05,0.005403998509780351,9.50276393798419e-15,0.03914603893603506
Dll1^Notch1,0.0020727108929554355,0.03676143616220184,3.690187087848458e-08,0.000386876112443597,0.010350502284043946,1.3382993449137939e-08,3.0751974303436544e-17,7.483978792410857e-16
Dll1^Notch2,0.006124414309256386,0.011028319084320812,1.0350685015461367e-17,0.002191707696646345,0.02305404979380449,2.454437303723753e-18,5.851778081512457e-22,5.631861828455282e-21
Dll1^Notch3,1.2717142251008386e-49,0.0037512967857477476,6.706666484417645e-32,0.020197303234439853,0.011385052465786086,4.205775443940007e-25,2.543267554557081e-19,1.8939456019412497e-23
Dll1^Notch4,5.942401782105955e-46,0.02160467811989787,1.5031205994043739e-06,2.691954859554832e-05,9.912759413421078e-22,1.3591175752420224e-11,4.970006252345313e-20,3.858832029982444e-22
Dll4^Notch1,0.00495231775583212,0.08750191538019554,0.0005734769058851729,0.0010446996819485875,0.029657551087164235,5.411496800716776e-16,6.154909418105448e-17,6.754667109934948e-15
Dll4^Notch2,0.013525293636073335,0.021485608687384836,5.816065474537058e-14,0.003750219596510353,0.06113253216509237,3.2334899761114275e-25,5.0635486707568744e-21,7.063402366888685e-21
Dll4^Notch3,1.6478220109110586e-48,0.008251915853112255,4.838997377161951e-30,0.04803041412743615,0.02747522687322104,1.7082271649073883e-26,3.1948654747001207e-19,3.0433422487730552e-21
Dll4^Notch4,2.225262039855458e-40,0.05133579972895362,0.00235651948668103,0.0017110015516571915,4.018561742014835e-19,3.105339333851913e-21,2.0488925251954394e-20,2.3242521248393424e-16
Ecm1^Itgb4,2.2936486724344593e-30,0.007346302869891466,0.008189501307562694,1.8450095020257704e-29,1.6066664396510557e-11,0.008019684388214019,0.005045238739926721,4.0462884006420947e-16
Edn1^Ednra,7.455909955284276e-45,0.003170653290511874,9.774685056070858e-19,0.03174314638390201,0.005650780347699421,4.95025592754322e-10,1.626526851837215e-20,1.0594735202517167e-12
Edn1^Ednrb,0.0025095670691220747,0.04238901550507732,0.0014431979134815383,0.000637586765224949,1.1465389238652992e-06,0.010664644003354502,4.1768932715071435e-19,1.0686656550309453e-16
Efemp1^Egfr,0.0020830527598869183,2.0442866519533636e-12,2.984424279899608e-28,2.643556956034555e-19,0.00046354684733455225,0.008125793170913402,8.560916927854556e-18,0.03721805048369239
Efemp2^Aqp1,0.010493009572791803,0.02916600360190796,0.07007730807273715,0.022409097545084092,0.0013831607143530427,0.03297573612275723,0.008821302648982588,0.006049446924148101
Efemp2^Plscr4,0.0017621731739496573,0.02486275364908294,0.04998415922515123,0.0005828925642182482,0.016086861887473422,0.02762720429441825,0.008530147898819108,0.04602101171365782
Efna1^Epha2,2.318712872413231e-19,0.03702071727192429,0.008895769838786358,0.008850132013469209,2.6019866812673123e-11,5.791142180336565e-05,5.837079178642049e-17,1.591128502411015e-10
Efna1^Epha4,5.9114446486053166e-43,0.053410923250191894,0.008451519464370711,0.06080928335200052,0.0007409189617650235,4.188295034616818e-06,1.0905917049952474e-16,5.979874779093283e-11
Efna1^Ephb6,0.0011119914214478186,1.2707046983716914e-10,1.3468567905812312e-32,9.008736276891267e-29,0.002547595268965559,0.00027565348239290047,5.947817823367133e-37,6.382270469678445e-06
Efna2^Epha2,0.00020424141733442716,5.982067763383383e-34,0.0026656378671481916,0.0012822931549774262,6.09098143659388e-15,0.00233355852561695,2.7550788227570265e-38,6.833615421827752e-11
Efna2^Epha4,4.669972189239132e-53,3.4138113842659096e-34,0.003585807423585922,0.008328580687127166,3.1132333458898045e-12,0.005047194668627722,2.1093741910289453e-37,2.077727245582233e-09
Efna5^Epha2,2.082344053821588e-25,0.0052545347119493085,0.009630129781716594,0.002924698751584686,5.1064717721550284e-14,0.01697843244158566,7.024873482218521e-24,2.067266604228201e-14
Efna5^Epha4,7.206394050138536e-51,0.005302612157323214,0.008503676081959418,0.02670163647875753,5.892535629640152e-08,0.03006969194218401,3.342287982943464e-23,8.055939441987052e-11
Efna5^Ephb6,0.0013218569221430012,7.391806921097036e-28,8.191398823158744e-42,9.835909309155728e-31,6.023944434029576e-12,0.0008687506531456032,2.841576994283742e-27,0.0013975446115195276
Efnb1^Epha4,6.446091179951823e-41,0.03418647863826868,0.027363948358086303,0.061566490599782614,0.0015549064947244027,1.1720088363272445e-05,6.049751255589971e-11,2.4820177238980454e-07
Efnb1^Ephb3,3.732722096540356e-28,1.6378232309824812e-10,7.682281268137333e-26,5.157048417293053e-14,0.0024862311252709136,0.0004907767253712927,5.7563734631668944e-36,1.0998141632039287e-08
Efnb1^Ephb4,1.4124449725754654e-36,0.06137387213285784,0.05444565682530182,0.013174256641670528,0.018733514827782703,5.2720472774232725e-06,7.727018583422504e-09,0.00877255859921984
Efnb1^Ephb6,0.0015342936050666287,7.925373835505196e-13,1.204926088075486e-34,7.747531397021611e-29,0.00259209850103817,0.00045325839185638046,1.7571662333035977e-10,3.235981425900932e-05
Efnb1^Erbb2,1.064979467018421e-47,0.009920474365883504,0.00651549581961153,0.024832730763042973,0.010608201569721736,0.0008002127275624536,2.728608597482742e-05,0.0004658149199865586
Efnb2^Epha4,1.696125600847218e-43,0.05270980660532062,0.004929944423205002,0.05120328831450036,0.0013973545144412662,4.4808611628193505e-20,2.2672979143952475e-18,1.2482887456881312e-16
Efnb2^Ephb3,2.0094928071122776e-31,1.255533032849884e-07,5.670529458595043e-20,4.3595495068016695e-12,0.0020141552600387957,1.8657712428694943e-35,2.221073425442767e-34,3.155573130788426e-30
Efnb2^Ephb4,1.2070339331763805e-42,0.09497266123877732,0.014676451961616458,0.005924851144868061,0.018965762309118155,1.6333271981345833e-18,2.7316066595841036e-17,0.0005121582383363723
Efnb2^Ephb6,0.000843731178787713,4.724813947545293e-09,1.9828233747410226e-31,6.473718179108895e-30,0.0028850835509022913,1.4669692613906325e-38,3.154998408452324e-35,3.837114715397826e-30
Efnb2^Pecam1,6.734612784397984e-14,0.13596258190861538,0.018465653106437937,3.9397463832247224e-08,0.007442076187333895,3.095636805330463e-17,3.467557954333743e-17,0.004337152749844756
Enho^Gpr19,4.88099620746961e-40,3.9241115507884205e-07,0.000377247413726608,0.0041090080460495036,1.8462617226346213e-06,1.9180378961456367e-28,1.0832434440100163e-18,2.6706651299720017e-12
Entpd1^Adora2a,1.233922616010156e-12,0.028260946400405274,0.01036891866716355,0.01110184689188865,1.9814759009043452e-14,6.173679361287393e-20,0.024621992837070963,1.7580790890365888e-15
Entpd1^Adora2b,0.007334469994841316,0.001377114209759789,3.595803566215212e-29,0.01295018900974287,0.0019083750746712537,7.501457803663996e-22,0.004521035396398084,6.183184556687286e-14
Etv5^Erbb2,1.7533572757195214e-72,1.0509261866256806e-14,0.0020538000511437548,0.005172464854834304,7.227047631862008e-09,0.00038708161908529887,0.013939624538559346,0.004308422482983041
F11r^Itgal_Itgb2,0.05055266329886427,0.003077932620273369,3.0430107276032363e-29,1.9194606060215854e-20,0.006419682244314468,4.43120365545783e-31,1.0936764057898256e-13,1.495713213715173e-30
F13a1^Itga4,0.015805712062762923,9.988955952363392e-44,1.1766814286560647e-39,2.901678191712475e-26,8.811919570197782e-30,1.5893727792272636e-54,0.017968758617205476,9.002077549355062e-37
F13a1^Itga9,0.007638840379970048,1.4707026217606524e-31,2.53334020701206e-13,7.352240691325455e-19,5.093409864456529e-21,1.1819417216617522e-44,0.07599849286181763,1.2559848898326959e-11
F13a1^Itgb1,0.002976371877319072,2.837885436906399e-29,2.1381215395706927e-08,9.87156816702856e-10,3.4598766448524686e-21,6.10648658583311e-38,0.2036354167836629,1.3563762390457475e-13
Fabp5^Rxra,0.03710336586244876,0.05709294385452149,0.021906216445586442,0.034164404714226694,0.06492418508940247,0.00018932613431266185,0.007775127710794451,0.002882147344304772
Fadd^Abca1,0.0253433700083937,0.009190397173462128,0.012338639004841336,1.1357901784346967e-13,0.009292369059665972,0.0010176131199404086,0.007915939899586421,0.015088250718143351
Fadd^Fas,0.002983581900499569,0.014484276251440548,0.02116243476133929,0.008016602317244144,0.01019363335125998,0.0012657126533016946,0.01167171196531567,0.015952856657745096
Fadd^Tradd,0.011843769341339069,0.00896242677819991,0.012969121839071727,1.2069416309028774e-09,0.009707450764574289,0.0007147068032765727,0.006002180068429735,0.016442272407315255
Fadd^Traf2,0.009626356812838797,0.008961664784977078,0.010257072330436092,0.006987018579029296,0.007097911424968477,0.0023322151620659643,0.006604902390463044,0.009436860552936955
Fam3c^Lamp1,0.07374539437226971,0.09859305321867859,0.0491610659944332,0.06529778850296314,0.10246361755098828,0.06619126037696361,0.08133225327057356,0.04683074897195901
Fam3c^Lifr,0.030054830124102663,0.05686321259902513,0.030585121916182578,0.022333223026286677,0.029186084398621765,0.03137338255438204,0.04303714008965705,0.005420287991493118
Farp2^Plxna1,0.0004245077275676401,7.973627604035068e-15,0.0014435095433942247,0.0023146032806364483,5.752207868929054e-08,8.967362232799725e-33,6.034038213926014e-31,3.36373389129881e-13
Farp2^Plxna2,2.1573386571316255e-42,7.692114239567067e-13,0.005766336695609911,0.002151941305187795,0.00030446645718226956,6.0959471913573455e-40,8.308823167351194e-32,0.0012110157460306788
Farp2^Plxna3,4.396334163988109e-22,4.925823883463589e-26,1.1322106229755883e-19,5.482231175294634e-20,9.469121061665769e-20,6.4527401128598644e-24,3.0969284913094654e-24,1.144789196746976e-19
Farp2^Plxna4,0.000483539916308934,9.291887911417475e-25,0.0030935346175394807,0.005686131731807921,6.238362435156078e-07,1.987154831951189e-32,2.7969876850521753e-31,1.7843205921994433e-14
Fat4^Dchs1,9.72728479091093e-36,0.0212213937149419,0.002309940352564123,5.457280419274975e-16,0.014946998440281084,3.736458281697564e-07,1.3496174971982557e-15,2.721686350370011e-07
Fbln1^Itgb1,0.01310292673456476,1.0903035196684107e-08,0.040685953139823185,0.03846816307871429,0.0033345720065118575,0.22127959356203164,5.8030713087421475e-06,0.045481871711796185
Fbln2^Itgb3,2.092910661947757e-19,0.0016991171870840524,7.949737091366652e-05,0.006804081547215894,0.00201810696843664,0.008109330906045726,5.738949512772337e-15,0.003547759067025564
Fbn1^Itga5,0.010606572747092083,0.022780210277465386,0.022837858341760154,0.009814055501077558,0.017145055658057476,0.06545063282043298,1.1104884303254347e-13,0.026997739486754366
Fbn1^Itgb1,0.026123444012654536,0.04688639171945296,0.04879352899189752,0.04841747717240066,0.033051012675003204,0.14073311871324728,3.8003000586283045e-16,0.04346596305551037
Fbn1^Itgb3,1.750898928456272e-21,0.0012838574603387387,0.0001605363787163172,0.007423394665775976,7.004214814407243e-06,0.008120795817907039,8.156028506138059e-16,0.005269690507394019
Fgf10^Fgfr1,6.47441579690677e-13,3.3943427861128515e-38,7.981286539629048e-13,4.62850422964834e-21,6.401564897948987e-18,0.008386783193474114,1.3379853874647147e-48,0.006980110815960564
Fgf10^Fgfrl1,3.550192364534261e-38,4.0845821675982625e-39,8.189489019243104e-16,2.0584463069409235e-09,2.6915863006042112e-17,0.0028755837703528624,7.066497633609187e-49,0.0020211746420322795
Fgf12^Fgfr1,6.135665411387999e-05,3.844507780353912e-29,0.022185214187959816,0.014851470297811437,0.005615908736680217,1.0523144411366138e-31,1.0859706917280254e-17,0.039298260219337494
Fgf13^Egfr,3.7399110369168593e-26,7.3064142914883885e-34,6.886720173420357e-11,2.1945566023512548e-19,0.0013447750385644295,6.681251743173754e-32,1.7174638653043633e-30,0.011305889445590307
Fgf13^Fgfr1,0.00046992106607316977,4.326332247818701e-29,0.01274278501852663,0.00934493707931177,0.002587805912464361,2.0651418794113387e-24,9.457552392660258e-24,0.023290346447123522
Fgf13^Fgfr3,0.00024694952955891657,1.0393617303945524e-28,0.00703982739930063,0.001583679631914022,1.138645273076189e-09,7.248443800176376e-33,1.433488333452678e-27,5.3378948527810364e-08
Fgf16^Fgfr1,4.1237652743102494e-07,1.323089325182745e-32,0.0021055452673080463,4.027233332654413e-11,0.0002813297490720612,3.1573979280237494e-08,9.770402884471922e-36,0.007659122800156718
Fgf16^Fgfr3,0.0005176977637735303,3.65272308915466e-38,0.0009063827821979253,9.681799424261808e-21,3.39739315193578e-10,0.0004236437714435907,9.778097939817053e-43,0.00031571194174543737
Fgf18^Fgfr1,7.362943230604212e-10,2.3213701866685417e-33,4.187664256202199e-06,2.7053924429985077e-12,2.3313220709894873e-11,0.015228155747713456,8.388930810544955e-40,0.014020987067800736
Fgf18^Fgfr3,4.2661094565551525e-09,7.841508041074799e-41,0.0018855387660041793,2.3437688611345034e-13,9.373109731776679e-19,0.0053308385454112015,2.6272075675742148e-42,5.031566072644353e-11
Fgf1^Cd44,0.015783600350759246,6.761068093941257e-26,0.013931023067842059,0.009173895730442343,0.001037835371726157,3.956036088147433e-33,5.03665073503961e-33,0.007437274320104703
Fgf1^Cspg4,5.664536667144533e-38,6.648938548161963e-30,4.507417267370497e-18,0.029106261659855498,2.0648748011432017e-09,2.9248036870489902e-27,9.468936041709051e-26,0.005931424633960747
Fgf1^Egfr,5.065688906070766e-19,6.2952576145613755e-28,1.6927996674156688e-16,5.165921247214801e-16,0.00346629772872873,9.322743321642481e-40,2.1309186087963114e-31,0.01606086571270553
Fgf1^Fgfr1,0.0064113299986887475,6.019651108218942e-22,0.02157348092266992,0.014736529483239676,0.00573113824966194,1.2226178608093623e-33,2.364328345572133e-27,0.035226402997544135
Fgf1^Fgfr3,9.930219173681733e-05,2.726987793181842e-18,0.012672887079712513,0.0029603087585709418,2.1001259095543897e-06,2.570955613722504e-37,6.7019593648067005e-31,2.11493602477072e-06
Fgf1^Fgfrl1,3.208048520226001e-34,9.758999413741561e-20,0.007669758835349852,0.00997042316531688,0.0012727810402178906,1.3514602974080794e-33,2.813805560043487e-25,0.006218952170501536
Fgf1^Itgb3,3.812738462665331e-15,7.050325597610824e-06,0.001452839802257546,0.005079316275001121,7.144764264222557e-06,2.574914038770895e-30,3.853219414949299e-25,0.002109112210996786
Fgf1^Nrp1,0.013078228284710457,3.436689814349804e-20,0.07816142558323107,0.014713302894761623,0.0044622591103472015,7.249749044466118e-35,4.490754834115341e-29,0.027528620948171004
