"gene_celltype","module","celltype","gene","kME","is_hub"
"Mal_Myocytes","pink","Myocytes","Mal",0.515725020211119,FALSE
"Malat1_Myocytes","midnightblue","Myocytes","Malat1",0.439603165277899,FALSE
"Mall_Myocytes","magenta","Myocytes","Mall",0.434162928815468,FALSE
"Mamdc2_Myocytes","green","Myocytes","Mamdc2",0.22222709861461,FALSE
"Mamld1_Myocytes","darkgreen","Myocytes","Mamld1",0.809361490863977,FALSE
"Mamstr_Myocytes","black","Myocytes","Mamstr",0.421155982876984,FALSE
"Man1a_Myocytes","darkgreen","Myocytes","Man1a",0.884608227070998,FALSE
"Man1c1_Myocytes","magenta","Myocytes","Man1c1",0.777076081217078,FALSE
"Man2a1_Myocytes","greenyellow","Myocytes","Man2a1",0.471891412230364,FALSE
"Man2a2_Myocytes","tan","Myocytes","Man2a2",0.611028316347066,FALSE
"Man2b2_Myocytes","greenyellow","Myocytes","Man2b2",0.709605485670844,TRUE
"Man2c1_Myocytes","grey60","Myocytes","Man2c1",0.64699586304904,FALSE
"Manba_Myocytes","tan","Myocytes","Manba",0.425673664660956,FALSE
"Manbal_Myocytes","tan","Myocytes","Manbal",0.82895587447916,TRUE
"Manea_Myocytes","grey60","Myocytes","Manea",0.755648718624071,FALSE
"Manf_Myocytes","blue","Myocytes","Manf",0.255855238362621,FALSE
"Maoa_Myocytes","magenta","Myocytes","Maoa",0.815673955021561,FALSE
"Maob_Myocytes","brown","Myocytes","Maob",0.67742803869446,FALSE
"Map1lc3a_Myocytes","royalblue","Myocytes","Map1lc3a",0.92599470830258,TRUE
"Map1lc3b_Myocytes","brown","Myocytes","Map1lc3b",0.640379248112856,FALSE
"Map2k1_Myocytes","greenyellow","Myocytes","Map2k1",0.657369678374217,TRUE
"Map2k4_Myocytes","magenta","Myocytes","Map2k4",0.716716459141009,FALSE
"Map2k5_Myocytes","orange","Myocytes","Map2k5",0.720302363169294,FALSE
"Map2k6_Myocytes","magenta","Myocytes","Map2k6",0.486173850710803,FALSE
"Map3k1_Myocytes","pink","Myocytes","Map3k1",0.508299295445511,FALSE
"Map3k11_Myocytes","magenta","Myocytes","Map3k11",0.744010052285998,FALSE
"Map3k2_Myocytes","blue","Myocytes","Map3k2",0.370036217743818,FALSE
"Map3k3_Myocytes","greenyellow","Myocytes","Map3k3",0.375136878028311,FALSE
"Map3k4_Myocytes","magenta","Myocytes","Map3k4",0.690024730916712,FALSE
"Map3k5_Myocytes","darkgreen","Myocytes","Map3k5",0.867749464897825,FALSE
"Map3k7_Myocytes","tan","Myocytes","Map3k7",0.692064686101996,FALSE
"Map3k8_Myocytes","darkgrey","Myocytes","Map3k8",0.231304070776835,FALSE
"Map4k3_Myocytes","magenta","Myocytes","Map4k3",0.721675513351766,FALSE
"Map4k4_Myocytes","grey60","Myocytes","Map4k4",0.676399964013238,FALSE
"Map4k5_Myocytes","magenta","Myocytes","Map4k5",0.890752128565213,TRUE
"Mapk10_Myocytes","darkred","Myocytes","Mapk10",0.532910604004621,FALSE
"Mapk11_Myocytes","lightyellow","Myocytes","Mapk11",0.000164055911081278,FALSE
"Mapk14_Myocytes","orange","Myocytes","Mapk14",0.895224360309165,TRUE
"Mapk1ip1_Myocytes","black","Myocytes","Mapk1ip1",0.539093795574732,FALSE
"Mapk1ip1l_Myocytes","grey60","Myocytes","Mapk1ip1l",0.570582377866818,FALSE
"Mapk3_Myocytes","orange","Myocytes","Mapk3",0.663005573845508,FALSE
"Mapk4_Myocytes","tan","Myocytes","Mapk4",0.283562109616411,FALSE
"Mapk6_Myocytes","orange","Myocytes","Mapk6",0.639690687044907,FALSE
"Mapk8_Myocytes","tan","Myocytes","Mapk8",0.738083317048078,FALSE
"Mapk8ip1_Myocytes","steelblue","Myocytes","Mapk8ip1",0.230874463265837,FALSE
"Mapk9_Myocytes","tan","Myocytes","Mapk9",0.838672549077025,TRUE
"Mapre1_Myocytes","brown","Myocytes","Mapre1",0.724280041348946,FALSE
"Mapre2_Myocytes","tan","Myocytes","Mapre2",0.580766406464521,FALSE
"March11_Myocytes","pink","Myocytes","March11",0.343519877689639,FALSE
"March5_Myocytes","tan","Myocytes","March5",0.849547756351249,TRUE
"March7_Myocytes","grey60","Myocytes","March7",0.758378374619301,FALSE
"March8_Myocytes","tan","Myocytes","March8",0.548650952207526,FALSE
"March9_Myocytes","darkgrey","Myocytes","March9",0.252962390349493,FALSE
"Marcks_Myocytes","black","Myocytes","Marcks",0.459524867379693,FALSE
"Marcksl1_Myocytes","magenta","Myocytes","Marcksl1",0.540126791055343,FALSE
"Mark1_Myocytes","darkgrey","Myocytes","Mark1",0.259403036786302,FALSE
"Mark2_Myocytes","greenyellow","Myocytes","Mark2",0.335745924729624,FALSE
"Mark3_Myocytes","greenyellow","Myocytes","Mark3",0.530638604833641,FALSE
"Mark4_Myocytes","darkgreen","Myocytes","Mark4",0.840094164240714,FALSE
"Mars_Myocytes","magenta","Myocytes","Mars",0.867762392882114,TRUE
"Mars2_Myocytes","grey60","Myocytes","Mars2",0.813629814248645,FALSE
"Marveld1_Myocytes","darkred","Myocytes","Marveld1",0.749327154233413,TRUE
"Mast2_Myocytes","midnightblue","Myocytes","Mast2",0.501887054479998,FALSE
"Mast3_Myocytes","black","Myocytes","Mast3",0.122573865303047,FALSE
"Mast4_Myocytes","brown","Myocytes","Mast4",0.267454784855357,FALSE
"Mat2a_Myocytes","midnightblue","Myocytes","Mat2a",0.257511895674693,FALSE
"Mat2b_Myocytes","darkred","Myocytes","Mat2b",0.447389849608009,FALSE
"Matk_Myocytes","sienna3","Myocytes","Matk",0.249797459801099,FALSE
"Matn2_Myocytes","greenyellow","Myocytes","Matn2",0.531486055287287,FALSE
"Mau2_Myocytes","grey60","Myocytes","Mau2",0.763764198419681,FALSE
"Mavs_Myocytes","tan","Myocytes","Mavs",0.620091765300924,FALSE
"Mb_Myocytes","brown","Myocytes","Mb",0.959516363362989,TRUE
"Mbd1_Myocytes","magenta","Myocytes","Mbd1",0.764603041292059,FALSE
"Mbd2_Myocytes","blue","Myocytes","Mbd2",0.694172802637846,TRUE
"Mbd4_Myocytes","black","Myocytes","Mbd4",0.378672441035165,FALSE
"Mbd5_Myocytes","grey60","Myocytes","Mbd5",0.716534798952135,FALSE
"Mbd6_Myocytes","grey60","Myocytes","Mbd6",0.66829672352199,FALSE
"Mbip_Myocytes","magenta","Myocytes","Mbip",0.909503880661138,TRUE
"Mblac1_Myocytes","magenta","Myocytes","Mblac1",0.685969158429379,FALSE
"Mblac2_Myocytes","orange","Myocytes","Mblac2",0.537013663257083,FALSE
"Mbnl2_Myocytes","blue","Myocytes","Mbnl2",0.381249820839445,FALSE
"Mboat1_Myocytes","pink","Myocytes","Mboat1",0.586056273233775,FALSE
"Mboat2_Myocytes","blue","Myocytes","Mboat2",0.596510417858889,FALSE
"Mboat7_Myocytes","magenta","Myocytes","Mboat7",0.857568702831703,FALSE
"Mbp_Myocytes","orange","Myocytes","Mbp",0.59973207893591,FALSE
"Mbtd1_Myocytes","magenta","Myocytes","Mbtd1",0.785613018914814,FALSE
"Mbtps1_Myocytes","grey60","Myocytes","Mbtps1",0.870226296307624,TRUE
"Mbtps2_Myocytes","black","Myocytes","Mbtps2",0.313938767068648,FALSE
"Mcam_Myocytes","brown","Myocytes","Mcam",0.675177279471707,FALSE
"Mcart1_Myocytes","orange","Myocytes","Mcart1",0.801005485774285,FALSE
"Mcart6_Myocytes","pink","Myocytes","Mcart6",0.571203586949249,FALSE
"Mcat_Myocytes","tan","Myocytes","Mcat",0.818505128341186,TRUE
"Mcc_Myocytes","black","Myocytes","Mcc",0.605130058215115,FALSE
"Mccc2_Myocytes","greenyellow","Myocytes","Mccc2",0.49532676794387,FALSE
"Mcee_Myocytes","royalblue","Myocytes","Mcee",0.685052667922823,FALSE
"Mcf2l_Myocytes","sienna3","Myocytes","Mcf2l",0.542300349361261,TRUE
"Mcl1_Myocytes","black","Myocytes","Mcl1",0.738174616295734,FALSE
"Mcm2_Myocytes","darkgreen","Myocytes","Mcm2",0.907850007311154,TRUE
"Mcm3_Myocytes","darkgreen","Myocytes","Mcm3",0.695880720823872,FALSE
"Mcm3ap_Myocytes","magenta","Myocytes","Mcm3ap",0.832760816564879,FALSE
"Mcm4_Myocytes","grey60","Myocytes","Mcm4",0.617312058374491,FALSE
"Mcm5_Myocytes","magenta","Myocytes","Mcm5",0.506039327598237,FALSE
"Mcm6_Myocytes","magenta","Myocytes","Mcm6",0.812495158426229,FALSE
"Mcm7_Myocytes","magenta","Myocytes","Mcm7",0.874150448549249,TRUE
"Mcm8_Myocytes","magenta","Myocytes","Mcm8",0.692774659979332,FALSE
"Mcm9_Myocytes","black","Myocytes","Mcm9",0.676248569389585,FALSE
"Mcmbp_Myocytes","greenyellow","Myocytes","Mcmbp",0.45852459207305,FALSE
"Mcoln1_Myocytes","grey60","Myocytes","Mcoln1",0.737540844941507,FALSE
"Mcph1_Myocytes","black","Myocytes","Mcph1",0.4106498283494,FALSE
"Mcrs1_Myocytes","magenta","Myocytes","Mcrs1",0.792525944308552,FALSE
"Mcts1_Myocytes","tan","Myocytes","Mcts1",0.402442346520087,FALSE
"Mcts2_Myocytes","darkorange","Myocytes","Mcts2",0.168514769112203,FALSE
"Mdc1_Myocytes","grey60","Myocytes","Mdc1",0.806697862711971,FALSE
"Mdfi_Myocytes","magenta","Myocytes","Mdfi",0.765209569629715,FALSE
"Mdfic_Myocytes","magenta","Myocytes","Mdfic",0.746356041766523,FALSE
"Mdga1_Myocytes","grey60","Myocytes","Mdga1",0.73318672059968,FALSE
"Mdh1_Myocytes","royalblue","Myocytes","Mdh1",0.934588582706447,TRUE
"Mdh2_Myocytes","royalblue","Myocytes","Mdh2",0.848582269943095,FALSE
"Mdk_Myocytes","darkgrey","Myocytes","Mdk",0.327125163115844,FALSE
"Mdm1_Myocytes","magenta","Myocytes","Mdm1",0.724172155953982,FALSE
"Mdm2_Myocytes","tan","Myocytes","Mdm2",0.851110879047298,TRUE
"Mdm4_Myocytes","darkgreen","Myocytes","Mdm4",0.751011854057896,FALSE
"Mdn1_Myocytes","grey60","Myocytes","Mdn1",0.776385526423355,FALSE
"Mdp1_Myocytes","tan","Myocytes","Mdp1",0.714575890925301,FALSE
"Me1_Myocytes","orange","Myocytes","Me1",0.884927110057396,TRUE
"Meaf6_Myocytes","greenyellow","Myocytes","Meaf6",0.396613469604987,FALSE
"Mecom_Myocytes","black","Myocytes","Mecom",0.498820733986012,FALSE
"Mecp2_Myocytes","blue","Myocytes","Mecp2",0.327882868969558,FALSE
"Mecr_Myocytes","tan","Myocytes","Mecr",0.718078438151691,FALSE
"Med1_Myocytes","grey60","Myocytes","Med1",0.804086044327207,FALSE
"Med10_Myocytes","greenyellow","Myocytes","Med10",0.406151592864345,FALSE
"Med11_Myocytes","darkmagenta","Myocytes","Med11",0.150375978652303,FALSE
"Med12_Myocytes","orange","Myocytes","Med12",0.697482635223512,FALSE
"Med13_Myocytes","blue","Myocytes","Med13",0.324572364167478,FALSE
"Med13l_Myocytes","grey60","Myocytes","Med13l",0.687530917928748,FALSE
"Med14_Myocytes","grey60","Myocytes","Med14",0.805084084735021,FALSE
"Med15_Myocytes","grey60","Myocytes","Med15",0.803463133385242,FALSE
"Med16_Myocytes","grey60","Myocytes","Med16",0.842420141133038,FALSE
"Med17_Myocytes","tan","Myocytes","Med17",0.561444394176944,FALSE
"Med18_Myocytes","darkorange","Myocytes","Med18",0.279042336043176,FALSE
"Med19_Myocytes","tan","Myocytes","Med19",0.45365783143722,FALSE
"Med20_Myocytes","greenyellow","Myocytes","Med20",0.61985005081415,TRUE
"Med22_Myocytes","grey60","Myocytes","Med22",0.898973306556921,TRUE
"Med23_Myocytes","black","Myocytes","Med23",0.550026282973641,FALSE
"Med24_Myocytes","tan","Myocytes","Med24",0.569319571492169,FALSE
"Med26_Myocytes","black","Myocytes","Med26",0.661638898210079,FALSE
"Med27_Myocytes","grey60","Myocytes","Med27",0.819283497380378,FALSE
"Med28_Myocytes","greenyellow","Myocytes","Med28",0.399495754840081,FALSE
"Med29_Myocytes","tan","Myocytes","Med29",0.503971905681221,FALSE
"Med30_Myocytes","darkred","Myocytes","Med30",0.384230914789007,FALSE
"Med31_Myocytes","blue","Myocytes","Med31",0.16132358489275,FALSE
"Med6_Myocytes","greenyellow","Myocytes","Med6",0.610589269119322,TRUE
"Med7_Myocytes","orange","Myocytes","Med7",0.699781527743873,FALSE
"Med8_Myocytes","orange","Myocytes","Med8",0.616137350374363,FALSE
"Med9_Myocytes","orange","Myocytes","Med9",0.712639753562596,FALSE
"Mef2a_Myocytes","darkgreen","Myocytes","Mef2a",0.746252251256108,FALSE
"Mef2c_Myocytes","lightcyan","Myocytes","Mef2c",0.260615132488649,FALSE
"Mef2d_Myocytes","black","Myocytes","Mef2d",0.721826353120337,FALSE
"Meg3_Myocytes","pink","Myocytes","Meg3",0.41663163889065,FALSE
"Megf10_Myocytes","green","Myocytes","Megf10",0.15200070391608,FALSE
"Megf8_Myocytes","grey60","Myocytes","Megf8",0.696675685818442,FALSE
"Meig1_Myocytes","pink","Myocytes","Meig1",0.572951444778658,FALSE
"Meis1_Myocytes","darkmagenta","Myocytes","Meis1",0.276143150303996,FALSE
"Meis3_Myocytes","greenyellow","Myocytes","Meis3",0.377647268363072,FALSE
"Memo1_Myocytes","darkgreen","Myocytes","Memo1",0.718270923933656,FALSE
"Meox1_Myocytes","darkorange","Myocytes","Meox1",0.224458184845635,FALSE
"Meox2_Myocytes","magenta","Myocytes","Meox2",0.599102591110089,FALSE
"Mepce_Myocytes","magenta","Myocytes","Mepce",0.650503746669324,FALSE
"Mertk_Myocytes","black","Myocytes","Mertk",0.549961899623087,FALSE
"Mesdc1_Myocytes","grey60","Myocytes","Mesdc1",0.615744543746356,FALSE
"Mesdc2_Myocytes","greenyellow","Myocytes","Mesdc2",0.639171320113915,TRUE
"Met_Myocytes","pink","Myocytes","Met",0.615013273539527,TRUE
"Metap1_Myocytes","grey60","Myocytes","Metap1",0.910655869729216,TRUE
"Metap1d_Myocytes","black","Myocytes","Metap1d",0.298023701689697,FALSE
"Metap2_Myocytes","tan","Myocytes","Metap2",0.833490748497863,TRUE
"Metrn_Myocytes","tan","Myocytes","Metrn",0.526502058368299,FALSE
"Metrnl_Myocytes","tan","Myocytes","Metrnl",0.650148052324641,FALSE
"Mettl1_Myocytes","magenta","Myocytes","Mettl1",0.657983998053692,FALSE
"Mettl10_Myocytes","magenta","Myocytes","Mettl10",0.606034347977623,FALSE
"Mettl11a_Myocytes","black","Myocytes","Mettl11a",0.193127365991703,FALSE
"Mettl11b_Myocytes","darkgreen","Myocytes","Mettl11b",0.658361117364401,FALSE
"Mettl13_Myocytes","green","Myocytes","Mettl13",0.107511703962395,FALSE
"Mettl14_Myocytes","blue","Myocytes","Mettl14",0.128061859521264,FALSE
"Mettl15_Myocytes","grey60","Myocytes","Mettl15",0.846348204336793,FALSE
"Mettl16_Myocytes","grey60","Myocytes","Mettl16",0.727542242722203,FALSE
"Mettl17_Myocytes","greenyellow","Myocytes","Mettl17",0.439125926907171,FALSE
"Mettl2_Myocytes","magenta","Myocytes","Mettl2",0.643929144540409,FALSE
"Mettl21a_Myocytes","brown","Myocytes","Mettl21a",0.584768918105098,FALSE
"Mettl22_Myocytes","magenta","Myocytes","Mettl22",0.876840126931254,TRUE
"Mettl3_Myocytes","orange","Myocytes","Mettl3",0.701833578410056,FALSE
"Mettl4_Myocytes","greenyellow","Myocytes","Mettl4",0.468168771308054,FALSE
"Mettl6_Myocytes","black","Myocytes","Mettl6",0.477509838622375,FALSE
"Mettl7a1_Myocytes","blue","Myocytes","Mettl7a1",0.194374401264846,FALSE
"Mettl8_Myocytes","magenta","Myocytes","Mettl8",0.684674301546334,FALSE
"Mettl9_Myocytes","orange","Myocytes","Mettl9",0.849118913703775,TRUE
"Mfap1a_Myocytes","tan","Myocytes","Mfap1a",0.369234147367027,FALSE
"Mfap1b_Myocytes","greenyellow","Myocytes","Mfap1b",0.508552548315134,FALSE
"Mfap2_Myocytes","magenta","Myocytes","Mfap2",0.574154418418305,FALSE
"Mfap3_Myocytes","darkgrey","Myocytes","Mfap3",0.193997495619799,FALSE
"Mfap3l_Myocytes","magenta","Myocytes","Mfap3l",0.899781738003863,TRUE
"Mff_Myocytes","lightcyan","Myocytes","Mff",0.547974251774005,FALSE
"Mfge8_Myocytes","tan","Myocytes","Mfge8",0.698770478903018,FALSE
"Mfhas1_Myocytes","greenyellow","Myocytes","Mfhas1",0.683007444051604,TRUE
"Mfn1_Myocytes","brown","Myocytes","Mfn1",0.728985462075281,FALSE
"Mfn2_Myocytes","brown","Myocytes","Mfn2",0.809217588279422,TRUE
"Mfng_Myocytes","green","Myocytes","Mfng",0.117257329777191,FALSE
"Mfsd1_Myocytes","greenyellow","Myocytes","Mfsd1",0.492462977895479,FALSE
"Mfsd10_Myocytes","magenta","Myocytes","Mfsd10",0.449605698680721,FALSE
"Mfsd3_Myocytes","magenta","Myocytes","Mfsd3",0.815244370798398,FALSE
"Mfsd4_Myocytes","black","Myocytes","Mfsd4",0.724053371161534,FALSE
"Mfsd5_Myocytes","grey60","Myocytes","Mfsd5",0.856958726502521,TRUE
"Mfsd7b_Myocytes","magenta","Myocytes","Mfsd7b",0.521881281901652,FALSE
"Mga_Myocytes","grey60","Myocytes","Mga",0.738080945596806,FALSE
"Mgat1_Myocytes","grey60","Myocytes","Mgat1",0.829156294777746,FALSE
"Mgat2_Myocytes","tan","Myocytes","Mgat2",0.59014463901102,FALSE
"Mgat3_Myocytes","magenta","Myocytes","Mgat3",0.419677023360441,FALSE
"Mgat5_Myocytes","black","Myocytes","Mgat5",0.694724417719732,FALSE
"Mgll_Myocytes","tan","Myocytes","Mgll",0.89123835088201,TRUE
"Mgmt_Myocytes","tan","Myocytes","Mgmt",0.732212312455784,FALSE
"Mgp_Myocytes","lightcyan","Myocytes","Mgp",0.703767780249441,TRUE
"Mgrn1_Myocytes","blue","Myocytes","Mgrn1",0.52094269298539,FALSE
"Mgst1_Myocytes","greenyellow","Myocytes","Mgst1",0.484289388206753,FALSE
"Mia3_Myocytes","tan","Myocytes","Mia3",0.877331850442116,TRUE
"Mib2_Myocytes","tan","Myocytes","Mib2",0.700029099298202,FALSE
"Mical1_Myocytes","magenta","Myocytes","Mical1",0.579741556799713,FALSE
"Mical2_Myocytes","midnightblue","Myocytes","Mical2",0.288160058518086,FALSE
"Mical3_Myocytes","grey60","Myocytes","Mical3",0.691434667443524,FALSE
"Micall1_Myocytes","midnightblue","Myocytes","Micall1",0.676036881108913,TRUE
"Micu1_Myocytes","tan","Myocytes","Micu1",0.516619147117357,FALSE
"Mid2_Myocytes","grey60","Myocytes","Mid2",0.781304831742132,FALSE
"Midn_Myocytes","midnightblue","Myocytes","Midn",0.446899558993512,FALSE
"Mier1_Myocytes","greenyellow","Myocytes","Mier1",0.535507622219096,FALSE
"Mier2_Myocytes","magenta","Myocytes","Mier2",0.816849755589093,FALSE
"Mier3_Myocytes","magenta","Myocytes","Mier3",0.747109230977621,FALSE
"Mif_Myocytes","brown","Myocytes","Mif",0.584111510335633,FALSE
"Mif4gd_Myocytes","grey60","Myocytes","Mif4gd",0.873654430137522,TRUE
"Miip_Myocytes","magenta","Myocytes","Miip",0.65244047577751,FALSE
"Mina_Myocytes","grey60","Myocytes","Mina",0.635855087516178,FALSE
"Mink1_Myocytes","greenyellow","Myocytes","Mink1",0.385830720404555,FALSE
"Minos1_Myocytes","brown","Myocytes","Minos1",0.586268487690721,FALSE
"Mios_Myocytes","magenta","Myocytes","Mios",0.759558130524252,FALSE
"Mipep_Myocytes","tan","Myocytes","Mipep",0.928237401635913,TRUE
"Mipol1_Myocytes","darkgreen","Myocytes","Mipol1",0.747523640966639,FALSE
"Mir1199_Myocytes","darkgreen","Myocytes","Mir1199",0.720920890614723,FALSE
"Mir125b-2_Myocytes","darkgreen","Myocytes","Mir125b-2",0.732438856526961,FALSE
"Mir126_Myocytes","darkturquoise","Myocytes","Mir126",0.268965074629909,FALSE
"Mir133a-2_Myocytes","pink","Myocytes","Mir133a-2",0.588152498501184,FALSE
"Mir16-1_Myocytes","pink","Myocytes","Mir16-1",0.268356457971207,FALSE
"Mir1938_Myocytes","green","Myocytes","Mir1938",0.183952037602267,FALSE
"Mir1956_Myocytes","green","Myocytes","Mir1956",0.164283997509703,FALSE
"Mir207_Myocytes","darkturquoise","Myocytes","Mir207",0.216397933861966,FALSE
"Mir3064_Myocytes","midnightblue","Myocytes","Mir3064",0.221722800211883,FALSE
"Mir3112_Myocytes","pink","Myocytes","Mir3112",0.488301210334305,FALSE
"Mir568_Myocytes","darkgreen","Myocytes","Mir568",0.932646088512056,TRUE
"Mir684-1_Myocytes","darkgreen","Myocytes","Mir684-1",0.766738280614136,FALSE
"Mir692-1_Myocytes","darkgreen","Myocytes","Mir692-1",0.751419798926254,FALSE
"Mir703_Myocytes","royalblue","Myocytes","Mir703",0.707812853853703,FALSE
"Mir707_Myocytes","darkgreen","Myocytes","Mir707",0.595175214964601,FALSE
"Mirlet7d_Myocytes","pink","Myocytes","Mirlet7d",0.596659508799371,TRUE
"Mirlet7f-1_Myocytes","pink","Myocytes","Mirlet7f-1",0.469243749702677,FALSE
"Mis12_Myocytes","greenyellow","Myocytes","Mis12",0.718550900927008,TRUE
"Mitd1_Myocytes","darkgrey","Myocytes","Mitd1",0.260864730200572,FALSE
"Mki67_Myocytes","pink","Myocytes","Mki67",0.383780961394881,FALSE
"Mkks_Myocytes","brown","Myocytes","Mkks",0.589133150127805,FALSE
"Mkl1_Myocytes","magenta","Myocytes","Mkl1",0.668527267131533,FALSE
"Mkl2_Myocytes","blue","Myocytes","Mkl2",0.445019184604327,FALSE
"Mknk1_Myocytes","magenta","Myocytes","Mknk1",0.727862922564751,FALSE
"Mknk2_Myocytes","greenyellow","Myocytes","Mknk2",0.687682901909354,TRUE
"Mkrn1_Myocytes","orange","Myocytes","Mkrn1",0.435144485535753,FALSE
"Mks1_Myocytes","orange","Myocytes","Mks1",0.796226834565972,FALSE
"Mlana_Myocytes","darkorange","Myocytes","Mlana",0.443483491891234,FALSE
"Mlec_Myocytes","magenta","Myocytes","Mlec",0.794020880855922,FALSE
"Mlf1_Myocytes","royalblue","Myocytes","Mlf1",0.884340216985645,TRUE
"Mlh1_Myocytes","magenta","Myocytes","Mlh1",0.825200163639725,FALSE
"Mll1_Myocytes","tan","Myocytes","Mll1",0.608369100265985,FALSE
"Mll2_Myocytes","orange","Myocytes","Mll2",0.38855992360413,FALSE
"Mll5_Myocytes","greenyellow","Myocytes","Mll5",0.758498784723668,TRUE
"Mllt10_Myocytes","grey60","Myocytes","Mllt10",0.772072838508793,FALSE
"Mllt11_Myocytes","darkorange","Myocytes","Mllt11",0.263463786703847,FALSE
"Mllt3_Myocytes","orange","Myocytes","Mllt3",0.549771743037552,FALSE
"Mllt6_Myocytes","brown","Myocytes","Mllt6",0.730223385208313,FALSE
"Mlst8_Myocytes","magenta","Myocytes","Mlst8",0.809394743333903,FALSE
"Mlx_Myocytes","grey60","Myocytes","Mlx",0.76468691826424,FALSE
"Mlxip_Myocytes","tan","Myocytes","Mlxip",0.7984901244401,FALSE
"Mmaa_Myocytes","grey60","Myocytes","Mmaa",0.875599890175693,TRUE
"Mmab_Myocytes","grey60","Myocytes","Mmab",0.692160676298526,FALSE
"Mmachc_Myocytes","orange","Myocytes","Mmachc",0.4160331634252,FALSE
"Mmadhc_Myocytes","tan","Myocytes","Mmadhc",0.574745632329931,FALSE
"Mmd2_Myocytes","pink","Myocytes","Mmd2",0.46112103242944,FALSE
"Mme_Myocytes","darkgreen","Myocytes","Mme",0.751223114764321,FALSE
"Mmgt1_Myocytes","blue","Myocytes","Mmgt1",0.0871935943717452,FALSE
"Mmgt2_Myocytes","tan","Myocytes","Mmgt2",0.670653529727629,FALSE
"Mmp11_Myocytes","magenta","Myocytes","Mmp11",0.818728243586439,FALSE
"Mmp14_Myocytes","darkgreen","Myocytes","Mmp14",0.55780324394459,FALSE
"Mmp15_Myocytes","orange","Myocytes","Mmp15",0.702987254916219,FALSE
"Mmp3_Myocytes","greenyellow","Myocytes","Mmp3",0.408147752181372,FALSE
"Mmrn2_Myocytes","tan","Myocytes","Mmrn2",0.506207425975847,FALSE
"Mms19_Myocytes","black","Myocytes","Mms19",0.37203272991318,FALSE
"Mn1_Myocytes","tan","Myocytes","Mn1",0.561093645446715,FALSE
"Mnat1_Myocytes","blue","Myocytes","Mnat1",0.344866989242692,FALSE
"Mnd1_Myocytes","darkgreen","Myocytes","Mnd1",0.774708603322061,FALSE
"Mnt_Myocytes","magenta","Myocytes","Mnt",0.494219767438149,FALSE
"Moap1_Myocytes","greenyellow","Myocytes","Moap1",0.354677060221715,FALSE
"Mob1a_Myocytes","darkgreen","Myocytes","Mob1a",0.898854040838741,TRUE
"Mob1b_Myocytes","tan","Myocytes","Mob1b",0.552023057105548,FALSE
"Mob3a_Myocytes","black","Myocytes","Mob3a",0.49235787415139,FALSE
"Mob3c_Myocytes","magenta","Myocytes","Mob3c",0.543560077053826,FALSE
"Mob4_Myocytes","brown","Myocytes","Mob4",0.611515064580082,FALSE
"Mobp_Myocytes","pink","Myocytes","Mobp",0.544205727851497,FALSE
"Mocos_Myocytes","black","Myocytes","Mocos",0.602793246753604,FALSE
"Mocs1_Myocytes","black","Myocytes","Mocs1",0.365023565969954,FALSE
"Mocs2_Myocytes","greenyellow","Myocytes","Mocs2",0.460862285560239,FALSE
"Mocs3_Myocytes","magenta","Myocytes","Mocs3",0.628635530149925,FALSE
"Mogat2_Myocytes","pink","Myocytes","Mogat2",0.473153231514844,FALSE
"Mogs_Myocytes","magenta","Myocytes","Mogs",0.635291311073127,FALSE
"Mon1a_Myocytes","grey60","Myocytes","Mon1a",0.716356087499581,FALSE
"Mon1b_Myocytes","black","Myocytes","Mon1b",0.578448592392608,FALSE
"Mon2_Myocytes","midnightblue","Myocytes","Mon2",0.466409161581857,FALSE
"Morc2a_Myocytes","grey60","Myocytes","Morc2a",0.698171793100506,FALSE
"Morc3_Myocytes","greenyellow","Myocytes","Morc3",0.524380568579525,FALSE
"Morc4_Myocytes","darkgreen","Myocytes","Morc4",0.740219290672179,FALSE
"Morf4l1_Myocytes","brown","Myocytes","Morf4l1",0.770329869634732,FALSE
"Morf4l2_Myocytes","tan","Myocytes","Morf4l2",0.512188982828435,FALSE
"Morn2_Myocytes","darkred","Myocytes","Morn2",0.661735802148153,FALSE
"Mospd1_Myocytes","greenyellow","Myocytes","Mospd1",0.430930095577685,FALSE
"Mospd2_Myocytes","sienna3","Myocytes","Mospd2",0.168634502854062,FALSE
"Mospd3_Myocytes","tan","Myocytes","Mospd3",0.719187650823273,FALSE
"Mov10_Myocytes","magenta","Myocytes","Mov10",0.53935067513913,FALSE
"Mov10l1_Myocytes","orange","Myocytes","Mov10l1",0.9052896479865,TRUE
"Mpdz_Myocytes","orange","Myocytes","Mpdz",0.644734150921736,FALSE
"Mpg_Myocytes","orange","Myocytes","Mpg",0.666729499831668,FALSE
"Mphosph10_Myocytes","magenta","Myocytes","Mphosph10",0.78930218160486,FALSE
"Mphosph6_Myocytes","orange","Myocytes","Mphosph6",0.601275179432704,FALSE
"Mphosph9_Myocytes","tan","Myocytes","Mphosph9",0.525313580943757,FALSE
"Mpnd_Myocytes","blue","Myocytes","Mpnd",0.423139246567899,FALSE
"Mpp1_Myocytes","black","Myocytes","Mpp1",0.579960620537123,FALSE
"Mpp2_Myocytes","magenta","Myocytes","Mpp2",0.556184989329511,FALSE
"Mpp5_Myocytes","grey60","Myocytes","Mpp5",0.676904898142831,FALSE
