"gene_celltype","module","celltype","gene","kME"
"Atp11c_SmoothMuscleCells","darkorange","SmoothMuscleCells","Atp11c",0.627531308164565
"Bambi-ps1_SmoothMuscleCells","darkorange","SmoothMuscleCells","Bambi-ps1",0.62022361412895
"Ctbs_SmoothMuscleCells","darkorange","SmoothMuscleCells","Ctbs",0.604829344506929
"Hibch_SmoothMuscleCells","darkorange","SmoothMuscleCells","Hibch",0.597342576656028
"Nts_Fibroblasts","darkorange","Fibroblasts","Nts",0.597282040802296
"Cpne8_SmoothMuscleCells","darkorange","SmoothMuscleCells","Cpne8",0.592780651413496
"Ptpre_SmoothMuscleCells","darkorange","SmoothMuscleCells","Ptpre",0.592770313323065
"Icam1_SmoothMuscleCells","darkorange","SmoothMuscleCells","Icam1",0.588329109955734
"Plk3_SmoothMuscleCells","darkorange","SmoothMuscleCells","Plk3",0.586745955254104
"Fmo1_SmoothMuscleCells","darkorange","SmoothMuscleCells","Fmo1",0.582586210073652
"Lrrk1_SmoothMuscleCells","darkorange","SmoothMuscleCells","Lrrk1",0.580788920274104
"Mitf_SmoothMuscleCells","darkorange","SmoothMuscleCells","Mitf",0.575499573232715
"1190005I06Rik_EndocardialCells","darkorange","EndocardialCells","1190005I06Rik",0.575401283979161
"Pola1_SmoothMuscleCells","darkorange","SmoothMuscleCells","Pola1",0.575206205176108
"2610301B20Rik_SmoothMuscleCells","darkorange","SmoothMuscleCells","2610301B20Rik",0.574063717557949
"Bend7_SmoothMuscleCells","darkorange","SmoothMuscleCells","Bend7",0.572393738618039
"Rcc1_SmoothMuscleCells","darkorange","SmoothMuscleCells","Rcc1",0.567528231779424
"Tifa_SmoothMuscleCells","darkorange","SmoothMuscleCells","Tifa",0.561889050976568
"Cdon_EndocardialCells","darkorange","EndocardialCells","Cdon",0.561708570571915
"Rapsn_SmoothMuscleCells","darkorange","SmoothMuscleCells","Rapsn",0.556608112164072
"B130034C11Rik_EndocardialCells","darkorange","EndocardialCells","B130034C11Rik",0.554353922346696
"Pld2_SmoothMuscleCells","darkorange","SmoothMuscleCells","Pld2",0.552633030366007
"Klra3_EndothelialCells","darkorange","EndothelialCells","Klra3",0.552315999119997
"Ank2_SmoothMuscleCells","darkorange","SmoothMuscleCells","Ank2",0.551754533293149
"Coil_SmoothMuscleCells","darkorange","SmoothMuscleCells","Coil",0.551606014967076
"Snhg7_SmoothMuscleCells","darkorange","SmoothMuscleCells","Snhg7",0.550315155024015
"Stk32b_EndocardialCells","darkorange","EndocardialCells","Stk32b",0.548887592451222
"1110067D22Rik_Myocytes","darkorange","Myocytes","1110067D22Rik",0.548250703741118
"AU021092_SmoothMuscleCells","darkorange","SmoothMuscleCells","AU021092",0.54794388258351
"Jag2_SmoothMuscleCells","darkorange","SmoothMuscleCells","Jag2",0.547361458868629
"Brms1l_EndocardialCells","darkred","EndocardialCells","Brms1l",0.882227470248342
"Klhl4_EndocardialCells","darkred","EndocardialCells","Klhl4",0.878623470106484
"Polr3a_EndocardialCells","darkred","EndocardialCells","Polr3a",0.870473654519934
"Bcor_EndocardialCells","darkred","EndocardialCells","Bcor",0.869245748355068
"Fsd1l_EndocardialCells","darkred","EndocardialCells","Fsd1l",0.864127356110624
"Evc_EndocardialCells","darkred","EndocardialCells","Evc",0.862882961709337
"Pkia_EndocardialCells","darkred","EndocardialCells","Pkia",0.862862624475159
"Nradd_EndocardialCells","darkred","EndocardialCells","Nradd",0.857021743753602
"Sft2d3_EndocardialCells","darkred","EndocardialCells","Sft2d3",0.854653060203691
"Fam171a2_EndocardialCells","darkred","EndocardialCells","Fam171a2",0.854047990772747
"Gmds_EndocardialCells","darkred","EndocardialCells","Gmds",0.849006134818595
"Anks3_EndocardialCells","darkred","EndocardialCells","Anks3",0.847442218373168
"Tgfb1_Myocytes","darkred","Myocytes","Tgfb1",0.84402401701177
"Akap1_EndocardialCells","darkred","EndocardialCells","Akap1",0.840551586787243
"Mrps10_EndocardialCells","darkred","EndocardialCells","Mrps10",0.840370144578754
"Samm50_EndocardialCells","darkred","EndocardialCells","Samm50",0.839615303968296
"Dtnbp1_EndocardialCells","darkred","EndocardialCells","Dtnbp1",0.832809735170844
"Mpzl1_EndocardialCells","darkred","EndocardialCells","Mpzl1",0.832286270513931
"Vps18_EndocardialCells","darkred","EndocardialCells","Vps18",0.823372141838305
"9130221H12Rik_EndocardialCells","darkred","EndocardialCells","9130221H12Rik",0.821937412332467
"Grk5_EndocardialCells","darkred","EndocardialCells","Grk5",0.819327170607748
"Zcchc3_EndocardialCells","darkred","EndocardialCells","Zcchc3",0.818489309071659
"Afg3l2_EndocardialCells","darkred","EndocardialCells","Afg3l2",0.817702813113482
"Zfp664_SmoothMuscleCells","darkred","SmoothMuscleCells","Zfp664",0.817336283578519
"Dnajc30_EndocardialCells","darkred","EndocardialCells","Dnajc30",0.814789745462312
"Wbp1_EndocardialCells","darkred","EndocardialCells","Wbp1",0.813943153750591
"Manf_SmoothMuscleCells","darkred","SmoothMuscleCells","Manf",0.811856065524842
"A930004D18Rik_Fibroblasts","darkred","Fibroblasts","A930004D18Rik",0.809858836093543
"Tlcd2_EndocardialCells","darkred","EndocardialCells","Tlcd2",0.807845419146995
"Polr3gl_SmoothMuscleCells","darkred","SmoothMuscleCells","Polr3gl",0.805918422999438
"Tdrd3_EndocardialCells","darkred","EndocardialCells","Tdrd3",0.804522699464882
"Slc45a4_EndocardialCells","darkred","EndocardialCells","Slc45a4",0.803031099820632
"Cpeb2_EndocardialCells","darkred","EndocardialCells","Cpeb2",0.802906227909022
"Smg5_EndocardialCells","darkred","EndocardialCells","Smg5",0.802669276013253
"Hmgxb3_EndocardialCells","darkred","EndocardialCells","Hmgxb3",0.801107891911295
"Anapc1_EndocardialCells","darkred","EndocardialCells","Anapc1",0.801000960533756
"2410004N09Rik_EndocardialCells","darkred","EndocardialCells","2410004N09Rik",0.799748941678376
"Ubac2_EndocardialCells","darkred","EndocardialCells","Ubac2",0.799562217415094
"Ccng1_EndocardialCells","darkred","EndocardialCells","Ccng1",0.798139189278624
"Rap1gds1_SmoothMuscleCells","darkred","SmoothMuscleCells","Rap1gds1",0.796833294422163
"Pomt1_EndocardialCells","darkred","EndocardialCells","Pomt1",0.79671785177427
"Pgm5_SmoothMuscleCells","darkred","SmoothMuscleCells","Pgm5",0.796552077393401
"Nudt18_SmoothMuscleCells","darkred","SmoothMuscleCells","Nudt18",0.795991174930624
"Armcx2_EndocardialCells","darkred","EndocardialCells","Armcx2",0.795117411834188
"Paqr4_EndocardialCells","darkred","EndocardialCells","Paqr4",0.79263051704315
"Dpp3_SmoothMuscleCells","darkred","SmoothMuscleCells","Dpp3",0.785392711593521
"Triap1_EndocardialCells","darkred","EndocardialCells","Triap1",0.784084342045948
"Vbp1_SmoothMuscleCells","darkred","SmoothMuscleCells","Vbp1",0.782301605866877
"Zfp524_EndocardialCells","darkred","EndocardialCells","Zfp524",0.781975852372868
"Heatr5b_EndocardialCells","darkred","EndocardialCells","Heatr5b",0.780976415660602
"Mex3d_EndocardialCells","darkred","EndocardialCells","Mex3d",0.779746498824586
"0610007N19Rik_EndocardialCells","darkred","EndocardialCells","0610007N19Rik",0.778772692268911
"Mapk9_SmoothMuscleCells","darkred","SmoothMuscleCells","Mapk9",0.773568147007187
"Acaca_EndocardialCells","darkred","EndocardialCells","Acaca",0.773417512556622
"Cstf3_EndocardialCells","darkred","EndocardialCells","Cstf3",0.771216364200509
"Rcbtb1_EndocardialCells","darkred","EndocardialCells","Rcbtb1",0.768618254655678
"Tmem106a_SmoothMuscleCells","darkred","SmoothMuscleCells","Tmem106a",0.768172331535286
"Gm14322_EndocardialCells","darkred","EndocardialCells","Gm14322",0.76772649265478
"Cc2d1a_EndocardialCells","darkred","EndocardialCells","Cc2d1a",0.766832925546238
"Phc2_SmoothMuscleCells","darkred","SmoothMuscleCells","Phc2",0.766790602122317
"Ppp2cb_Myocytes","darkred","Myocytes","Ppp2cb",0.766118318520317
"Diexf_EndocardialCells","darkred","EndocardialCells","Diexf",0.765967850783218
"1600012H06Rik_EndocardialCells","darkred","EndocardialCells","1600012H06Rik",0.764914162274584
"Cul9_EndocardialCells","darkred","EndocardialCells","Cul9",0.764649272944371
"Obfc2b_EndocardialCells","darkred","EndocardialCells","Obfc2b",0.763541270015393
"Pwp2_EndocardialCells","darkred","EndocardialCells","Pwp2",0.762091439656873
"Mbd3_EndocardialCells","darkred","EndocardialCells","Mbd3",0.760538019274221
"Tfb2m_EndocardialCells","darkred","EndocardialCells","Tfb2m",0.759333731733324
"Zdhhc18_EndocardialCells","darkred","EndocardialCells","Zdhhc18",0.757605463280302
"Sppl3_Myocytes","darkred","Myocytes","Sppl3",0.756141207439041
"Bmi1_EndocardialCells","darkred","EndocardialCells","Bmi1",0.755347173058811
"Fam3a_EndocardialCells","darkred","EndocardialCells","Fam3a",0.755315893860058
"Yif1a_EndocardialCells","darkred","EndocardialCells","Yif1a",0.753999256820721
"Rnf216_EndocardialCells","darkred","EndocardialCells","Rnf216",0.753967130134443
"Tmem188_EndocardialCells","darkred","EndocardialCells","Tmem188",0.753316170546076
"Rpl7l1_SmoothMuscleCells","darkred","SmoothMuscleCells","Rpl7l1",0.753073601634052
"Ctif_EndocardialCells","darkred","EndocardialCells","Ctif",0.75289687015406
"Kazald1_Myocytes","darkred","Myocytes","Kazald1",0.752746603255997
"Col25a1_EndocardialCells","darkred","EndocardialCells","Col25a1",0.750897448148473
"Trim41_SmoothMuscleCells","darkred","SmoothMuscleCells","Trim41",0.749371168281459
"Marveld1_Myocytes","darkred","Myocytes","Marveld1",0.749327154233413
"C330007P06Rik_SmoothMuscleCells","darkred","SmoothMuscleCells","C330007P06Rik",0.74798517976804
"Pknox2_EndocardialCells","darkred","EndocardialCells","Pknox2",0.746998449672326
"Tcf7_Fibroblasts","darkturquoise","Fibroblasts","Tcf7",0.758230766778561
"Hsp90b1_EndothelialCells","darkturquoise","EndothelialCells","Hsp90b1",0.749968676966286
"Atxn1_SmoothMuscleCells","darkturquoise","SmoothMuscleCells","Atxn1",0.678723824503349
"4930578C19Rik_EndothelialCells","darkturquoise","EndothelialCells","4930578C19Rik",0.670941910034791
"Serpinb1a_SmoothMuscleCells","darkturquoise","SmoothMuscleCells","Serpinb1a",0.670620573884714
"Snord104_Fibroblasts","darkturquoise","Fibroblasts","Snord104",0.655045781550199
"Prim1_Leukocytes","darkturquoise","Leukocytes","Prim1",0.648754098970672
"Fnbp1_EndocardialCells","darkturquoise","EndocardialCells","Fnbp1",0.64458995660127
"Aldh4a1_SmoothMuscleCells","darkturquoise","SmoothMuscleCells","Aldh4a1",0.638259837692873
"Snord42b_Fibroblasts","darkturquoise","Fibroblasts","Snord42b",0.635894416782546
"Btg3_EndocardialCells","darkturquoise","EndocardialCells","Btg3",0.634982482489841
"Nsun3_Fibroblasts","darkturquoise","Fibroblasts","Nsun3",0.629914488799787
"Stx1b_Fibroblasts","darkturquoise","Fibroblasts","Stx1b",0.624536269933844
"Ppp1r1a_SmoothMuscleCells","darkturquoise","SmoothMuscleCells","Ppp1r1a",0.616637727163062
"Parvg_Fibroblasts","darkturquoise","Fibroblasts","Parvg",0.614433392169129
"Gm13749_Fibroblasts","darkturquoise","Fibroblasts","Gm13749",0.61248745191501
"Fahd1_EndocardialCells","darkturquoise","EndocardialCells","Fahd1",0.606792959056182
"Mamdc4_Fibroblasts","darkturquoise","Fibroblasts","Mamdc4",0.603888616089432
"Shroom4_EndothelialCells","darkturquoise","EndothelialCells","Shroom4",0.601631710074966
"4921530D09Rik_Fibroblasts","darkturquoise","Fibroblasts","4921530D09Rik",0.600018358877943
"Tmem196_Fibroblasts","darkturquoise","Fibroblasts","Tmem196",0.597850330322503
"Dapp1_Fibroblasts","darkturquoise","Fibroblasts","Dapp1",0.597067716553085
"Far2_Fibroblasts","darkturquoise","Fibroblasts","Far2",0.595911653187134
"Dfna5_Fibroblasts","darkturquoise","Fibroblasts","Dfna5",0.584395067677364
"Kcnn4_EndocardialCells","darkturquoise","EndocardialCells","Kcnn4",0.584074636209959
"Cblc_Fibroblasts","darkturquoise","Fibroblasts","Cblc",0.583723848439222
"Rorb_Fibroblasts","darkturquoise","Fibroblasts","Rorb",0.5834238658282
"BC039771_Fibroblasts","darkturquoise","Fibroblasts","BC039771",0.581311987209578
"Snora61_Fibroblasts","darkturquoise","Fibroblasts","Snora61",0.570158508483116
"2210416O15Rik_Fibroblasts","darkturquoise","Fibroblasts","2210416O15Rik",0.567035965754653
"Camp_Fibroblasts","darkturquoise","Fibroblasts","Camp",0.56597466504882
"Sgsm3_Leukocytes","darkturquoise","Leukocytes","Sgsm3",0.563077937925715
"C730002L08Rik_Fibroblasts","darkturquoise","Fibroblasts","C730002L08Rik",0.561502664100501
"Anapc5_Leukocytes","darkturquoise","Leukocytes","Anapc5",0.559119259575394
"Camk2a_Fibroblasts","darkturquoise","Fibroblasts","Camk2a",0.557021163858516
"Gm5801_EndocardialCells","darkturquoise","EndocardialCells","Gm5801",0.552328541664514
"Gipc3_EndothelialCells","darkturquoise","EndothelialCells","Gipc3",0.552035872940308
"Nap1l2_Fibroblasts","darkturquoise","Fibroblasts","Nap1l2",0.549505386576469
"Casc1_Fibroblasts","darkturquoise","Fibroblasts","Casc1",0.548501962227186
"Rmnd1_EndothelialCells","darkturquoise","EndothelialCells","Rmnd1",0.548329209739952
"Star_Fibroblasts","darkturquoise","Fibroblasts","Star",0.547854673377347
"Chi3l1_Fibroblasts","darkturquoise","Fibroblasts","Chi3l1",0.547838692630501
"Psmd6_Leukocytes","darkturquoise","Leukocytes","Psmd6",0.547406621990583
"Nqo1_Fibroblasts","darkturquoise","Fibroblasts","Nqo1",0.547321422923335
"Fasn_Leukocytes","darkturquoise","Leukocytes","Fasn",0.54634280596805
"Gm4956_Fibroblasts","darkturquoise","Fibroblasts","Gm4956",0.544340083431397
"Kcnq4_Fibroblasts","darkturquoise","Fibroblasts","Kcnq4",0.543138011370728
"F8a_EndocardialCells","darkturquoise","EndocardialCells","F8a",0.540784321522508
"Rpusd2_EndothelialCells","darkturquoise","EndothelialCells","Rpusd2",0.538469855911499
"Mir100_Fibroblasts","darkturquoise","Fibroblasts","Mir100",0.536999193447043
"Panx1_EndothelialCells","darkturquoise","EndothelialCells","Panx1",0.532439158627313
"Trappc2_Leukocytes","darkturquoise","Leukocytes","Trappc2",0.528606025157224
"Dbr1_Fibroblasts","darkturquoise","Fibroblasts","Dbr1",0.526595195098705
"Snora44_Fibroblasts","darkturquoise","Fibroblasts","Snora44",0.526529580588463
"Rbks_Leukocytes","darkturquoise","Leukocytes","Rbks",0.525696597341276
"Mzf1_Fibroblasts","darkturquoise","Fibroblasts","Mzf1",0.52537101885536
"Ctcfl_Fibroblasts","darkturquoise","Fibroblasts","Ctcfl",0.524719250989136
"Fhl4_Fibroblasts","darkturquoise","Fibroblasts","Fhl4",0.524117802319262
"Grin3a_Fibroblasts","darkturquoise","Fibroblasts","Grin3a",0.519845917559219
"Rab27a_EndothelialCells","darkturquoise","EndothelialCells","Rab27a",0.515200566006078
"Adi1_Fibroblasts","darkturquoise","Fibroblasts","Adi1",0.512960444506246
"Osm_Leukocytes","darkturquoise","Leukocytes","Osm",0.510646451812862
"Ltb4r1_Fibroblasts","darkturquoise","Fibroblasts","Ltb4r1",0.509777875736221
"Gm2518_Fibroblasts","darkturquoise","Fibroblasts","Gm2518",0.508562848128775
"Cldn7_Fibroblasts","darkturquoise","Fibroblasts","Cldn7",0.506504408863414
"Mppe1_Leukocytes","darkturquoise","Leukocytes","Mppe1",0.506412355041927
"Rcsd1_Leukocytes","darkturquoise","Leukocytes","Rcsd1",0.506250190868876
"Traf4_Leukocytes","darkturquoise","Leukocytes","Traf4",0.505464565566584
"Incenp_EndothelialCells","darkturquoise","EndothelialCells","Incenp",0.505383155100226
"Acadvl_Leukocytes","darkturquoise","Leukocytes","Acadvl",0.504914895419606
"Hebp1_SmoothMuscleCells","darkturquoise","SmoothMuscleCells","Hebp1",0.504793279000206
"Ripk3_EndocardialCells","darkturquoise","EndocardialCells","Ripk3",0.502843784902469
"Folr1_Fibroblasts","darkturquoise","Fibroblasts","Folr1",0.501900768341065
"Naaladl1_Fibroblasts","darkturquoise","Fibroblasts","Naaladl1",0.501267004188942
"1700001K19Rik_Fibroblasts","darkturquoise","Fibroblasts","1700001K19Rik",0.499679326958213
"Padi2_Fibroblasts","darkturquoise","Fibroblasts","Padi2",0.498892527838954
"Dph1_Fibroblasts","green","Fibroblasts","Dph1",0.879423004907004
"Ccdc8_Fibroblasts","green","Fibroblasts","Ccdc8",0.815501718730906
"Slc25a12_EndothelialCells","green","EndothelialCells","Slc25a12",0.779802865169202
"Zfp146_Fibroblasts","green","Fibroblasts","Zfp146",0.766273146783107
"Tmem200b_Fibroblasts","green","Fibroblasts","Tmem200b",0.762876746086861
"Epha1_Fibroblasts","green","Fibroblasts","Epha1",0.761445733474484
"Uxs1_EndothelialCells","green","EndothelialCells","Uxs1",0.756990466228381
"Col9a2_Fibroblasts","green","Fibroblasts","Col9a2",0.749203004615618
"Abhd2_Fibroblasts","green","Fibroblasts","Abhd2",0.745846844624064
"Adamts4_Fibroblasts","green","Fibroblasts","Adamts4",0.743858754662388
"9930111J21Rik2_EndothelialCells","green","EndothelialCells","9930111J21Rik2",0.740288793103132
"Pcdhgb7_Fibroblasts","green","Fibroblasts","Pcdhgb7",0.738662244475956
"Pcdhga9_Fibroblasts","green","Fibroblasts","Pcdhga9",0.738457939248697
"Zfp146_EndocardialCells","green","EndocardialCells","Zfp146",0.736739174644796
"Ammecr1_Fibroblasts","green","Fibroblasts","Ammecr1",0.736463194495995
"Sema6c_Fibroblasts","green","Fibroblasts","Sema6c",0.735150296539189
"Traf5_EndothelialCells","green","EndothelialCells","Traf5",0.73193018173359
"Agpat2_EndocardialCells","green","EndocardialCells","Agpat2",0.731749523411102
"Sufu_EndothelialCells","green","EndothelialCells","Sufu",0.724618492092319
"Cks2_EndothelialCells","green","EndothelialCells","Cks2",0.722146814431532
"Gm15910_Fibroblasts","green","Fibroblasts","Gm15910",0.720159181045975
"Tox2_Fibroblasts","green","Fibroblasts","Tox2",0.713333242993908
"Rab20_Fibroblasts","green","Fibroblasts","Rab20",0.711985554107814
"Ccna2_Leukocytes","green","Leukocytes","Ccna2",0.702081892386842
"Cubn_Fibroblasts","green","Fibroblasts","Cubn",0.694423264256392
"Gm10012_EndocardialCells","green","EndocardialCells","Gm10012",0.694111838047485
"Gss_Fibroblasts","green","Fibroblasts","Gss",0.691878329906646
"H2-Bl_Fibroblasts","green","Fibroblasts","H2-Bl",0.691130235011713
"Itga4_Fibroblasts","green","Fibroblasts","Itga4",0.68433166411488
"Limd2_Fibroblasts","green","Fibroblasts","Limd2",0.680491669354325
"Pigg_Fibroblasts","green","Fibroblasts","Pigg",0.68016691441303
"E2f2_EndothelialCells","green","EndothelialCells","E2f2",0.679414840464232
"4931408D14Rik_Leukocytes","green","Leukocytes","4931408D14Rik",0.675638705300715
"Slc22a4_Fibroblasts","green","Fibroblasts","Slc22a4",0.673781298315831
"Insl6_Fibroblasts","green","Fibroblasts","Insl6",0.671156561398717
"Trip13_EndothelialCells","green","EndothelialCells","Trip13",0.670145788054326
"Gria1_Fibroblasts","green","Fibroblasts","Gria1",0.668472105019763
"Gltscr1_EndothelialCells","green","EndothelialCells","Gltscr1",0.663920777798197
"Arl10_EndothelialCells","green","EndothelialCells","Arl10",0.662094768451418
"Trim14_EndothelialCells","green","EndothelialCells","Trim14",0.661818775100032
"Zfyve9_Fibroblasts","green","Fibroblasts","Zfyve9",0.657375471661153
"Hif3a_Fibroblasts","green","Fibroblasts","Hif3a",0.652560304432701
"Plcd4_Fibroblasts","green","Fibroblasts","Plcd4",0.651371775279209
"0610010O12Rik_Leukocytes","green","Leukocytes","0610010O12Rik",0.647781759987363
"Tfdp1_Leukocytes","green","Leukocytes","Tfdp1",0.646906989612106
"Nckap1_EndocardialCells","green","EndocardialCells","Nckap1",0.646844877406026
"Rab27a_Fibroblasts","green","Fibroblasts","Rab27a",0.646320361578231
"Gm16023_Fibroblasts","green","Fibroblasts","Gm16023",0.645024973916619
"Il16_EndothelialCells","green","EndothelialCells","Il16",0.642931573111855
"Ass1_EndocardialCells","green","EndocardialCells","Ass1",0.642599578812476
"Cd226_Leukocytes","green","Leukocytes","Cd226",0.641267838572914
"Gm6981_EndothelialCells","green","EndothelialCells","Gm6981",0.640631267934103
"BC046331_EndocardialCells","green","EndocardialCells","BC046331",0.639562816005237
"Lox_Fibroblasts","green","Fibroblasts","Lox",0.639488405948352
"Larp1b_EndocardialCells","green","EndocardialCells","Larp1b",0.639307982952648
"Doc2a_Leukocytes","green","Leukocytes","Doc2a",0.639093898089897
"Epm2a_Fibroblasts","green","Fibroblasts","Epm2a",0.638375742758165
"Gramd1b_Fibroblasts","green","Fibroblasts","Gramd1b",0.636618169654071
"Cyp20a1_EndothelialCells","green","EndothelialCells","Cyp20a1",0.635116192581178
"Elovl6_Fibroblasts","green","Fibroblasts","Elovl6",0.634971648720986
"Rbm38_Leukocytes","green","Leukocytes","Rbm38",0.634523151538533
"Agphd1_EndothelialCells","green","EndothelialCells","Agphd1",0.634333721675372
"Zdhhc2_EndothelialCells","green","EndothelialCells","Zdhhc2",0.63343122387755
"Gm6484_Fibroblasts","green","Fibroblasts","Gm6484",0.629104599690191
"Clcn6_Fibroblasts","green","Fibroblasts","Clcn6",0.629063930110566
"Tram2_EndothelialCells","green","EndothelialCells","Tram2",0.62875512407675
"AI506816_Leukocytes","green","Leukocytes","AI506816",0.627751799021544
"Kifc1_EndothelialCells","green","EndothelialCells","Kifc1",0.627629400581575
"Vav2_Leukocytes","green","Leukocytes","Vav2",0.627072175124287
"C920021L13Rik_EndothelialCells","green","EndothelialCells","C920021L13Rik",0.625483117393048
"Gm5801_EndothelialCells","green","EndothelialCells","Gm5801",0.624898905569174
"Grap2_Leukocytes","green","Leukocytes","Grap2",0.624683252609776
"Kcnd1_Fibroblasts","green","Fibroblasts","Kcnd1",0.624511817113805
"Mxd1_EndocardialCells","green","EndocardialCells","Mxd1",0.62351359207441
"Ahcy_Leukocytes","green","Leukocytes","Ahcy",0.622435720887255
"Il7r_Leukocytes","green","Leukocytes","Il7r",0.622410195915495
"6530402F18Rik_Fibroblasts","green","Fibroblasts","6530402F18Rik",0.622368295850517
"Crkl_Leukocytes","green","Leukocytes","Crkl",0.621714059121913
"Mmp28_EndothelialCells","green","EndothelialCells","Mmp28",0.620617811557936
"Klhl11_Fibroblasts","green","Fibroblasts","Klhl11",0.620237384416353
"Ccnb2_Leukocytes","green","Leukocytes","Ccnb2",0.620012301274986
"Cyfip2_Leukocytes","green","Leukocytes","Cyfip2",0.619544308643927
"Spint1_Leukocytes","green","Leukocytes","Spint1",0.619015344423674
"Kif21a_Fibroblasts","green","Fibroblasts","Kif21a",0.617498317822083
"Pdcd4_EndothelialCells","green","EndothelialCells","Pdcd4",0.616986153156029
"Uhrf1_EndothelialCells","green","EndothelialCells","Uhrf1",0.616217933258584
"Itgb4_EndocardialCells","green","EndocardialCells","Itgb4",0.614893104200666
"Cd72_Leukocytes","green","Leukocytes","Cd72",0.614827305576822
"Smc4_Leukocytes","green","Leukocytes","Smc4",0.614526145353758
"Mdh2_Leukocytes","green","Leukocytes","Mdh2",0.613886329427524
"H2-Ob_Leukocytes","green","Leukocytes","H2-Ob",0.611070044369644
"Neil1_Fibroblasts","green","Fibroblasts","Neil1",0.610874108739592
"Ptch1_Fibroblasts","green","Fibroblasts","Ptch1",0.608034676130522
"Xpo5_Fibroblasts","green","Fibroblasts","Xpo5",0.606784000444784
"Gm10548_EndothelialCells","green","EndothelialCells","Gm10548",0.60570668469667
"Ccdc152_EndothelialCells","green","EndothelialCells","Ccdc152",0.604597031614729
"Cit_EndothelialCells","green","EndothelialCells","Cit",0.604400405062217
"4930413G21Rik_EndothelialCells","green","EndothelialCells","4930413G21Rik",0.603678340149332
"Papln_EndothelialCells","green","EndothelialCells","Papln",0.602825903512198
"Slc5a3_EndothelialCells","green","EndothelialCells","Slc5a3",0.602697663658097
"Ggn_Fibroblasts","green","Fibroblasts","Ggn",0.601916316371375
"Agphd1_Fibroblasts","green","Fibroblasts","Agphd1",0.601643541564056
"Rrm2_Leukocytes","green","Leukocytes","Rrm2",0.596649666514107
"Ccdc92_Leukocytes","green","Leukocytes","Ccdc92",0.595352631257686
"Bend3_Fibroblasts","green","Fibroblasts","Bend3",0.594191953931014
"Shmt1_Fibroblasts","green","Fibroblasts","Shmt1",0.594145096967263
"Oip5_Fibroblasts","green","Fibroblasts","Oip5",0.594093927825601
"Sema3g_EndothelialCells","green","EndothelialCells","Sema3g",0.593301723608454
"Mib1_EndothelialCells","green","EndothelialCells","Mib1",0.5924102892705
"AI506816_EndothelialCells","green","EndothelialCells","AI506816",0.592306247684822
"Ipo7_EndothelialCells","green","EndothelialCells","Ipo7",0.592050444187767
"Pcdhgb1_EndothelialCells","green","EndothelialCells","Pcdhgb1",0.591850321110781
"Fdx1l_EndothelialCells","green","EndothelialCells","Fdx1l",0.591144843816145
"Cenpm_Leukocytes","green","Leukocytes","Cenpm",0.590960294774581
"Gm15545_Fibroblasts","green","Fibroblasts","Gm15545",0.589812788263303
"Zfp36_EndocardialCells","green","EndocardialCells","Zfp36",0.58845567794648
"Mcm2_Fibroblasts","green","Fibroblasts","Mcm2",0.58820240210292
"Stradb_Leukocytes","green","Leukocytes","Stradb",0.588134587905127
"Coro6_EndothelialCells","green","EndothelialCells","Coro6",0.587793777387984
"Khk_Fibroblasts","green","Fibroblasts","Khk",0.587759421880889
"Rbp4_Leukocytes","green","Leukocytes","Rbp4",0.587623284996419
"Snord49b_Fibroblasts","green","Fibroblasts","Snord49b",0.586746666926784
"Gm15987_Leukocytes","green","Leukocytes","Gm15987",0.586508601647006
"S1pr4_EndothelialCells","green","EndothelialCells","S1pr4",0.584243427853768
"Chrm3_Fibroblasts","green","Fibroblasts","Chrm3",0.582867073505143
"Pygo1_Fibroblasts","green","Fibroblasts","Pygo1",0.578882050896268
"Fam107b_EndocardialCells","green","EndocardialCells","Fam107b",0.578718856616291
"Rbm15b_EndothelialCells","green","EndothelialCells","Rbm15b",0.578117039709817
"Pvr_EndothelialCells","green","EndothelialCells","Pvr",0.575887351033832
"Ptpn6_Fibroblasts","green","Fibroblasts","Ptpn6",0.574820888385004
"Ptprn2_Leukocytes","green","Leukocytes","Ptprn2",0.573726722118769
"Wdfy2_EndocardialCells","green","EndocardialCells","Wdfy2",0.572649589746329
"Ncapg_Leukocytes","green","Leukocytes","Ncapg",0.571698322006391
"Zdhhc2_EndocardialCells","green","EndocardialCells","Zdhhc2",0.571520222076332
"Cdt1_Fibroblasts","green","Fibroblasts","Cdt1",0.570449891988552
"Gm3258_EndocardialCells","green","EndocardialCells","Gm3258",0.570070449924734
"Nrgn_EndothelialCells","green","EndothelialCells","Nrgn",0.570033115774039
"Gm17296_Fibroblasts","green","Fibroblasts","Gm17296",0.569384732177787
"Cdk6_Fibroblasts","green","Fibroblasts","Cdk6",0.568571328523447
"Kynu_Leukocytes","green","Leukocytes","Kynu",0.567436237782499
"Rassf7_Leukocytes","green","Leukocytes","Rassf7",0.564806119148394
"Sertad1_EndocardialCells","green","EndocardialCells","Sertad1",0.564429586041084
"Cd79b_Leukocytes","green","Leukocytes","Cd79b",0.563369431319228
"Stmn1_Leukocytes","green","Leukocytes","Stmn1",0.562939533778245
"Fads6_Fibroblasts","green","Fibroblasts","Fads6",0.561518296974104
"Klhl21_Fibroblasts","green","Fibroblasts","Klhl21",0.560896395768275
"Mcm5_EndothelialCells","green","EndothelialCells","Mcm5",0.560572488631209
